method,avg_rank,std_rank,cd
et,4.666666666666667,2.718251071716682,6.659027490953155
boruta,6.208333333333333,2.5613988148839466,6.659027490953155
rf,6.791666666666667,4.15059400032761,6.659027490953155
rfe,6.916666666666667,3.8613109460676984,6.659027490953155
cat,7.333333333333333,4.40328160454097,6.659027490953155
lgbm,7.791666666666667,3.3631479136203457,6.659027490953155
cit,7.833333333333333,4.615794141375409,6.659027490953155
pi,7.916666666666667,3.6391009268163415,6.659027490953155
cif,8.333333333333334,2.0949675149960894,6.659027490953155
ptest_pc,8.666666666666666,3.901566636906542,6.659027490953155
ptest_dc,8.708333333333334,3.97103226154387,6.659027490953155
cpi,9.083333333333334,4.990964057396348,6.659027490953155
ptest_rdc,10.291666666666666,3.230443296033671,6.659027490953155
r_ctree,10.75,3.875671984744495,6.659027490953155
xgb,11.208333333333334,3.4848381916844033,6.659027490953155
r_cforest,13.5,3.5237290853109955,6.659027490953155
