method,avg_rank,std_rank,cd
rf,5.0,2.7894892005526746,5.766886971664383
cat,5.75,3.6357598930622466,5.766886971664383
rfe,5.8125,4.36203435910356,5.766886971664383
pi,6.25,3.072051431861127,5.766886971664383
et,6.53125,3.789247740317331,5.766886971664383
ptest_rdc,7.3125,4.49956595128908,5.766886971664383
cit,8.1875,3.694907813464363,5.766886971664383
ptest_pc,8.1875,3.8644008267776777,5.766886971664383
cif,8.3125,2.228192933746986,5.766886971664383
ptest_dc,8.53125,3.8506036458586594,5.766886971664383
cpi,9.5625,4.471699201645835,5.766886971664383
lgbm,9.6875,4.792164829176893,5.766886971664383
boruta,9.75,5.3091901453988255,5.766886971664383
r_ctree,11.6875,5.240691151937882,5.766886971664383
r_cforest,12.625,3.739568825412898,5.766886971664383
xgb,12.8125,2.1569292408421745,5.766886971664383
