method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,23.067547886657533
cpi,2.0,0.0,23.067547886657533
cif,3.0,0.0,23.067547886657533
boruta,5.5,0.0,23.067547886657533
lgbm,5.5,0.0,23.067547886657533
ptest_dc,5.5,0.0,23.067547886657533
ptest_rdc,5.5,0.0,23.067547886657533
r_ctree,8.0,0.0,23.067547886657533
cat,10.0,0.0,23.067547886657533
ptest_pc,10.0,0.0,23.067547886657533
rfe,10.0,0.0,23.067547886657533
rf,12.0,0.0,23.067547886657533
xgb,13.0,0.0,23.067547886657533
cit,15.0,0.0,23.067547886657533
et,15.0,0.0,23.067547886657533
pi,15.0,0.0,23.067547886657533
