method,avg_rank,std_rank,cd
boruta,4.25,1.75,16.311219536000955
ptest_pc,4.25,1.75,16.311219536000955
rfe,4.25,1.75,16.311219536000955
cat,8.0,2.0,16.311219536000955
cif,8.0,2.0,16.311219536000955
et,8.0,5.5,16.311219536000955
lgbm,8.0,2.0,16.311219536000955
pi,8.0,2.0,16.311219536000955
ptest_rdc,8.0,2.0,16.311219536000955
r_ctree,8.0,2.0,16.311219536000955
rf,8.0,2.0,16.311219536000955
xgb,8.0,2.0,16.311219536000955
cit,11.75,1.75,16.311219536000955
cpi,11.75,1.75,16.311219536000955
ptest_dc,11.75,1.75,16.311219536000955
r_cforest,16.0,0.0,16.311219536000955
