method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
cat,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
cif,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
cit,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
cpi,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
et,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
lgbm,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
pi,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
ptest_mc,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
ptest_rdc,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
r_cforest,0.9582936507936508,,,0.958 [insufficient data],0.9588157897820908,,,0.959 [insufficient data],0.964015873015873,,,0.964 [insufficient data]
r_ctree,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
rf,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
rfe,0.9585714285714286,,,0.959 [insufficient data],0.9590722758247837,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
xgb,0.9585714285714285,,,0.959 [insufficient data],0.9590722758247838,,,0.959 [insufficient data],0.9642539682539684,,,0.964 [insufficient data]
