method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
cat,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
cif,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
cit,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
cpi,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
et,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
lgbm,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
pi,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
ptest_mc,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
ptest_rdc,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
r_cforest,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
r_ctree,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
rf,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
rfe,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
xgb,0.969743023214291,,,0.970 [insufficient data],0.9697617487333692,,,0.970 [insufficient data],0.9695948650860622,,,0.970 [insufficient data]
