method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
cat,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
cif,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
cit,-0.02639209673372881,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
cpi,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
et,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
lgbm,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
pi,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
ptest_dc,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
ptest_pc,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.4502719775216,,,138.450 [insufficient data]
ptest_rdc,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
r_cforest,-0.025300814650399284,,,-0.025 [insufficient data],147614.94595689888,,,147614.946 [insufficient data],138.1389503033771,,,138.139 [insufficient data]
r_ctree,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
rf,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
rfe,-0.026392096733728818,,,-0.026 [insufficient data],147690.22134830247,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
xgb,-0.026392096733728818,,,-0.026 [insufficient data],147690.2213483025,,,147690.221 [insufficient data],138.45027197752157,,,138.450 [insufficient data]
