task,metric,dataset,method_base,method_id,n_cells,mean_rank,median_rank,best_rank,worst_rank,mean_score,median_score,n_methods,dataset_rank_position,top_half_cutoff,is_top_half,support_type
classification,balanced_accuracy,ALLAML,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,3.2333333333333334,4.0,1.0,6.0,0.9452148148148148,0.9471111111111111,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,rf,rf__27caa3a0a3b84fd9,15,3.6333333333333333,4.0,1.0,7.0,0.9407111111111112,0.9520000000000001,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,boruta,boruta__7f986516a1727870,15,4.0,4.0,1.0,9.0,0.936711111111111,0.9491111111111111,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,lgbm,lgbm__71ba9ba402678146,15,5.4,5.0,2.0,9.0,0.926637037037037,0.9311111111111111,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,et,et__f5580a1865f967c8,15,5.8,6.0,1.0,10.0,0.9308888888888889,0.9444444444444444,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,ptest_mc,ptest_mc__307d6fc3284c28e2,15,5.9,6.0,1.0,9.0,0.9255555555555556,0.9222222222222223,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,cat,cat__024a0842d4337711,15,6.133333333333334,7.0,2.0,9.0,0.9291111111111111,0.9322222222222223,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,cif,cif__6556bbc3e830b25a,15,6.7,7.0,2.5,11.0,0.9224740740740741,0.9271111111111111,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,xgb,xgb__1c62fadfc5e2988f,15,6.8,8.0,2.0,10.0,0.917362962962963,0.9304444444444444,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,rfe,rfe__99914b932bd37a50,15,7.8,9.0,2.0,11.0,0.910088888888889,0.9171111111111111,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,cit,cit__bc8d0ddbb26c15b5,15,10.6,11.0,6.0,11.0,0.8402962962962963,0.8666666666666667,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,r_cforest,r_cforest__37be32340835a93b,15,12.633333333333333,12.0,12.0,14.0,0.7069481481481482,0.7088888888888889,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,pi,pi__6e89acc5e72da5a8,15,12.766666666666667,13.0,12.0,14.0,0.7034518518518519,0.6897777777777777,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,r_ctree,r_ctree__b6e09ceb0eb26367,15,14.266666666666667,14.0,12.0,15.0,0.6500888888888888,0.6504444444444445,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ALLAML,cpi,cpi__6e89acc5e72da5a8,15,14.333333333333334,15.0,13.0,15.0,0.6353481481481481,0.6313333333333333,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,boruta,boruta__7f986516a1727870,15,2.3333333333333335,2.0,1.0,5.0,0.8000969696969698,0.8066262626262626,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,lgbm,lgbm__71ba9ba402678146,15,2.7333333333333334,2.0,1.0,7.0,0.779437037037037,0.7788282828282829,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,xgb,xgb__1c62fadfc5e2988f,15,3.6,3.0,1.0,8.0,0.7733638608305274,0.7755151515151515,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,cat,cat__024a0842d4337711,15,3.8666666666666667,4.0,1.0,9.0,0.7665912457912457,0.7761481481481483,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,6.0,6.0,4.0,10.0,0.7301881032547699,0.7413468013468014,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,cif,cif__6556bbc3e830b25a,15,6.266666666666667,7.0,2.0,10.0,0.7339573512906845,0.7236632996632997,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,rf,rf__27caa3a0a3b84fd9,15,6.4,7.0,3.0,10.0,0.7306235690235691,0.717023569023569,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,et,et__f5580a1865f967c8,15,7.4,7.0,5.0,10.0,0.7206312008978676,0.7223434343434343,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,cit,cit__bc8d0ddbb26c15b5,15,8.666666666666666,10.0,3.0,15.0,0.687712682379349,0.6905185185185185,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,ptest_mc,ptest_mc__307d6fc3284c28e2,15,10.133333333333333,10.0,7.0,14.0,0.6762792368125702,0.673993265993266,15,10.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,rfe,rfe__99914b932bd37a50,15,10.133333333333333,11.0,7.0,12.0,0.6584053872053872,0.6678653198653198,15,10.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,r_ctree,r_ctree__b6e09ceb0eb26367,15,11.933333333333334,12.0,7.0,15.0,0.6195995510662177,0.5989764309764309,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,r_cforest,r_cforest__37be32340835a93b,15,13.0,13.0,9.0,15.0,0.5833508417508418,0.5944511784511785,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,pi,pi__6e89acc5e72da5a8,15,13.066666666666666,13.0,12.0,14.0,0.590216835016835,0.5958922558922559,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,CLL_SUB_111,cpi,cpi__6e89acc5e72da5a8,15,14.466666666666667,15.0,11.0,15.0,0.5300650953984287,0.5282558922558923,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,xgb,xgb__1c62fadfc5e2988f,15,1.6666666666666667,1.5,1.0,3.0,0.7992666666666666,0.884,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,lgbm,lgbm__71ba9ba402678146,15,2.1666666666666665,2.0,1.0,4.0,0.7975333333333333,0.8785,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,rfe,rfe__99914b932bd37a50,15,4.0,4.0,1.0,6.5,0.7796333333333333,0.8484999999999999,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,cif,cif__6556bbc3e830b25a,15,4.233333333333333,4.0,1.0,7.0,0.7695666666666666,0.84,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,cat,cat__024a0842d4337711,15,5.266666666666667,5.0,2.0,8.0,0.7616333333333334,0.8625,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,cit,cit__bc8d0ddbb26c15b5,15,6.466666666666667,7.0,2.0,11.0,0.7527333333333334,0.846,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,rf,rf__27caa3a0a3b84fd9,15,6.733333333333333,7.0,5.0,9.0,0.7455666666666667,0.8145,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,r_ctree,r_ctree__b6e09ceb0eb26367,15,8.366666666666667,6.0,5.0,14.0,0.7077666666666667,0.7390000000000001,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,et,et__f5580a1865f967c8,15,8.6,8.0,5.0,11.0,0.7170000000000001,0.7905,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,r_cforest,r_cforest__37be32340835a93b,15,9.4,9.0,8.0,11.0,0.7086666666666667,0.7935,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,pi,pi__6e89acc5e72da5a8,15,10.066666666666666,10.0,8.0,11.0,0.7036333333333332,0.7879999999999999,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,ptest_mc,ptest_mc__307d6fc3284c28e2,15,12.333333333333334,12.0,8.0,14.0,0.5948,0.6,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,12.833333333333334,13.0,12.0,14.0,0.5958,0.677,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,boruta,boruta__7f986516a1727870,15,12.866666666666667,13.0,12.0,14.0,0.5972666666666666,0.6575,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,ORL,cpi,cpi__6e89acc5e72da5a8,15,15.0,15.0,15.0,15.0,0.3911,0.37200000000000005,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,xgb,xgb__1c62fadfc5e2988f,15,1.6666666666666667,1.0,1.0,4.0,0.7764444444444444,0.8000198412698413,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,lgbm,lgbm__71ba9ba402678146,15,1.8,2.0,1.0,3.0,0.7794510582010582,0.7998015873015873,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,cat,cat__024a0842d4337711,15,4.133333333333334,3.0,2.0,8.0,0.7457156084656085,0.7656349206349207,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,boruta,boruta__7f986516a1727870,15,4.2,4.0,1.0,8.0,0.7410119047619047,0.7498015873015873,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,rfe,rfe__99914b932bd37a50,15,5.533333333333333,5.0,4.0,7.0,0.7290820105820105,0.7376984126984126,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,rf,rf__27caa3a0a3b84fd9,15,6.333333333333333,6.0,3.0,9.0,0.722505291005291,0.7319444444444444,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,7.933333333333334,8.0,5.0,10.0,0.7132804232804233,0.7296825396825396,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,cif,cif__6556bbc3e830b25a,15,8.2,8.0,5.0,11.0,0.7101388888888889,0.7275198412698413,15,8.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,et,et__f5580a1865f967c8,15,8.2,9.0,5.0,11.0,0.7085330687830688,0.7032539682539682,15,8.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,cit,cit__bc8d0ddbb26c15b5,15,8.933333333333334,10.0,4.0,11.0,0.6964074074074075,0.6711111111111111,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,ptest_mc,ptest_mc__307d6fc3284c28e2,15,10.0,11.0,4.0,14.0,0.6918227513227513,0.682936507936508,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,pi,pi__6e89acc5e72da5a8,15,11.333333333333334,12.0,10.0,12.0,0.6523637566137566,0.6754563492063492,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,r_cforest,r_cforest__37be32340835a93b,15,13.4,13.0,12.0,15.0,0.5983121693121694,0.6120833333333333,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,r_ctree,r_ctree__b6e09ceb0eb26367,15,13.6,14.0,13.0,15.0,0.5922645502645503,0.568015873015873,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,TOX_171,cpi,cpi__6e89acc5e72da5a8,15,14.733333333333333,15.0,13.0,15.0,0.5551878306878307,0.5343650793650794,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,cif,cif__6556bbc3e830b25a,15,2.0,2.0,1.0,4.0,0.6240592592592592,0.6364444444444444,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,rfe,rfe__99914b932bd37a50,15,2.2,1.0,1.0,7.0,0.6251555555555555,0.648,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,rf,rf__27caa3a0a3b84fd9,15,4.466666666666667,4.0,2.0,8.0,0.6040296296296296,0.6337777777777778,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,xgb,xgb__1c62fadfc5e2988f,15,5.466666666666667,5.0,1.0,8.0,0.5903703703703703,0.6342222222222221,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,et,et__f5580a1865f967c8,15,5.5,6.0,2.0,9.0,0.5949037037037037,0.6137777777777778,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,lgbm,lgbm__71ba9ba402678146,15,5.566666666666666,5.0,2.0,9.0,0.5921777777777777,0.5977777777777777,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,cat,cat__024a0842d4337711,15,5.633333333333334,6.0,1.0,9.0,0.5861925925925926,0.6057777777777777,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,cit,cit__bc8d0ddbb26c15b5,15,7.3,7.0,1.0,13.0,0.5716444444444444,0.5942222222222222,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,Yale,ptest_mc,ptest_mc__307d6fc3284c28e2,15,8.266666666666667,8.0,6.0,10.0,0.5661333333333333,0.6008888888888888,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
