task,metric,dataset,method_base,method_id,n_cells,mean_rank,median_rank,best_rank,worst_rank,mean_score,median_score,n_methods,dataset_rank_position,top_half_cutoff,is_top_half,support_type
classification,balanced_accuracy,orlraws10P,et,et__f5580a1865f967c8,15,6.3,7.0,4.0,9.0,0.8702666666666666,0.89,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,rfe,rfe__99914b932bd37a50,15,6.566666666666666,7.5,3.0,8.5,0.8653333333333334,0.88,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,boruta,boruta__7f986516a1727870,15,8.433333333333334,8.0,5.0,11.0,0.8228000000000001,0.8859999999999999,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,cit,cit__bc8d0ddbb26c15b5,15,8.666666666666666,10.0,3.0,14.0,0.8124,0.81,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,r_ctree,r_ctree__b6e09ceb0eb26367,15,8.766666666666667,9.0,1.0,15.0,0.8016000000000001,0.81,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,r_cforest,r_cforest__37be32340835a93b,15,11.133333333333333,11.0,9.0,14.0,0.7502666666666666,0.774,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,11.2,12.0,9.0,14.0,0.7394666666666667,0.762,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,ptest_mc,ptest_mc__307d6fc3284c28e2,15,12.366666666666667,13.0,9.0,15.0,0.6782666666666667,0.664,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,pi,pi__6e89acc5e72da5a8,15,13.3,14.0,11.0,14.0,0.6390666666666667,0.6679999999999999,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,orlraws10P,cpi,cpi__6e89acc5e72da5a8,15,14.2,15.0,11.0,15.0,0.5982666666666667,0.624,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,et,et__f5580a1865f967c8,6,4.666666666666667,5.0,1.0,8.0,0.8690259686583209,0.8862034352110153,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,rf,rf__27caa3a0a3b84fd9,6,4.833333333333333,4.5,2.0,8.0,0.8667866563533941,0.8799015524930514,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,boruta,boruta__7f986516a1727870,6,5.5,5.5,2.0,8.0,0.8647354008850483,0.8778991487294638,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,ptest_mc,ptest_mc__307d6fc3284c28e2,6,6.0,6.5,1.0,11.0,0.8635630432859552,0.8682015848803529,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,cif,cif__6556bbc3e830b25a,6,6.75,7.0,3.0,12.5,0.8655878975500721,0.8779435026084252,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,r_cforest,r_cforest__37be32340835a93b,6,7.166666666666667,6.5,4.0,13.0,0.8617757231695244,0.8669142795241946,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,rfe,rfe__99914b932bd37a50,6,8.083333333333334,8.0,5.0,12.5,0.8619802960237983,0.8731501777975272,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,cpi,cpi__6e89acc5e72da5a8,6,8.166666666666666,8.5,5.0,10.0,0.85628310011897,0.868875898759883,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,pi,pi__6e89acc5e72da5a8,6,8.5,8.0,5.0,12.0,0.8559922692726002,0.8713620928994896,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,cit,cit__bc8d0ddbb26c15b5,6,9.25,8.0,7.0,12.5,0.8590563973645011,0.8677609250894995,15,10.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,xgb,xgb__1c62fadfc5e2988f,6,9.25,9.0,6.0,12.5,0.855795450617065,0.8711533634293414,15,10.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,lgbm,lgbm__71ba9ba402678146,6,10.083333333333334,10.0,7.0,13.0,0.8543707783970779,0.8681543760831889,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,cat,cat__024a0842d4337711,6,10.25,10.0,8.0,13.0,0.8529986738962309,0.8644339451306274,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,r_ctree,r_ctree__b6e09ceb0eb26367,6,10.666666666666666,11.0,5.0,15.0,0.827706020664403,0.8383269880397066,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,page-blocks,ptest_rdc,ptest_rdc__307d6fc3284c28e2,6,10.833333333333334,11.0,5.0,15.0,0.82927915050059,0.8153845420864738,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,pi,pi__6e89acc5e72da5a8,6,2.5,2.0,1.0,7.0,0.9093896588098218,0.9051722561234284,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,rfe,rfe__99914b932bd37a50,6,3.3333333333333335,3.0,1.0,6.0,0.9067469534031615,0.9121263878966017,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,cif,cif__6556bbc3e830b25a,6,4.833333333333333,4.0,3.0,10.0,0.8929350800481766,0.8982318539705426,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,rf,rf__27caa3a0a3b84fd9,6,5.5,6.0,2.0,8.0,0.8992862859829653,0.8946741545119647,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,cpi,cpi__6e89acc5e72da5a8,6,6.0,5.5,1.0,12.0,0.8835444399522494,0.885168163114276,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,cat,cat__024a0842d4337711,6,6.666666666666667,7.0,3.0,10.0,0.8957593262844282,0.8917592401353087,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,cit,cit__bc8d0ddbb26c15b5,6,7.0,7.5,3.0,10.0,0.8873724870908024,0.8833374378104621,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,r_ctree,r_ctree__b6e09ceb0eb26367,6,7.666666666666667,6.5,3.0,14.0,0.8784296415704528,0.8758509362558012,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,lgbm,lgbm__71ba9ba402678146,6,8.833333333333334,9.0,3.0,13.0,0.8842843079237342,0.8830707815903409,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,et,et__f5580a1865f967c8,6,9.0,8.5,6.0,12.0,0.8919365481192808,0.8863417400279762,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,r_cforest,r_cforest__37be32340835a93b,6,9.333333333333334,10.0,5.0,11.0,0.8905204154037193,0.8832305622543997,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,xgb,xgb__1c62fadfc5e2988f,6,9.666666666666666,9.5,4.0,14.0,0.8830157569345,0.88088929650329,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,ptest_mc,ptest_mc__307d6fc3284c28e2,6,12.166666666666666,13.5,6.0,14.0,0.8719426340592684,0.8795478388999227,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,ptest_rdc,ptest_rdc__307d6fc3284c28e2,6,12.5,13.0,11.0,14.0,0.8694856382012333,0.8644634515317932,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pendigits,boruta,boruta__7f986516a1727870,6,15.0,15.0,15.0,15.0,0.8131431989052892,0.7915531672649778,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,lgbm,lgbm__71ba9ba402678146,15,3.466666666666667,3.0,1.0,7.0,0.9493333333333334,0.966,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,cat,cat__024a0842d4337711,15,3.566666666666667,2.0,1.0,10.0,0.9410666666666666,0.9640000000000001,15,2.5,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,et,et__f5580a1865f967c8,15,3.566666666666667,3.5,1.0,6.0,0.9496,0.9520000000000001,15,2.5,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,rf,rf__27caa3a0a3b84fd9,15,4.1,3.0,1.5,10.5,0.9454666666666667,0.966,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,r_ctree,r_ctree__b6e09ceb0eb26367,15,5.333333333333333,5.5,1.0,11.0,0.9352,0.932,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,cif,cif__6556bbc3e830b25a,15,5.733333333333333,5.5,2.5,10.5,0.9378666666666666,0.9520000000000001,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,xgb,xgb__1c62fadfc5e2988f,15,6.433333333333334,6.0,2.5,13.0,0.9378666666666666,0.95,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,rfe,rfe__99914b932bd37a50,15,7.033333333333333,8.0,1.0,11.5,0.9266666666666666,0.9279999999999999,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,boruta,boruta__7f986516a1727870,15,9.133333333333333,9.0,7.0,12.0,0.9032,0.93,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,cit,cit__bc8d0ddbb26c15b5,15,9.166666666666666,8.0,5.0,14.0,0.9178666666666667,0.9179999999999999,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,r_cforest,r_cforest__37be32340835a93b,15,10.133333333333333,10.0,7.0,14.0,0.9041333333333333,0.8959999999999999,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,ptest_mc,ptest_mc__307d6fc3284c28e2,15,10.8,11.0,7.5,12.0,0.8728,0.8959999999999999,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,13.666666666666666,13.0,13.0,15.0,0.7807999999999999,0.768,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,cpi,cpi__6e89acc5e72da5a8,15,13.933333333333334,14.5,11.5,14.5,0.7781333333333333,0.7659999999999999,15,14.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,pixraw10P,pi,pi__6e89acc5e72da5a8,15,13.933333333333334,14.5,11.5,14.5,0.7781333333333333,0.7659999999999999,15,14.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,xgb,xgb__1c62fadfc5e2988f,12,3.0,2.0,1.0,8.0,0.9061815048690752,0.9105881922638663,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,lgbm,lgbm__71ba9ba402678146,12,3.3333333333333335,3.5,2.0,5.0,0.90613200158433,0.9114772302968182,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,cif,cif__6556bbc3e830b25a,12,4.416666666666667,3.0,1.0,11.0,0.8900473627089799,0.9116752554362574,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,rfe,rfe__99914b932bd37a50,12,5.333333333333333,5.0,1.0,9.0,0.9024422243961748,0.9092706271799741,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,rf,rf__27caa3a0a3b84fd9,12,5.833333333333333,6.0,1.0,10.0,0.9005581150262082,0.9087022671975152,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,cat,cat__024a0842d4337711,12,6.083333333333333,5.5,1.0,13.0,0.8964343736549215,0.9125138118873228,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,r_cforest,r_cforest__37be32340835a93b,12,6.833333333333333,8.0,1.0,12.0,0.8870958368772429,0.9082095982802347,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,et,et__f5580a1865f967c8,12,7.583333333333333,7.5,4.0,10.0,0.8897045832241348,0.9088766416209481,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,pi,pi__6e89acc5e72da5a8,12,8.166666666666666,8.0,4.0,11.0,0.8924760819412919,0.9061202412705154,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,cpi,cpi__6e89acc5e72da5a8,12,8.833333333333334,9.0,5.0,12.0,0.8911418791437021,0.9063198360660913,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,cit,cit__bc8d0ddbb26c15b5,12,9.666666666666666,11.0,2.0,13.0,0.8859413899021433,0.895484761995166,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,boruta,boruta__7f986516a1727870,12,10.583333333333334,12.0,3.0,14.0,0.853683871834619,0.8908382137401866,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,ptest_mc,ptest_mc__307d6fc3284c28e2,12,11.416666666666666,12.0,9.0,13.0,0.8757892674890421,0.8990768972252468,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,r_ctree,r_ctree__b6e09ceb0eb26367,12,14.083333333333334,14.0,13.0,15.0,0.8337833411964543,0.854728464756515,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,spam,ptest_rdc,ptest_rdc__307d6fc3284c28e2,12,14.833333333333334,15.0,14.0,15.0,0.7738056070286635,0.8073229429915245,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,boruta,boruta__7f986516a1727870,6,5.666666666666667,8.0,1.0,8.0,0.8103367003367005,0.863030303030303,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,cpi,cpi__6e89acc5e72da5a8,6,6.5,8.0,2.0,11.0,0.8083501683501684,0.8512121212121212,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,pi,pi__6e89acc5e72da5a8,6,6.666666666666667,8.0,1.0,12.0,0.8083164983164983,0.848989898989899,15,3.5,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,rfe,rfe__99914b932bd37a50,6,6.666666666666667,8.0,3.0,9.0,0.8081818181818182,0.8576767676767677,15,3.5,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,cif,cif__6556bbc3e830b25a,6,6.833333333333333,8.0,2.0,10.0,0.8088552188552188,0.8606060606060606,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,cat,cat__024a0842d4337711,6,7.666666666666667,8.0,6.0,10.0,0.805959595959596,0.8485858585858587,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,et,et__f5580a1865f967c8,6,7.666666666666667,8.0,5.0,10.0,0.8060942760942761,0.8485858585858586,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,ptest_mc,ptest_mc__307d6fc3284c28e2,6,7.666666666666667,8.0,4.0,9.0,0.8062289562289563,0.8484848484848485,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,r_cforest,r_cforest__37be32340835a93b,6,7.833333333333333,8.0,3.0,12.0,0.8062962962962964,0.8469696969696969,15,9.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,xgb,xgb__1c62fadfc5e2988f,6,7.833333333333333,8.0,4.0,12.0,0.8061279461279461,0.854040404040404,15,9.5,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,rf,rf__27caa3a0a3b84fd9,6,8.0,8.0,6.0,11.0,0.8058585858585858,0.848989898989899,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,lgbm,lgbm__71ba9ba402678146,6,8.333333333333334,8.0,5.0,13.0,0.8057912457912458,0.8532323232323232,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,ptest_rdc,ptest_rdc__307d6fc3284c28e2,6,10.333333333333334,9.5,8.0,14.0,0.801010101010101,0.8385858585858585,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,cit,cit__bc8d0ddbb26c15b5,6,10.833333333333334,10.5,8.0,14.0,0.791919191919192,0.8331313131313132,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,vowel-context,r_ctree,r_ctree__b6e09ceb0eb26367,6,11.5,11.5,8.0,15.0,0.7645791245791246,0.7864646464646464,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,cif,cif__6556bbc3e830b25a,15,2.2,2.0,1.0,7.0,0.8047555555555556,0.83,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,xgb,xgb__1c62fadfc5e2988f,15,3.7,4.0,1.0,8.0,0.7885333333333333,0.7913333333333332,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,rfe,rfe__99914b932bd37a50,15,3.7333333333333334,4.0,1.0,8.0,0.7964888888888889,0.8006666666666666,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,lgbm,lgbm__71ba9ba402678146,15,3.9,4.0,1.0,8.0,0.7862222222222222,0.8273333333333334,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,et,et__f5580a1865f967c8,15,4.133333333333334,3.0,2.0,7.0,0.7829777777777777,0.7966666666666667,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,rf,rf__27caa3a0a3b84fd9,15,5.033333333333333,5.0,3.0,7.0,0.7773333333333333,0.7926666666666666,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,cat,cat__024a0842d4337711,15,7.466666666666667,9.0,1.0,9.0,0.7254666666666666,0.7153333333333333,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,boruta,boruta__7f986516a1727870,15,8.266666666666667,8.0,4.0,10.0,0.7059111111111112,0.7346666666666667,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,cit,cit__bc8d0ddbb26c15b5,15,8.633333333333333,10.0,4.5,13.0,0.6733777777777777,0.6446666666666667,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,ptest_mc,ptest_mc__307d6fc3284c28e2,15,9.666666666666666,9.0,7.0,12.0,0.6399111111111111,0.73,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,r_ctree,r_ctree__b6e09ceb0eb26367,15,10.133333333333333,11.0,7.0,14.0,0.6384888888888889,0.5973333333333334,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,12.6,13.0,10.0,14.0,0.5037777777777778,0.49066666666666664,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,pi,pi__6e89acc5e72da5a8,15,12.866666666666667,13.0,12.0,14.0,0.49737777777777775,0.5193333333333333,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,r_cforest,r_cforest__37be32340835a93b,15,13.133333333333333,13.0,11.0,15.0,0.4872888888888889,0.4666666666666666,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpAR10P,cpi,cpi__6e89acc5e72da5a8,15,14.533333333333333,15.0,11.0,15.0,0.4116444444444444,0.36,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,cat,cat__024a0842d4337711,15,2.2,2.0,1.0,4.0,0.9187866666666668,0.9554,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,xgb,xgb__1c62fadfc5e2988f,15,3.1,2.0,1.0,10.0,0.9036933333333333,0.9576,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,cif,cif__6556bbc3e830b25a,15,4.333333333333333,4.0,2.0,7.0,0.9063066666666667,0.9514,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,lgbm,lgbm__71ba9ba402678146,15,4.5,2.0,1.0,11.0,0.8927200000000001,0.9564,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,rf,rf__27caa3a0a3b84fd9,15,5.4,5.0,2.0,11.0,0.9078666666666667,0.953,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,et,et__f5580a1865f967c8,15,6.133333333333334,6.0,4.0,9.0,0.8993733333333334,0.9444,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,rfe,rfe__99914b932bd37a50,15,6.266666666666667,6.0,4.0,8.0,0.8910266666666666,0.9274,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,cit,cit__bc8d0ddbb26c15b5,15,8.133333333333333,8.0,3.0,15.0,0.8767333333333334,0.9012,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,ptest_mc,ptest_mc__307d6fc3284c28e2,15,8.333333333333334,8.0,5.0,12.0,0.8784,0.925,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,r_ctree,r_ctree__b6e09ceb0eb26367,15,10.866666666666667,10.0,7.0,15.0,0.8387600000000001,0.8865999999999999,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,boruta,boruta__7f986516a1727870,15,11.633333333333333,11.5,6.0,15.0,0.8270266666666667,0.8918,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,ptest_rdc,ptest_rdc__307d6fc3284c28e2,15,11.833333333333334,12.0,10.0,14.0,0.8402666666666666,0.9034,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,cpi,cpi__6e89acc5e72da5a8,15,11.866666666666667,13.0,2.0,15.0,0.8253466666666667,0.7944,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,pi,pi__6e89acc5e72da5a8,15,12.6,13.0,9.0,15.0,0.82732,0.8362,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,warpPIE10P,r_cforest,r_cforest__37be32340835a93b,15,12.8,13.0,10.0,15.0,0.8081466666666667,0.8214,15,15.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,cif,cif__6556bbc3e830b25a,6,2.8333333333333335,2.0,1.5,6.0,0.9783860830527497,0.9785873015873017,15,1.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,rfe,rfe__99914b932bd37a50,6,4.5,3.0,2.0,9.0,0.9774593554593555,0.9773439153439154,15,2.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,cat,cat__024a0842d4337711,6,4.75,5.0,1.5,8.0,0.97676607343274,0.9764785954785955,15,3.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,lgbm,lgbm__71ba9ba402678146,6,5.333333333333333,6.0,1.0,10.0,0.9750165143498477,0.9757166907166908,15,4.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,ptest_mc,ptest_mc__307d6fc3284c28e2,6,5.916666666666667,4.75,1.5,12.0,0.9754919031585699,0.9780500240500241,15,5.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,et,et__f5580a1865f967c8,6,6.166666666666667,4.5,4.0,14.0,0.9756567259900594,0.9743992303992305,15,6.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,rf,rf__27caa3a0a3b84fd9,6,6.333333333333333,6.0,4.0,10.0,0.9744107744107744,0.9731558441558441,15,7.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,r_cforest,r_cforest__37be32340835a93b,6,7.333333333333333,7.5,3.0,11.0,0.9726435786435786,0.9713727753727754,15,8.0,8,True,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,pi,pi__6e89acc5e72da5a8,6,7.666666666666667,9.0,1.0,10.0,0.9724513387846722,0.9692852332852333,15,9.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,xgb,xgb__1c62fadfc5e2988f,6,8.5,8.0,6.0,11.0,0.9715685425685425,0.9712347282347282,15,10.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,ptest_rdc,ptest_rdc__307d6fc3284c28e2,6,10.666666666666666,10.5,9.0,12.0,0.9679847683181017,0.9673145743145743,15,11.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,cit,cit__bc8d0ddbb26c15b5,6,11.0,12.0,3.0,15.0,0.9647378547378547,0.9643304473304473,15,12.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,cpi,cpi__6e89acc5e72da5a8,6,11.5,13.0,4.0,14.0,0.9582475549142216,0.9558941798941799,15,13.0,8,False,dataset_mean_over_all_complete_case_downstream_k
classification,balanced_accuracy,wine,r_ctree,r_ctree__b6e09ceb0eb26367,6,13.0,14.0,8.0,15.0,0.943691037357704,0.934959114959115,15,14.0,8,False,dataset_mean_over_all_complete_case_downstream_k
