method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.11205943731517325,,,0.112 [insufficient data],0.3853959774928355,,,0.385 [insufficient data],0.3896050496504533,,,0.390 [insufficient data]
cat,0.11205943731517333,,,0.112 [insufficient data],0.3853959774928356,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
cif,0.11205943731517337,,,0.112 [insufficient data],0.3853959774928356,,,0.385 [insufficient data],0.3896050496504533,,,0.390 [insufficient data]
cit,0.11205943731517304,,,0.112 [insufficient data],0.3853959774928357,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
cpi,0.11205943731517409,,,0.112 [insufficient data],0.3853959774928353,,,0.385 [insufficient data],0.38960504965045323,,,0.390 [insufficient data]
et,0.1120594373151739,,,0.112 [insufficient data],0.3853959774928355,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
lgbm,0.11205943731517301,,,0.112 [insufficient data],0.3853959774928357,,,0.385 [insufficient data],0.38960504965045345,,,0.390 [insufficient data]
pi,0.11205943731517337,,,0.112 [insufficient data],0.3853959774928356,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
ptest_dc,0.11205943731517301,,,0.112 [insufficient data],0.3853959774928355,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
ptest_pc,0.11205943731517376,,,0.112 [insufficient data],0.3853959774928355,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
ptest_rdc,0.11205943731517365,,,0.112 [insufficient data],0.3853959774928354,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
r_cforest,-0.630540573106653,,,-0.631 [insufficient data],0.7156674632126842,,,0.716 [insufficient data],0.5916153764402164,,,0.592 [insufficient data]
r_ctree,0.1120594373151732,,,0.112 [insufficient data],0.3853959774928356,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
rf,0.11205943731517365,,,0.112 [insufficient data],0.3853959774928355,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
rfe,0.1120594373151739,,,0.112 [insufficient data],0.38539597749283544,,,0.385 [insufficient data],0.3896050496504533,,,0.390 [insufficient data]
xgb,0.11205943731517357,,,0.112 [insufficient data],0.38539597749283555,,,0.385 [insufficient data],0.3896050496504534,,,0.390 [insufficient data]
