method,avg_rank,std_rank,cd
rfe,4.766666666666667,3.458644564308715,3.791510720927508
cat,4.95,2.5863423336183993,3.791510720927508
rf,5.383333333333334,2.8597299794833,3.791510720927508
lgbm,5.45,3.6155912379581845,3.791510720927508
et,5.933333333333334,3.5372619668639502,3.791510720927508
cif,6.566666666666666,2.812867259971971,3.791510720927508
xgb,7.5,3.5189960689567887,3.791510720927508
ptest_mc,8.0,3.1304951684997055,3.791510720927508
pi,8.85,4.111265012134344,3.791510720927508
cit,8.933333333333334,4.040901989517797,3.791510720927508
ptest_rdc,9.883333333333333,4.089994566690224,3.791510720927508
boruta,10.066666666666666,4.255845653007428,3.791510720927508
cpi,10.633333333333333,4.271871824960211,3.791510720927508
r_cforest,10.8,3.8935844667863573,3.791510720927508
r_ctree,12.283333333333333,3.6324540220383006,3.791510720927508
