method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.9761570491512515,,,0.976 [insufficient data],35151.939968155326,,,35151.940 [insufficient data],104.85310184816771,,,104.853 [insufficient data]
cat,0.9761570491512513,,,0.976 [insufficient data],35151.9399681556,,,35151.940 [insufficient data],104.85310184816836,,,104.853 [insufficient data]
cif,0.9761570491512515,,,0.976 [insufficient data],35151.93996815549,,,35151.940 [insufficient data],104.8531018481679,,,104.853 [insufficient data]
cit,0.9761570491512512,,,0.976 [insufficient data],35151.93996815575,,,35151.940 [insufficient data],104.85310184816834,,,104.853 [insufficient data]
cpi,0.9761570491512515,,,0.976 [insufficient data],35151.93996815554,,,35151.940 [insufficient data],104.85310184816788,,,104.853 [insufficient data]
et,0.9761570491512517,,,0.976 [insufficient data],35151.93996815526,,,35151.940 [insufficient data],104.85310184816825,,,104.853 [insufficient data]
lgbm,0.9761570491512515,,,0.976 [insufficient data],35151.93996815544,,,35151.940 [insufficient data],104.8531018481679,,,104.853 [insufficient data]
pi,0.9761570491512511,,,0.976 [insufficient data],35151.93996815587,,,35151.940 [insufficient data],104.85310184816875,,,104.853 [insufficient data]
ptest_dc,0.9761570491512518,,,0.976 [insufficient data],35151.93996815508,,,35151.940 [insufficient data],104.85310184816704,,,104.853 [insufficient data]
ptest_pc,0.9761570491512517,,,0.976 [insufficient data],35151.93996815513,,,35151.940 [insufficient data],104.85310184816719,,,104.853 [insufficient data]
ptest_rdc,0.9761570491512517,,,0.976 [insufficient data],35151.939968155246,,,35151.940 [insufficient data],104.85310184816741,,,104.853 [insufficient data]
r_cforest,0.9760195936629655,,,0.976 [insufficient data],35310.09460099909,,,35310.095 [insufficient data],105.97282369318953,,,105.973 [insufficient data]
r_ctree,0.9761570491512517,,,0.976 [insufficient data],35151.939968155086,,,35151.940 [insufficient data],104.85310184816693,,,104.853 [insufficient data]
rf,0.9761570491512512,,,0.976 [insufficient data],35151.939968155755,,,35151.940 [insufficient data],104.85310184816905,,,104.853 [insufficient data]
rfe,0.9761570491512512,,,0.976 [insufficient data],35151.939968155755,,,35151.940 [insufficient data],104.85310184816758,,,104.853 [insufficient data]
xgb,0.9761570491512515,,,0.976 [insufficient data],35151.939968155486,,,35151.940 [insufficient data],104.85310184816794,,,104.853 [insufficient data]
