method,avg_rank,std_rank,cd
lgbm,5.380952380952381,2.4538830351329666,4.472222059806528
cat,5.5,2.694792155603983,4.472222059806528
et,5.714285714285714,2.5614887252915866,4.472222059806528
rfe,5.738095238095238,3.6338981025203685,4.472222059806528
rf,5.761904761904762,2.2605258955081755,4.472222059806528
boruta,6.023809523809524,3.765369110080364,4.472222059806528
xgb,6.214285714285714,3.7339224510892426,4.472222059806528
cif,6.380952380952381,2.6587893857416436,4.472222059806528
ptest_mc,7.809523809523809,2.5141323907074846,4.472222059806528
ptest_rdc,8.976190476190476,3.2273982978929996,4.472222059806528
pi,10.071428571428571,2.484646732989441,4.472222059806528
r_ctree,10.69047619047619,3.7590405009162042,4.472222059806528
cit,10.904761904761905,2.3835699896775866,4.472222059806528
cpi,11.357142857142858,3.6257769516893013,4.472222059806528
r_cforest,13.476190476190476,1.6218463205644191,4.472222059806528
