method,avg_rank,std_rank,cd
cat,4.5,2.5071326821120348,4.472222059806528
lgbm,4.880952380952381,2.785612533754222,4.472222059806528
xgb,5.690476190476191,4.036960757078896,4.472222059806528
rfe,5.785714285714286,2.9055424400184386,4.472222059806528
rf,5.833333333333333,3.028960741674143,4.472222059806528
cif,6.214285714285714,2.5475077857324293,4.472222059806528
et,6.309523809523809,3.110949137344967,4.472222059806528
boruta,7.261904761904762,2.7929291997362244,4.472222059806528
cit,8.928571428571429,3.652415098865649,4.472222059806528
ptest_rdc,9.023809523809524,2.5470626895840636,4.472222059806528
ptest_mc,9.30952380952381,2.471148713396024,4.472222059806528
pi,9.904761904761905,2.500566829164976,4.472222059806528
r_ctree,11.214285714285714,3.7498299281161964,4.472222059806528
cpi,11.80952380952381,3.091756283425292,4.472222059806528
r_cforest,13.333333333333334,1.6426846010152707,4.472222059806528
