method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.7025755803400184,0.6317023853987697,0.7720698254948432,"0.703 [0.632, 0.772]",0.6794321919879147,0.6115232246571853,0.7469465334405514,"0.679 [0.612, 0.747]",0.6856526188037005,0.6196537632160063,0.751457741707676,"0.686 [0.620, 0.751]"
cat,0.7910620338369956,0.7377845047350804,0.8421015210384438,"0.791 [0.738, 0.842]",0.7699344501301341,0.7174136809525576,0.8195692108644878,"0.770 [0.717, 0.820]",0.7736265727128255,0.7243954623610165,0.8211029279186685,"0.774 [0.724, 0.821]"
cif,0.7595936486444071,0.702454710727596,0.8162177735767822,"0.760 [0.702, 0.816]",0.7328581495237817,0.6785699461332908,0.7891865504906871,"0.733 [0.679, 0.789]",0.7409006117867147,0.6880827289460142,0.7949089013039242,"0.741 [0.688, 0.795]"
cit,0.7496144852538291,0.6900414342604817,0.8086346912550657,"0.750 [0.690, 0.809]",0.7185210110358873,0.6614245451616605,0.7758359926740335,"0.719 [0.661, 0.776]",0.7242666081981164,0.6686842545781353,0.7799443806313104,"0.724 [0.669, 0.780]"
cpi,0.6688505647250623,0.5887927289489598,0.748828501637027,"0.669 [0.589, 0.749]",0.6463959204043984,0.5648455616067855,0.7254145091257413,"0.646 [0.565, 0.725]",0.655766220905218,0.579237763975953,0.7317459467350729,"0.656 [0.579, 0.732]"
et,0.7685975204510467,0.7093505220601809,0.8268271837063389,"0.769 [0.709, 0.827]",0.7507746325560962,0.6960468667317811,0.8047844290177999,"0.751 [0.696, 0.805]",0.755243302766553,0.7029323723702589,0.8079287105793185,"0.755 [0.703, 0.808]"
lgbm,0.7878448465060068,0.7335936503385201,0.8406462212023323,"0.788 [0.734, 0.841]",0.768708209093793,0.7168479368120689,0.818642257145726,"0.769 [0.717, 0.819]",0.7709115851375644,0.7207993199855465,0.8197454549518184,"0.771 [0.721, 0.820]"
pi,0.7129433276245633,0.6462461715763671,0.779105150667589,"0.713 [0.646, 0.779]",0.6931207749330145,0.6289585108917386,0.759150776255119,"0.693 [0.629, 0.759]",0.6996798442370414,0.6368781120139421,0.7635446361372239,"0.700 [0.637, 0.764]"
ptest_mc,0.7269019623442723,0.6603869504678488,0.79369909958662,"0.727 [0.660, 0.794]",0.7089166530416298,0.6427580626605158,0.7742406187664562,"0.709 [0.643, 0.774]",0.7149358501392651,0.6514392363080371,0.7768135423027437,"0.715 [0.651, 0.777]"
ptest_rdc,0.7084104943023036,0.6348401637967453,0.7814745838197361,"0.708 [0.635, 0.781]",0.6836093151841427,0.6093451470829694,0.7564131210049986,"0.684 [0.609, 0.756]",0.6944513876735193,0.6263213562720262,0.7613782661188232,"0.694 [0.626, 0.761]"
r_cforest,0.6615154607329422,0.5970589188999916,0.730268159177125,"0.662 [0.597, 0.730]",0.6392167493892319,0.5741833192416447,0.7049601945801278,"0.639 [0.574, 0.705]",0.6473190119485909,0.5842512471531159,0.7105072201146148,"0.647 [0.584, 0.711]"
r_ctree,0.6343697028453317,0.573405344939714,0.7034061170520858,"0.634 [0.573, 0.703]",0.610367047709565,0.5543983704954637,0.673613243634378,"0.610 [0.554, 0.674]",0.6175972353562181,0.5627362203957695,0.6774751375682342,"0.618 [0.563, 0.677]"
rf,0.7821424080172921,0.7282098717760237,0.8362789127991448,"0.782 [0.728, 0.836]",0.7648315775674535,0.7131334983832239,0.8147157356701843,"0.765 [0.713, 0.815]",0.7682450179426887,0.7185196072389324,0.8169435616514025,"0.768 [0.719, 0.817]"
rfe,0.8008139011937607,0.7539856515207042,0.8480558499515999,"0.801 [0.754, 0.848]",0.7743462550329068,0.7280729785806066,0.8219477579999849,"0.774 [0.728, 0.822]",0.7780400140851369,0.732899474709406,0.8246131348173715,"0.778 [0.733, 0.825]"
xgb,0.7655381484537578,0.711305682256862,0.8203489482710515,"0.766 [0.711, 0.820]",0.7418812316268935,0.6910511436585416,0.7937043353458265,"0.742 [0.691, 0.794]",0.7469175036968072,0.6977676914761577,0.7973045987448143,"0.747 [0.698, 0.797]"
