method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
cat,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
cif,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
cit,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
cpi,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
et,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
lgbm,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333334,,,0.991 [insufficient data]
pi,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
ptest_mc,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
ptest_rdc,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
r_cforest,0.7780769230769231,,,0.778 [insufficient data],0.768385137085137,,,0.768 [insufficient data],0.7814999999999999,,,0.781 [insufficient data]
r_ctree,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333334,,,0.991 [insufficient data]
rf,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
rfe,0.9907692307692308,,,0.991 [insufficient data],0.9892380952380952,,,0.989 [insufficient data],0.9913333333333333,,,0.991 [insufficient data]
xgb,0.9907692307692307,,,0.991 [insufficient data],0.9892380952380951,,,0.989 [insufficient data],0.9913333333333334,,,0.991 [insufficient data]
