task,dataset,downstream_model,endpoint_k,method_base,method_id,has_endpoint_row,missing_endpoint_row
classification,gisette,knn,5000,lgbm,lgbm__71ba9ba402678146,True,False
classification,gisette,knn,5000,pi,pi__6e89acc5e72da5a8,True,False
classification,gisette,knn,5000,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,gisette,knn,5000,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,gisette,knn,5000,r_cforest,r_cforest__37be32340835a93b,True,False
classification,gisette,knn,5000,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,gisette,knn,5000,rf,rf__27caa3a0a3b84fd9,True,False
classification,gisette,knn,5000,rfe,rfe__99914b932bd37a50,True,False
classification,gisette,knn,5000,rt,rt__99914b932bd37a50,True,False
classification,gisette,knn,5000,xgb,xgb__1c62fadfc5e2988f,True,False
classification,gisette,lr,5000,boruta,boruta__7f986516a1727870,True,False
classification,gisette,lr,5000,cat,cat__024a0842d4337711,True,False
classification,gisette,lr,5000,cif,cif__6556bbc3e830b25a,True,False
classification,gisette,lr,5000,cit,cit__bc8d0ddbb26c15b5,True,False
classification,gisette,lr,5000,cpi,cpi__6e89acc5e72da5a8,True,False
classification,gisette,lr,5000,dt,dt__99914b932bd37a50,True,False
classification,gisette,lr,5000,et,et__f5580a1865f967c8,True,False
classification,gisette,lr,5000,lgbm,lgbm__71ba9ba402678146,True,False
classification,gisette,lr,5000,pi,pi__6e89acc5e72da5a8,True,False
classification,gisette,lr,5000,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,gisette,lr,5000,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,gisette,lr,5000,r_cforest,r_cforest__37be32340835a93b,True,False
classification,gisette,lr,5000,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,gisette,lr,5000,rf,rf__27caa3a0a3b84fd9,True,False
classification,gisette,lr,5000,rfe,rfe__99914b932bd37a50,True,False
classification,gisette,lr,5000,rt,rt__99914b932bd37a50,True,False
classification,gisette,lr,5000,xgb,xgb__1c62fadfc5e2988f,True,False
classification,gisette,svm,5000,boruta,boruta__7f986516a1727870,True,False
classification,gisette,svm,5000,cat,cat__024a0842d4337711,True,False
classification,gisette,svm,5000,cif,cif__6556bbc3e830b25a,True,False
classification,gisette,svm,5000,cit,cit__bc8d0ddbb26c15b5,True,False
classification,gisette,svm,5000,cpi,cpi__6e89acc5e72da5a8,True,False
classification,gisette,svm,5000,dt,dt__99914b932bd37a50,True,False
classification,gisette,svm,5000,et,et__f5580a1865f967c8,True,False
classification,gisette,svm,5000,lgbm,lgbm__71ba9ba402678146,True,False
classification,gisette,svm,5000,pi,pi__6e89acc5e72da5a8,True,False
classification,gisette,svm,5000,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,gisette,svm,5000,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,gisette,svm,5000,r_cforest,r_cforest__37be32340835a93b,True,False
classification,gisette,svm,5000,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,gisette,svm,5000,rf,rf__27caa3a0a3b84fd9,True,False
classification,gisette,svm,5000,rfe,rfe__99914b932bd37a50,True,False
classification,gisette,svm,5000,rt,rt__99914b932bd37a50,True,False
classification,gisette,svm,5000,xgb,xgb__1c62fadfc5e2988f,True,False
classification,isolet,knn,616,boruta,boruta__7f986516a1727870,True,False
classification,isolet,knn,616,cat,cat__024a0842d4337711,True,False
classification,isolet,knn,616,cif,cif__6556bbc3e830b25a,True,False
classification,isolet,knn,616,cit,cit__bc8d0ddbb26c15b5,True,False
classification,isolet,knn,616,cpi,cpi__6e89acc5e72da5a8,True,False
classification,isolet,knn,616,dt,dt__99914b932bd37a50,True,False
classification,isolet,knn,616,et,et__f5580a1865f967c8,True,False
classification,isolet,knn,616,lgbm,lgbm__71ba9ba402678146,True,False
classification,isolet,knn,616,pi,pi__6e89acc5e72da5a8,True,False
classification,isolet,knn,616,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,isolet,knn,616,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,isolet,knn,616,r_cforest,r_cforest__37be32340835a93b,True,False
classification,isolet,knn,616,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,isolet,knn,616,rf,rf__27caa3a0a3b84fd9,True,False
classification,isolet,knn,616,rfe,rfe__99914b932bd37a50,True,False
classification,isolet,knn,616,rt,rt__99914b932bd37a50,True,False
classification,isolet,knn,616,xgb,xgb__1c62fadfc5e2988f,True,False
classification,isolet,lr,616,boruta,boruta__7f986516a1727870,True,False
classification,isolet,lr,616,cat,cat__024a0842d4337711,True,False
classification,isolet,lr,616,cif,cif__6556bbc3e830b25a,True,False
classification,isolet,lr,616,cit,cit__bc8d0ddbb26c15b5,True,False
classification,isolet,lr,616,cpi,cpi__6e89acc5e72da5a8,True,False
classification,isolet,lr,616,dt,dt__99914b932bd37a50,True,False
classification,isolet,lr,616,et,et__f5580a1865f967c8,True,False
classification,isolet,lr,616,lgbm,lgbm__71ba9ba402678146,True,False
classification,isolet,lr,616,pi,pi__6e89acc5e72da5a8,True,False
classification,isolet,lr,616,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,isolet,lr,616,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,isolet,lr,616,r_cforest,r_cforest__37be32340835a93b,True,False
classification,isolet,lr,616,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,isolet,lr,616,rf,rf__27caa3a0a3b84fd9,True,False
classification,isolet,lr,616,rfe,rfe__99914b932bd37a50,True,False
classification,isolet,lr,616,rt,rt__99914b932bd37a50,True,False
classification,isolet,lr,616,xgb,xgb__1c62fadfc5e2988f,True,False
classification,isolet,svm,616,boruta,boruta__7f986516a1727870,True,False
classification,isolet,svm,616,cat,cat__024a0842d4337711,True,False
classification,isolet,svm,616,cif,cif__6556bbc3e830b25a,True,False
classification,isolet,svm,616,cit,cit__bc8d0ddbb26c15b5,True,False
classification,isolet,svm,616,cpi,cpi__6e89acc5e72da5a8,True,False
classification,isolet,svm,616,dt,dt__99914b932bd37a50,True,False
classification,isolet,svm,616,et,et__f5580a1865f967c8,True,False
classification,isolet,svm,616,lgbm,lgbm__71ba9ba402678146,True,False
classification,isolet,svm,616,pi,pi__6e89acc5e72da5a8,True,False
classification,isolet,svm,616,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,isolet,svm,616,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,isolet,svm,616,r_cforest,r_cforest__37be32340835a93b,True,False
classification,isolet,svm,616,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,isolet,svm,616,rf,rf__27caa3a0a3b84fd9,True,False
classification,isolet,svm,616,rfe,rfe__99914b932bd37a50,True,False
classification,isolet,svm,616,rt,rt__99914b932bd37a50,True,False
classification,isolet,svm,616,xgb,xgb__1c62fadfc5e2988f,True,False
classification,madelon,knn,500,boruta,boruta__7f986516a1727870,True,False
classification,madelon,knn,500,cat,cat__024a0842d4337711,True,False
classification,madelon,knn,500,cif,cif__6556bbc3e830b25a,True,False
classification,madelon,knn,500,cit,cit__bc8d0ddbb26c15b5,True,False
classification,madelon,knn,500,cpi,cpi__6e89acc5e72da5a8,True,False
classification,madelon,knn,500,dt,dt__99914b932bd37a50,True,False
classification,madelon,knn,500,et,et__f5580a1865f967c8,True,False
classification,madelon,knn,500,lgbm,lgbm__71ba9ba402678146,True,False
classification,madelon,knn,500,pi,pi__6e89acc5e72da5a8,True,False
classification,madelon,knn,500,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,madelon,knn,500,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,madelon,knn,500,r_cforest,r_cforest__37be32340835a93b,True,False
classification,madelon,knn,500,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,madelon,knn,500,rf,rf__27caa3a0a3b84fd9,True,False
classification,madelon,knn,500,rfe,rfe__99914b932bd37a50,True,False
classification,madelon,knn,500,rt,rt__99914b932bd37a50,True,False
classification,madelon,knn,500,xgb,xgb__1c62fadfc5e2988f,True,False
classification,madelon,lr,500,boruta,boruta__7f986516a1727870,True,False
classification,madelon,lr,500,cat,cat__024a0842d4337711,True,False
classification,madelon,lr,500,cif,cif__6556bbc3e830b25a,True,False
classification,madelon,lr,500,cit,cit__bc8d0ddbb26c15b5,True,False
classification,madelon,lr,500,cpi,cpi__6e89acc5e72da5a8,True,False
classification,madelon,lr,500,dt,dt__99914b932bd37a50,True,False
classification,madelon,lr,500,et,et__f5580a1865f967c8,True,False
classification,madelon,lr,500,lgbm,lgbm__71ba9ba402678146,True,False
classification,madelon,lr,500,pi,pi__6e89acc5e72da5a8,True,False
classification,madelon,lr,500,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,madelon,lr,500,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,madelon,lr,500,r_cforest,r_cforest__37be32340835a93b,True,False
classification,madelon,lr,500,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,madelon,lr,500,rf,rf__27caa3a0a3b84fd9,True,False
classification,madelon,lr,500,rfe,rfe__99914b932bd37a50,True,False
classification,madelon,lr,500,rt,rt__99914b932bd37a50,True,False
classification,madelon,lr,500,xgb,xgb__1c62fadfc5e2988f,True,False
classification,madelon,svm,500,boruta,boruta__7f986516a1727870,True,False
classification,madelon,svm,500,cat,cat__024a0842d4337711,True,False
classification,madelon,svm,500,cif,cif__6556bbc3e830b25a,True,False
classification,madelon,svm,500,cit,cit__bc8d0ddbb26c15b5,True,False
classification,madelon,svm,500,cpi,cpi__6e89acc5e72da5a8,True,False
classification,madelon,svm,500,dt,dt__99914b932bd37a50,True,False
classification,madelon,svm,500,et,et__f5580a1865f967c8,True,False
classification,madelon,svm,500,lgbm,lgbm__71ba9ba402678146,True,False
classification,madelon,svm,500,pi,pi__6e89acc5e72da5a8,True,False
classification,madelon,svm,500,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,madelon,svm,500,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,madelon,svm,500,r_cforest,r_cforest__37be32340835a93b,True,False
classification,madelon,svm,500,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,madelon,svm,500,rf,rf__27caa3a0a3b84fd9,True,False
classification,madelon,svm,500,rfe,rfe__99914b932bd37a50,True,False
classification,madelon,svm,500,rt,rt__99914b932bd37a50,True,False
classification,madelon,svm,500,xgb,xgb__1c62fadfc5e2988f,True,False
classification,musk,knn,166,boruta,boruta__7f986516a1727870,True,False
classification,musk,knn,166,cat,cat__024a0842d4337711,True,False
classification,musk,knn,166,cif,cif__6556bbc3e830b25a,True,False
classification,musk,knn,166,cit,cit__bc8d0ddbb26c15b5,True,False
classification,musk,knn,166,cpi,cpi__6e89acc5e72da5a8,True,False
classification,musk,knn,166,dt,dt__99914b932bd37a50,True,False
classification,musk,knn,166,et,et__f5580a1865f967c8,True,False
classification,musk,knn,166,lgbm,lgbm__71ba9ba402678146,True,False
classification,musk,knn,166,pi,pi__6e89acc5e72da5a8,True,False
classification,musk,knn,166,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,musk,knn,166,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,musk,knn,166,r_cforest,r_cforest__37be32340835a93b,True,False
classification,musk,knn,166,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,musk,knn,166,rf,rf__27caa3a0a3b84fd9,True,False
classification,musk,knn,166,rfe,rfe__99914b932bd37a50,True,False
classification,musk,knn,166,rt,rt__99914b932bd37a50,True,False
classification,musk,knn,166,xgb,xgb__1c62fadfc5e2988f,True,False
classification,musk,lr,166,boruta,boruta__7f986516a1727870,True,False
classification,musk,lr,166,cat,cat__024a0842d4337711,True,False
classification,musk,lr,166,cif,cif__6556bbc3e830b25a,True,False
classification,musk,lr,166,cit,cit__bc8d0ddbb26c15b5,True,False
classification,musk,lr,166,cpi,cpi__6e89acc5e72da5a8,True,False
classification,musk,lr,166,dt,dt__99914b932bd37a50,True,False
classification,musk,lr,166,et,et__f5580a1865f967c8,True,False
classification,musk,lr,166,lgbm,lgbm__71ba9ba402678146,True,False
classification,musk,lr,166,pi,pi__6e89acc5e72da5a8,True,False
classification,musk,lr,166,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,musk,lr,166,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,musk,lr,166,r_cforest,r_cforest__37be32340835a93b,True,False
classification,musk,lr,166,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,musk,lr,166,rf,rf__27caa3a0a3b84fd9,True,False
classification,musk,lr,166,rfe,rfe__99914b932bd37a50,True,False
classification,musk,lr,166,rt,rt__99914b932bd37a50,True,False
classification,musk,lr,166,xgb,xgb__1c62fadfc5e2988f,True,False
classification,musk,svm,166,boruta,boruta__7f986516a1727870,True,False
classification,musk,svm,166,cat,cat__024a0842d4337711,True,False
classification,musk,svm,166,cif,cif__6556bbc3e830b25a,True,False
classification,musk,svm,166,cit,cit__bc8d0ddbb26c15b5,True,False
classification,musk,svm,166,cpi,cpi__6e89acc5e72da5a8,True,False
classification,musk,svm,166,dt,dt__99914b932bd37a50,True,False
classification,musk,svm,166,et,et__f5580a1865f967c8,True,False
classification,musk,svm,166,lgbm,lgbm__71ba9ba402678146,True,False
classification,musk,svm,166,pi,pi__6e89acc5e72da5a8,True,False
classification,musk,svm,166,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,musk,svm,166,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,musk,svm,166,r_cforest,r_cforest__37be32340835a93b,True,False
classification,musk,svm,166,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,musk,svm,166,rf,rf__27caa3a0a3b84fd9,True,False
classification,musk,svm,166,rfe,rfe__99914b932bd37a50,True,False
classification,musk,svm,166,rt,rt__99914b932bd37a50,True,False
classification,musk,svm,166,xgb,xgb__1c62fadfc5e2988f,True,False
classification,orlraws10P,knn,10304,boruta,boruta__7f986516a1727870,True,False
classification,orlraws10P,knn,10304,cat,cat__024a0842d4337711,True,False
classification,orlraws10P,knn,10304,cif,cif__6556bbc3e830b25a,True,False
classification,orlraws10P,knn,10304,cit,cit__bc8d0ddbb26c15b5,True,False
classification,orlraws10P,knn,10304,cpi,cpi__6e89acc5e72da5a8,True,False
classification,orlraws10P,knn,10304,dt,dt__99914b932bd37a50,True,False
classification,orlraws10P,knn,10304,et,et__f5580a1865f967c8,True,False
classification,orlraws10P,knn,10304,lgbm,lgbm__71ba9ba402678146,True,False
classification,orlraws10P,knn,10304,pi,pi__6e89acc5e72da5a8,True,False
classification,orlraws10P,knn,10304,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,orlraws10P,knn,10304,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,orlraws10P,knn,10304,r_cforest,r_cforest__37be32340835a93b,True,False
classification,orlraws10P,knn,10304,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,orlraws10P,knn,10304,rf,rf__27caa3a0a3b84fd9,True,False
classification,orlraws10P,knn,10304,rfe,rfe__99914b932bd37a50,True,False
classification,orlraws10P,knn,10304,rt,rt__99914b932bd37a50,True,False
classification,orlraws10P,knn,10304,xgb,xgb__1c62fadfc5e2988f,True,False
classification,orlraws10P,lr,10304,boruta,boruta__7f986516a1727870,True,False
classification,orlraws10P,lr,10304,cat,cat__024a0842d4337711,True,False
classification,orlraws10P,lr,10304,cif,cif__6556bbc3e830b25a,True,False
classification,orlraws10P,lr,10304,cit,cit__bc8d0ddbb26c15b5,True,False
classification,orlraws10P,lr,10304,cpi,cpi__6e89acc5e72da5a8,True,False
classification,orlraws10P,lr,10304,dt,dt__99914b932bd37a50,True,False
classification,orlraws10P,lr,10304,et,et__f5580a1865f967c8,True,False
classification,orlraws10P,lr,10304,lgbm,lgbm__71ba9ba402678146,True,False
classification,orlraws10P,lr,10304,pi,pi__6e89acc5e72da5a8,True,False
classification,orlraws10P,lr,10304,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,orlraws10P,lr,10304,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,orlraws10P,lr,10304,r_cforest,r_cforest__37be32340835a93b,True,False
classification,orlraws10P,lr,10304,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,orlraws10P,lr,10304,rf,rf__27caa3a0a3b84fd9,True,False
classification,orlraws10P,lr,10304,rfe,rfe__99914b932bd37a50,True,False
classification,orlraws10P,lr,10304,rt,rt__99914b932bd37a50,True,False
classification,orlraws10P,lr,10304,xgb,xgb__1c62fadfc5e2988f,True,False
classification,orlraws10P,svm,10304,boruta,boruta__7f986516a1727870,True,False
classification,orlraws10P,svm,10304,cat,cat__024a0842d4337711,True,False
classification,orlraws10P,svm,10304,cif,cif__6556bbc3e830b25a,True,False
classification,orlraws10P,svm,10304,cit,cit__bc8d0ddbb26c15b5,True,False
classification,orlraws10P,svm,10304,cpi,cpi__6e89acc5e72da5a8,True,False
classification,orlraws10P,svm,10304,dt,dt__99914b932bd37a50,True,False
classification,orlraws10P,svm,10304,et,et__f5580a1865f967c8,True,False
classification,orlraws10P,svm,10304,lgbm,lgbm__71ba9ba402678146,True,False
classification,orlraws10P,svm,10304,pi,pi__6e89acc5e72da5a8,True,False
classification,orlraws10P,svm,10304,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,orlraws10P,svm,10304,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,orlraws10P,svm,10304,r_cforest,r_cforest__37be32340835a93b,True,False
classification,orlraws10P,svm,10304,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,orlraws10P,svm,10304,rf,rf__27caa3a0a3b84fd9,True,False
classification,orlraws10P,svm,10304,rfe,rfe__99914b932bd37a50,True,False
classification,orlraws10P,svm,10304,rt,rt__99914b932bd37a50,True,False
classification,orlraws10P,svm,10304,xgb,xgb__1c62fadfc5e2988f,True,False
classification,pixraw10P,knn,10000,boruta,boruta__7f986516a1727870,True,False
classification,pixraw10P,knn,10000,cat,cat__024a0842d4337711,True,False
classification,pixraw10P,knn,10000,cif,cif__6556bbc3e830b25a,True,False
classification,pixraw10P,knn,10000,cit,cit__bc8d0ddbb26c15b5,True,False
classification,pixraw10P,knn,10000,cpi,cpi__6e89acc5e72da5a8,True,False
classification,pixraw10P,knn,10000,dt,dt__99914b932bd37a50,True,False
classification,pixraw10P,knn,10000,et,et__f5580a1865f967c8,True,False
classification,pixraw10P,knn,10000,lgbm,lgbm__71ba9ba402678146,True,False
classification,pixraw10P,knn,10000,pi,pi__6e89acc5e72da5a8,True,False
classification,pixraw10P,knn,10000,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,pixraw10P,knn,10000,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,pixraw10P,knn,10000,r_cforest,r_cforest__37be32340835a93b,True,False
classification,pixraw10P,knn,10000,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,pixraw10P,knn,10000,rf,rf__27caa3a0a3b84fd9,True,False
classification,pixraw10P,knn,10000,rfe,rfe__99914b932bd37a50,True,False
classification,pixraw10P,knn,10000,rt,rt__99914b932bd37a50,True,False
classification,pixraw10P,knn,10000,xgb,xgb__1c62fadfc5e2988f,True,False
classification,pixraw10P,lr,10000,boruta,boruta__7f986516a1727870,True,False
classification,pixraw10P,lr,10000,cat,cat__024a0842d4337711,True,False
classification,pixraw10P,lr,10000,cif,cif__6556bbc3e830b25a,True,False
classification,pixraw10P,lr,10000,cit,cit__bc8d0ddbb26c15b5,True,False
classification,pixraw10P,lr,10000,cpi,cpi__6e89acc5e72da5a8,True,False
classification,pixraw10P,lr,10000,dt,dt__99914b932bd37a50,True,False
classification,pixraw10P,lr,10000,et,et__f5580a1865f967c8,True,False
classification,pixraw10P,lr,10000,lgbm,lgbm__71ba9ba402678146,True,False
classification,pixraw10P,lr,10000,pi,pi__6e89acc5e72da5a8,True,False
classification,pixraw10P,lr,10000,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,pixraw10P,lr,10000,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,pixraw10P,lr,10000,r_cforest,r_cforest__37be32340835a93b,True,False
classification,pixraw10P,lr,10000,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,pixraw10P,lr,10000,rf,rf__27caa3a0a3b84fd9,True,False
classification,pixraw10P,lr,10000,rfe,rfe__99914b932bd37a50,True,False
classification,pixraw10P,lr,10000,rt,rt__99914b932bd37a50,True,False
classification,pixraw10P,lr,10000,xgb,xgb__1c62fadfc5e2988f,True,False
classification,pixraw10P,svm,10000,boruta,boruta__7f986516a1727870,True,False
classification,pixraw10P,svm,10000,cat,cat__024a0842d4337711,True,False
classification,pixraw10P,svm,10000,cif,cif__6556bbc3e830b25a,True,False
classification,pixraw10P,svm,10000,cit,cit__bc8d0ddbb26c15b5,True,False
classification,pixraw10P,svm,10000,cpi,cpi__6e89acc5e72da5a8,True,False
classification,pixraw10P,svm,10000,dt,dt__99914b932bd37a50,True,False
classification,pixraw10P,svm,10000,et,et__f5580a1865f967c8,True,False
classification,pixraw10P,svm,10000,lgbm,lgbm__71ba9ba402678146,True,False
classification,pixraw10P,svm,10000,pi,pi__6e89acc5e72da5a8,True,False
classification,pixraw10P,svm,10000,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,pixraw10P,svm,10000,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,pixraw10P,svm,10000,r_cforest,r_cforest__37be32340835a93b,True,False
classification,pixraw10P,svm,10000,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,pixraw10P,svm,10000,rf,rf__27caa3a0a3b84fd9,True,False
classification,pixraw10P,svm,10000,rfe,rfe__99914b932bd37a50,True,False
classification,pixraw10P,svm,10000,rt,rt__99914b932bd37a50,True,False
classification,pixraw10P,svm,10000,xgb,xgb__1c62fadfc5e2988f,True,False
classification,warpAR10P,knn,2400,boruta,boruta__7f986516a1727870,True,False
classification,warpAR10P,knn,2400,cat,cat__024a0842d4337711,True,False
classification,warpAR10P,knn,2400,cif,cif__6556bbc3e830b25a,True,False
classification,warpAR10P,knn,2400,cit,cit__bc8d0ddbb26c15b5,True,False
classification,warpAR10P,knn,2400,cpi,cpi__6e89acc5e72da5a8,True,False
classification,warpAR10P,knn,2400,dt,dt__99914b932bd37a50,True,False
classification,warpAR10P,knn,2400,et,et__f5580a1865f967c8,True,False
classification,warpAR10P,knn,2400,lgbm,lgbm__71ba9ba402678146,True,False
classification,warpAR10P,knn,2400,pi,pi__6e89acc5e72da5a8,True,False
classification,warpAR10P,knn,2400,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,warpAR10P,knn,2400,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,warpAR10P,knn,2400,r_cforest,r_cforest__37be32340835a93b,True,False
classification,warpAR10P,knn,2400,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,warpAR10P,knn,2400,rf,rf__27caa3a0a3b84fd9,True,False
classification,warpAR10P,knn,2400,rfe,rfe__99914b932bd37a50,True,False
classification,warpAR10P,knn,2400,rt,rt__99914b932bd37a50,True,False
classification,warpAR10P,knn,2400,xgb,xgb__1c62fadfc5e2988f,True,False
classification,warpAR10P,lr,2400,boruta,boruta__7f986516a1727870,True,False
classification,warpAR10P,lr,2400,cat,cat__024a0842d4337711,True,False
classification,warpAR10P,lr,2400,cif,cif__6556bbc3e830b25a,True,False
classification,warpAR10P,lr,2400,cit,cit__bc8d0ddbb26c15b5,True,False
classification,warpAR10P,lr,2400,cpi,cpi__6e89acc5e72da5a8,True,False
classification,warpAR10P,lr,2400,dt,dt__99914b932bd37a50,True,False
classification,warpAR10P,lr,2400,et,et__f5580a1865f967c8,True,False
classification,warpAR10P,lr,2400,lgbm,lgbm__71ba9ba402678146,True,False
classification,warpAR10P,lr,2400,pi,pi__6e89acc5e72da5a8,True,False
classification,warpAR10P,lr,2400,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,warpAR10P,lr,2400,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,warpAR10P,lr,2400,r_cforest,r_cforest__37be32340835a93b,True,False
classification,warpAR10P,lr,2400,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,warpAR10P,lr,2400,rf,rf__27caa3a0a3b84fd9,True,False
classification,warpAR10P,lr,2400,rfe,rfe__99914b932bd37a50,True,False
classification,warpAR10P,lr,2400,rt,rt__99914b932bd37a50,True,False
classification,warpAR10P,lr,2400,xgb,xgb__1c62fadfc5e2988f,True,False
classification,warpAR10P,svm,2400,boruta,boruta__7f986516a1727870,True,False
classification,warpAR10P,svm,2400,cat,cat__024a0842d4337711,True,False
classification,warpAR10P,svm,2400,cif,cif__6556bbc3e830b25a,True,False
classification,warpAR10P,svm,2400,cit,cit__bc8d0ddbb26c15b5,True,False
classification,warpAR10P,svm,2400,cpi,cpi__6e89acc5e72da5a8,True,False
classification,warpAR10P,svm,2400,dt,dt__99914b932bd37a50,True,False
classification,warpAR10P,svm,2400,et,et__f5580a1865f967c8,True,False
classification,warpAR10P,svm,2400,lgbm,lgbm__71ba9ba402678146,True,False
classification,warpAR10P,svm,2400,pi,pi__6e89acc5e72da5a8,True,False
classification,warpAR10P,svm,2400,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,warpAR10P,svm,2400,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,warpAR10P,svm,2400,r_cforest,r_cforest__37be32340835a93b,True,False
classification,warpAR10P,svm,2400,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,warpAR10P,svm,2400,rf,rf__27caa3a0a3b84fd9,True,False
classification,warpAR10P,svm,2400,rfe,rfe__99914b932bd37a50,True,False
classification,warpAR10P,svm,2400,rt,rt__99914b932bd37a50,True,False
classification,warpAR10P,svm,2400,xgb,xgb__1c62fadfc5e2988f,True,False
classification,warpPIE10P,knn,2420,boruta,boruta__7f986516a1727870,True,False
classification,warpPIE10P,knn,2420,cat,cat__024a0842d4337711,True,False
classification,warpPIE10P,knn,2420,cif,cif__6556bbc3e830b25a,True,False
classification,warpPIE10P,knn,2420,cit,cit__bc8d0ddbb26c15b5,True,False
classification,warpPIE10P,knn,2420,cpi,cpi__6e89acc5e72da5a8,True,False
classification,warpPIE10P,knn,2420,dt,dt__99914b932bd37a50,True,False
classification,warpPIE10P,knn,2420,et,et__f5580a1865f967c8,True,False
classification,warpPIE10P,knn,2420,lgbm,lgbm__71ba9ba402678146,True,False
classification,warpPIE10P,knn,2420,pi,pi__6e89acc5e72da5a8,True,False
classification,warpPIE10P,knn,2420,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,warpPIE10P,knn,2420,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,warpPIE10P,knn,2420,r_cforest,r_cforest__37be32340835a93b,True,False
classification,warpPIE10P,knn,2420,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,warpPIE10P,knn,2420,rf,rf__27caa3a0a3b84fd9,True,False
classification,warpPIE10P,knn,2420,rfe,rfe__99914b932bd37a50,True,False
classification,warpPIE10P,knn,2420,rt,rt__99914b932bd37a50,True,False
classification,warpPIE10P,knn,2420,xgb,xgb__1c62fadfc5e2988f,True,False
classification,warpPIE10P,lr,2420,boruta,boruta__7f986516a1727870,True,False
classification,warpPIE10P,lr,2420,cat,cat__024a0842d4337711,True,False
