method,avg_rank,std_rank,cd
et,5.0,2.979093821953246,5.766886971664383
cat,5.375,3.3888604279314896,5.766886971664383
ptest_dc,5.875,3.8344654125444917,5.766886971664383
rf,6.25,3.031088913245535,5.766886971664383
rfe,6.25,4.322904116447646,5.766886971664383
ptest_pc,6.46875,3.942828735501962,5.766886971664383
ptest_rdc,6.46875,4.320983503497786,5.766886971664383
cif,6.875,3.2379584617471546,5.766886971664383
pi,8.625,3.4977671449083054,5.766886971664383
boruta,8.8125,3.9404750665370285,5.766886971664383
lgbm,9.125,3.3330729064933458,5.766886971664383
cit,10.25,3.913118960624632,5.766886971664383
cpi,11.25,4.534589286804263,5.766886971664383
xgb,11.5,3.605551275463989,5.766886971664383
r_cforest,13.375,3.119995993587171,5.766886971664383
r_ctree,14.5,2.23606797749979,5.766886971664383
