method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.823263017617603,0.7693403806195062,0.8740659161091288,"0.823 [0.769, 0.874]",0.8127358347839612,0.7574471162557537,0.8628282317980254,"0.813 [0.757, 0.863]",0.8203269300675167,0.767362240940171,0.8671635017958186,"0.820 [0.767, 0.867]"
cat,0.848207015724634,0.7938306007125249,0.8985078476589902,"0.848 [0.794, 0.899]",0.8394250583170607,0.7845809565678193,0.8890219588113507,"0.839 [0.785, 0.889]",0.8443729252677104,0.789670031792549,0.8925735264773298,"0.844 [0.790, 0.893]"
cif,0.8300131926033566,0.7735105863135813,0.8815991402169261,"0.830 [0.774, 0.882]",0.8182330496441531,0.7609311781513043,0.8708063143747625,"0.818 [0.761, 0.871]",0.8250354582028162,0.768442014928013,0.8767922672254091,"0.825 [0.768, 0.877]"
cit,0.7925524618719203,0.7382078820643893,0.8443954229549334,"0.793 [0.738, 0.844]",0.7740613423163039,0.718024828725079,0.8285253065299902,"0.774 [0.718, 0.829]",0.7820836532953901,0.7258594800151681,0.8358730833298363,"0.782 [0.726, 0.836]"
cpi,0.7316527531522672,0.6611132684046837,0.7992284463619612,"0.732 [0.661, 0.799]",0.7216062355459071,0.6501680751394477,0.7914010419710712,"0.722 [0.650, 0.791]",0.733179970614314,0.6644652832926908,0.7993483989986783,"0.733 [0.664, 0.799]"
et,0.8377992311203042,0.7825386447171104,0.8880195723050728,"0.838 [0.783, 0.888]",0.8300865189832553,0.7757523508388097,0.8793058866660569,"0.830 [0.776, 0.879]",0.8363570953008177,0.7823341944269855,0.8850222487271814,"0.836 [0.782, 0.885]"
lgbm,0.8473070680882399,0.7932937025356314,0.8967722924855756,"0.847 [0.793, 0.897]",0.8367124138850818,0.7820307055373763,0.8867679646296137,"0.837 [0.782, 0.887]",0.8410846139013075,0.7857889561272186,0.8899061251722145,"0.841 [0.786, 0.890]"
pi,0.7856112579610883,0.7282968583641741,0.8410338839268379,"0.786 [0.728, 0.841]",0.7787947475459344,0.7215299818257653,0.8347936674040524,"0.779 [0.722, 0.835]",0.7882622832416288,0.731578794379447,0.8425717560785521,"0.788 [0.732, 0.843]"
ptest_mc,0.8136443116145611,0.7583617792095841,0.8678298065403467,"0.814 [0.758, 0.868]",0.8048862452850044,0.7523421539950778,0.8565295684417153,"0.805 [0.752, 0.857]",0.8109524557928468,0.7578622515873132,0.8610747144397599,"0.811 [0.758, 0.861]"
ptest_rdc,0.8015316329418002,0.7478715384630186,0.8526265042727458,"0.802 [0.748, 0.853]",0.7895454620890889,0.7364179070454555,0.841859822052057,"0.790 [0.736, 0.842]",0.7991433158320244,0.7476505190309725,0.8495144826550874,"0.799 [0.748, 0.850]"
r_cforest,0.7627769280932294,0.7023043769462294,0.8231722055727878,"0.763 [0.702, 0.823]",0.7570840861231399,0.7000739059240042,0.8148864021521901,"0.757 [0.700, 0.815]",0.7643316505548501,0.7061619806283522,0.8232370463991875,"0.764 [0.706, 0.823]"
r_ctree,0.756050059524531,0.6913516243938188,0.8199385249057516,"0.756 [0.691, 0.820]",0.751403140276574,0.6898554228227576,0.8141334755201609,"0.751 [0.690, 0.814]",0.758714458871616,0.696118068163449,0.8213446365608854,"0.759 [0.696, 0.821]"
rf,0.8378343879462059,0.7811237422331908,0.8891928350617002,"0.838 [0.781, 0.889]",0.8291654540586479,0.7731413855112345,0.8798972960920265,"0.829 [0.773, 0.880]",0.8353438573476909,0.7801218787080014,0.8858499282221355,"0.835 [0.780, 0.886]"
rfe,0.8335390809220791,0.7785938604791092,0.8824357538617934,"0.834 [0.779, 0.882]",0.8219912083644687,0.767141457383843,0.8715759838605712,"0.822 [0.767, 0.872]",0.8278710886024403,0.7741343608452521,0.8768781033925485,"0.828 [0.774, 0.877]"
xgb,0.8445239794333222,0.790872062727618,0.8932002010218208,"0.845 [0.791, 0.893]",0.8340269150179731,0.7805391970488341,0.8846099921592847,"0.834 [0.781, 0.885]",0.8387897647499526,0.7845561341628015,0.8872607764442149,"0.839 [0.785, 0.887]"
