method,avg_rank,std_rank,cd
et,4.9,2.9899832775452104,5.956015253524448
cif,5.633333333333334,2.7716822007983204,5.956015253524448
cat,5.9,3.256787783486463,5.956015253524448
ptest_rdc,6.5,4.324349662087931,5.956015253524448
rf,7.033333333333333,2.735365098523819,5.956015253524448
boruta,7.166666666666667,2.873248258601327,5.956015253524448
ptest_pc,7.3,3.7139377126351123,5.956015253524448
ptest_dc,7.433333333333334,4.392670663224772,5.956015253524448
rfe,7.966666666666667,3.7967822633850825,5.956015253524448
lgbm,8.5,3.1675437381878933,5.956015253524448
pi,8.5,2.7628487713469467,5.956015253524448
cit,10.1,4.761652374263931,5.956015253524448
cpi,10.5,3.5071355833500366,5.956015253524448
xgb,10.733333333333333,4.265624872812371,5.956015253524448
r_ctree,13.766666666666667,2.993697082575694,5.956015253524448
r_cforest,14.066666666666666,2.862788073811185,5.956015253524448
