method,avg_rank,std_rank,cd
lgbm,5.023809523809524,2.579572641221384,4.472222059806528
cat,5.404761904761905,2.851979461369342,4.472222059806528
rfe,5.476190476190476,3.1185932057205603,4.472222059806528
xgb,5.619047619047619,3.3448779673973226,4.472222059806528
rf,5.785714285714286,2.0792136137734096,4.472222059806528
boruta,6.0476190476190474,3.7603975280761204,4.472222059806528
cif,6.190476190476191,2.1738499448596813,4.472222059806528
et,6.5,3.1433982218217884,4.472222059806528
ptest_mc,8.119047619047619,2.0753930316515143,4.472222059806528
ptest_rdc,9.0,3.154739442867026,4.472222059806528
pi,10.047619047619047,2.4490268324997695,4.472222059806528
r_ctree,10.80952380952381,3.7176419512917773,4.472222059806528
cit,10.928571428571429,2.4264696787804323,4.472222059806528
cpi,11.380952380952381,3.5587075031492152,4.472222059806528
r_cforest,13.666666666666666,1.247219128924647,4.472222059806528
