method,avg_rank,std_rank,cd
lgbm,4.673913043478261,2.9985818954537344,4.289604706734938
cat,4.739130434782608,3.0852720450038795,4.289604706734938
rfe,4.826086956521739,3.2356999634249353,4.289604706734938
rf,4.891304347826087,2.777849190428398,4.289604706734938
et,5.0,2.8284271247461903,4.289604706734938
xgb,5.956521739130435,3.0854252172539427,4.289604706734938
cif,6.478260869565218,2.447173439907876,4.289604706734938
boruta,7.6521739130434785,3.719615403823754,4.289604706734938
ptest_mc,8.804347826086957,3.5835952630635894,4.289604706734938
ptest_rdc,9.282608695652174,3.919921491440207,4.289604706734938
cit,9.782608695652174,3.4885716740726105,4.289604706734938
pi,10.5,3.2537603663667567,4.289604706734938
r_cforest,12.26086956521739,2.706150664277468,4.289604706734938
r_ctree,12.26086956521739,3.299767993219179,4.289604706734938
cpi,12.891304347826088,2.734468081726517,4.289604706734938
