method,avg_rank,std_rank,cd
et,5.958333333333333,2.9187492564833692,6.659027490953155
cat,6.458333333333333,3.338277583159049,6.659027490953155
rf,6.625,2.5093574874855915,6.659027490953155
rfe,6.625,2.909216675785196,6.659027490953155
ptest_rdc,7.083333333333333,2.892759159618297,6.659027490953155
boruta,7.208333333333333,2.9116027468656425,6.659027490953155
cif,7.208333333333333,2.5450796756792418,6.659027490953155
ptest_pc,7.291666666666667,3.490811351088582,6.659027490953155
pi,7.416666666666667,3.6333715594319407,6.659027490953155
ptest_dc,7.541666666666667,3.880820002124408,6.659027490953155
xgb,9.791666666666666,4.180601697788914,6.659027490953155
cit,9.875,3.927069518101252,6.659027490953155
lgbm,10.041666666666666,2.3669454061206303,6.659027490953155
cpi,10.5,4.330127018922194,6.659027490953155
r_ctree,11.791666666666666,3.3878356742255895,6.659027490953155
r_cforest,14.583333333333334,2.812422838447701,6.659027490953155
