method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
cat,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
cif,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
cit,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
cpi,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
et,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
lgbm,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
pi,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
ptest_mc,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
ptest_rdc,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
r_cforest,0.77925,,,0.779 [insufficient data],0.7626568113665821,,,0.763 [insufficient data],0.7789273989898989,,,0.779 [insufficient data]
r_ctree,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
rf,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
rfe,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
xgb,0.838,,,0.838 [insufficient data],0.8277463062426722,,,0.828 [insufficient data],0.8299090909090909,,,0.830 [insufficient data]
