study,task,n,k,threshold_test,stopping,nominal_alpha,effect,step_quantile,replicates,split_rate,ci_low,ci_high,seconds_per_fit,budget_note
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.245,0.1853929551143491,0.3046070448856509,0.0018332389699999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.46,0.3909256400681121,0.5290743599318879,0.00169757879,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,0.95,0.919794371385452,0.980205628614548,0.0011308353299999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.162,0.1297038624724256,0.1942961375275744,0.0017802711879999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.285,0.222437150000979,0.347562849999021,0.0017287356449999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.515,0.4457347258721948,0.5842652741278052,0.0015505482549998,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,0.965,0.9395294248200006,0.9904705751799994,0.0010922976549998,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.006,0.0,0.0127692396027914,0.0181565792559999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.01,0.0,0.0237898223338808,0.021120550105,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.09,0.0503372315640978,0.1296627684359022,0.0232829941149999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,0.67,0.6048318421312986,0.7351681578687015,0.0123273933,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.008394227892,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.025,0.0033621858774967,0.0466378141225032,0.00951076087,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.13,0.083390721953671,0.1766092780463289,0.0101288073649999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,0.755,0.6953929551143491,0.8146070448856509,0.0048164513449999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.007187913618,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.025,0.0033621858774967,0.0466378141225032,0.0081369656049999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.16,0.1091909929244823,0.2108090070755176,0.0083988014999999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,0.79,0.7335499583702545,0.8464500416297456,0.0038375949600001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.034,0.0181145657660862,0.0498854342339137,0.0056648802139999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.045,0.0162691141800326,0.0737308858199673,0.0064757080599999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.27,0.2084703583628183,0.3315296416371817,0.005786924195,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,0.875,0.8291646970120192,0.9208353029879808,0.0025190573749999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.06,0.0391833605017524,0.0808166394982475,0.004399821228,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.06,0.0270860029774565,0.0929139970225434,0.0053723857949999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.36,0.2934753940259696,0.4265246059740303,0.00408736183,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,0.91,0.8703372315640978,0.9496627684359022,0.002004040255,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.07,0.0476353779374656,0.0923646220625344,0.004063107276,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.1,0.058422121266231,0.141577878733769,0.0045331817699999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.375,0.3079039867056171,0.4420960132943828,0.0037424342799999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.0017619142799999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.0065731759239999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.0075723964849998,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.0,0.0,0.0,0.009722420785,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,0.0,0.0,0.0,0.0121831766449999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.0065584928679999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.00757622716,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.0,0.0,0.0,0.0092084039149999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,0.0,0.0,0.0,0.0120171170749999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.0064412615819999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.025,0.0033621858774967,0.0466378141225032,0.0073168788499999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.16,0.1091909929244823,0.2108090070755176,0.00753570349,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,0.79,0.7335499583702545,0.8464500416297456,0.003528954765,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.034,0.0181145657660862,0.0498854342339137,0.0061892680319999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.045,0.0162691141800326,0.0737308858199673,0.0070883758899999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.27,0.2084703583628183,0.3315296416371817,0.006308516305,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,0.875,0.8291646970120192,0.9208353029879808,0.0025860159799999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.06,0.0391833605017524,0.0808166394982475,0.0059115106399999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.06,0.0270860029774565,0.0929139970225434,0.0069356060149999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.36,0.2934753940259696,0.4265246059740303,0.00533884369,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,0.91,0.8703372315640978,0.9496627684359022,0.002207874645,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.07,0.0476353779374656,0.0923646220625344,0.0057993019299999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.105,0.062513863437587,0.1474861365624129,0.0065361982199999,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.375,0.3079039867056171,0.4420960132943828,0.005185629535,fixed 999 per candidate
stageb_only,regression,100,64,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.0019345435299999,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.002,0.0,0.0059160780380375,0.0403711006719999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.01,0.0,0.0237898223338808,0.0470321167,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.07,0.0346384276367693,0.1053615723632307,0.0529003034549998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,0.65,0.583895385940163,0.716104614059837,0.027477123305,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.004,0.0,0.0095326186205087,0.017109480098,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.01,0.0,0.0237898223338808,0.01978388254,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.11,0.0666356920959183,0.1533643079040816,0.021310748255,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,0.74,0.6792083953164584,0.8007916046835416,0.00943288512,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.009537181906,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.03,0.0063578173596429,0.053642182640357,0.0108575043799999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.175,0.1223392461124985,0.2276607538875014,0.0109019201799998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,0.79,0.7335499583702545,0.8464500416297456,0.00492862027,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.0106116446999999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.03,0.0063578173596429,0.053642182640357,0.0120753941249998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.18,0.126754335387752,0.233245664612248,0.0119944870049999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,0.79,0.7335499583702545,0.8464500416297456,0.005842179425,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.038,0.0212409111464853,0.0547590888535146,0.007628759306,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.06,0.0270860029774565,0.0929139970225434,0.00865326033,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.28,0.2177719291637608,0.3422280708362392,0.0077756689,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,0.89,0.8466356920959184,0.9333643079040816,0.003035258115,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.05,0.0308962830841744,0.0691037169158255,0.0067751255379999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.065,0.0308332588618697,0.0991667411381302,0.0077913382799999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.325,0.2600865576324903,0.3899134423675097,0.0065240014799999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,0.905,0.864362482851434,0.945637517148566,0.0026911983349998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.009755302738,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.011283022405,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.0,0.0,0.0,0.0137779206049998,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,0.0,0.0,0.0,0.0180490540499999,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.0097211310959999,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.0113731341600001,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.0,0.0,0.0,0.0137687397600001,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,0.0,0.0,0.0,0.0180371688249999,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.0,0.0,0.0,0.00973053697,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.0,0.0,0.0,0.0112820929099999,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.0,0.0,0.0,0.01381930036,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,0.0,0.0,0.0,0.01803073479,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.009509468706,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.03,0.0063578173596429,0.053642182640357,0.0107882178050002,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.18,0.126754335387752,0.233245664612248,0.0107790527299999,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,0.79,0.7335499583702545,0.8464500416297456,0.0049372489499998,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.038,0.0212409111464853,0.0547590888535146,0.009084691494,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.06,0.0270860029774565,0.0929139970225434,0.0103300399949998,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.28,0.2177719291637608,0.3422280708362392,0.0095837117600001,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,0.89,0.8466356920959184,0.9333643079040816,0.0032480250149998,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.05,0.0308962830841744,0.0691037169158255,0.008877800172,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.065,0.0308332588618697,0.0991667411381302,0.0102022947349999,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.325,0.2600865576324903,0.3899134423675097,0.0083982426099998,fixed 999 per candidate
stageb_only,regression,100,256,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,0.905,0.864362482851434,0.945637517148566,0.00298649767,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.017558456018,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.06,0.0270860029774565,0.0929139970225434,0.00397204207,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.345,0.279117317905234,0.4108826820947659,0.003693826275,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,0.975,0.9533621858774968,0.9966378141225032,0.001274455055,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.02,0.0077284589394811,0.0322715410605188,0.002399910942,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.08,0.0424006808572282,0.1175993191427717,0.0031652895749999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.445,0.3761240549974086,0.5138759450025915,0.00272238113,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,0.985,0.9681536888310824,1.0,0.0012401546599998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.044,0.0260226218596815,0.0619773781403184,0.0018578611259999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.0023149871000001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.56,0.4912042792028458,0.6287957207971543,0.0019499081749999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0011437991449999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.08,0.0562201026074543,0.1037798973925456,0.0015370437939999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.26,0.1992083953164584,0.3207916046835416,0.001797228415,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.705,0.6417956979312325,0.7682043020687674,0.0014821029149999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0010671653549999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.146,0.1150488754840797,0.1769511245159202,0.0013674089399999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.365,0.2982771838124319,0.4317228161875681,0.001548823905,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.815,0.7611847029182222,0.8688152970817777,0.0012320021549999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.001032897615,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.198,0.1630706222901123,0.2329293777098877,0.001314001666,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.445,0.3761240549974086,0.5138759450025915,0.0014088889149999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.87,0.823390721953671,0.916609278046329,0.00111907883,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.001026478355,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.007238429078,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.06,0.0270860029774565,0.0929139970225434,0.0040142334099999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.345,0.279117317905234,0.4108826820947659,0.003476522885,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,0.975,0.9533621858774968,0.9966378141225032,0.0012582648099999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.02,0.0077284589394811,0.0322715410605188,0.0027662962539999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.08,0.0424006808572282,0.1175993191427717,0.00365879426,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.445,0.3761240549974086,0.5138759450025915,0.0030635496699999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,0.985,0.9681536888310824,1.0,0.001217083395,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.042,0.0244175873327919,0.0595824126672081,0.0026732436239999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.0034804898699999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.57,0.5013860014282799,0.63861399857172,0.0025690797049999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,0.99,0.9762101776661192,1.0,0.0011943726849999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.08,0.0562201026074543,0.1037798973925456,0.0025241067939999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.26,0.1992083953164584,0.3207916046835416,0.0029231242999999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.705,0.6417956979312325,0.7682043020687674,0.002020789055,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.001176744595,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.148,0.1168741138728549,0.179125886127145,0.002246898122,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.38,0.3127288709772164,0.4472711290227836,0.0024504018749999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.825,0.7723392461124985,0.8776607538875014,0.001533391355,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0011850552449999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.196,0.1612041756987997,0.2307958243012002,0.0020635931379999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.45,0.3810508883305956,0.5189491116694044,0.0021715130549999,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.86,0.8119100509461696,0.9080899490538304,0.0013947237100001,fixed 999 per candidate
stageb_only,regression,200,16,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.001183450755,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.004,0.0,0.0095326186205087,0.025608498186,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.035,0.0095294248200006,0.0604705751799993,0.0368302221350001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.315,0.2506213839850529,0.3793786160149471,0.03250882415,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,0.975,0.9533621858774968,0.9966378141225032,0.0031267758649998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.018,0.0063463206153592,0.0296536793846407,0.011076168316,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.06,0.0270860029774565,0.0929139970225434,0.0156945811049999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.43,0.3613860014282799,0.49861399857172,0.0120648931250001,raised to the floor ceil(K/alpha) by the sequential path
