study,task,n,k,threshold_test,stopping,nominal_alpha,effect,step_quantile,replicates,split_rate,ci_low,ci_high,seconds_per_fit,budget_note
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.05,0.1,0.5,200,0.425,0.3564875558748631,0.4935124441251368,0.0033751053349999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.001472126685,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.018,0.0063463206153592,0.0296536793846407,0.002273948738,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.1,0.05,0.5,200,0.185,0.1311847029182222,0.2388152970817778,0.0024775580649999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.1,0.1,0.5,200,0.555,0.4861240549974086,0.6238759450025915,0.0022630862800001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.001352397885,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.05,0.0308962830841744,0.0691037169158255,0.001847325372,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.2,0.05,0.5,200,0.215,0.1580629277184012,0.2719370722815987,0.002035798925,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.2,0.1,0.5,200,0.7,0.6364887411556029,0.763511258844397,0.001672632485,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0012562991099999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.094,0.0684200851291486,0.1195799148708513,0.0016750862019999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.35,0.05,0.5,200,0.32,0.2553497037903151,0.3846502962096849,0.0017242999349998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.35,0.1,0.5,200,0.77,0.7116755900158434,0.8283244099841567,0.0014613656699999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.001215176815,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.126,0.09691212079233,0.1550878792076699,0.0016004534159999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.5,0.05,0.5,200,0.36,0.2934753940259696,0.4265246059740303,0.001619341895,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.5,0.1,0.5,200,0.81,0.7556298684938136,0.8643701315061865,0.001365245395,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.001216162685,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.006,0.0,0.0127692396027914,0.007518081848,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.02,0.05,0.5,200,0.07,0.0346384276367693,0.1053615723632307,0.00415644755,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.02,0.1,0.5,200,0.335,0.2695854588031071,0.4004145411968929,0.0040554553599999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.99,0.9762101776661192,1.0,0.0014808663399999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.01,0.0012785505791755,0.0187214494208245,0.00345553479,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.05,0.05,0.5,200,0.125,0.0791646970120192,0.1708353029879807,0.00393368467,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.05,0.1,0.5,200,0.425,0.3564875558748631,0.4935124441251368,0.00367659746,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0014420541599999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.018,0.0063463206153592,0.0296536793846407,0.0034070428659999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.1,0.05,0.5,200,0.185,0.1311847029182222,0.2388152970817778,0.0036601131899999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.1,0.1,0.5,200,0.555,0.4861240549974086,0.6238759450025915,0.0030780355499999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0014327710999999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.05,0.0308962830841744,0.0691037169158255,0.0032413187259999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.2,0.05,0.5,200,0.22,0.1625883914177629,0.2774116085822371,0.0034646412249999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.2,0.1,0.5,200,0.69,0.62590170673099,0.7540982932690099,0.00242440109,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0014265134299999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.098,0.0719392220530545,0.1240607779469454,0.0030005087659999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.35,0.05,0.5,200,0.33,0.2648318421312985,0.3951681578687015,0.00292802913,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.35,0.1,0.5,200,0.77,0.7116755900158434,0.8283244099841567,0.00204563995,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.001422142675,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.126,0.09691212079233,0.1550878792076699,0.002858206568,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.5,0.05,0.5,200,0.365,0.2982771838124319,0.4317228161875681,0.0027837395899999,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.5,0.1,0.5,200,0.815,0.7611847029182222,0.8688152970817777,0.0018211567700001,fixed 999 per candidate
stageb_only,classification,200,16,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0014134705649999,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.002,0.0,0.0059160780380375,0.030569921944,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.02,0.05,0.5,200,0.065,0.0308332588618697,0.0991667411381302,0.03864931691,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.02,0.1,0.5,200,0.315,0.2506213839850529,0.3793786160149471,0.0369521738599999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.975,0.9533621858774968,0.9966378141225032,0.004012130035,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.0136930499619999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.05,0.05,0.5,200,0.1,0.058422121266231,0.141577878733769,0.0164716540749999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.05,0.1,0.5,200,0.41,0.3418353816118655,0.4781646183881344,0.0149196352849999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.995,0.9852245307018026,1.0,0.0021332928299999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.014,0.0037015101689616,0.0242984898310383,0.011178798008,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.1,0.05,0.5,200,0.11,0.0666356920959183,0.1533643079040816,0.0135217595849999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.1,0.1,0.5,200,0.44,0.3712042792028457,0.5087957207971543,0.01126056868,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.995,0.9852245307018026,1.0,0.002018039765,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.032,0.0165729198096334,0.0474270801903665,0.0084024724399999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.2,0.05,0.5,200,0.195,0.1400893835401568,0.2499106164598432,0.009035851355,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.2,0.1,0.5,200,0.57,0.5013860014282799,0.63861399857172,0.0068805671449999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0019282999500001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.052,0.0325384731534239,0.071461526846576,0.0060470660619999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.35,0.05,0.5,200,0.235,0.1762367614915583,0.2937632385084416,0.00629651146,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.35,0.1,0.5,200,0.635,0.5682771838124319,0.7017228161875682,0.0046549679399998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0018315815599999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.066,0.0442371146030679,0.087762885396932,0.005215605294,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.5,0.05,0.5,200,0.265,0.2038343380645643,0.3261656619354356,0.0054956014199999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.5,0.1,0.5,200,0.705,0.6417956979312325,0.7682043020687674,0.0036556779999999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.00176863935,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.0105250168219999,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.02,0.05,0.5,200,0.0,0.0,0.0,0.01426662285,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.02,0.1,0.5,200,0.0,0.0,0.0,0.018270678825,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.019971739595,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.01057191433,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.05,0.05,0.5,200,0.0,0.0,0.0,0.0142807119649998,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.05,0.1,0.5,200,0.0,0.0,0.0,0.01856106428,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.0202475566949999,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.014,0.0037015101689616,0.0242984898310383,0.010448190906,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.1,0.05,0.5,200,0.11,0.0666356920959183,0.1533643079040816,0.012290025965,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.1,0.1,0.5,200,0.44,0.3712042792028457,0.5087957207971543,0.0103563228799998,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.995,0.9852245307018026,1.0,0.0020011313149998,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.032,0.0165729198096334,0.0474270801903665,0.009913942474,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.2,0.05,0.5,200,0.195,0.1400893835401568,0.2499106164598432,0.0108319268199997,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.2,0.1,0.5,200,0.57,0.5013860014282799,0.63861399857172,0.008066524925,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0018881422399999,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.052,0.0325384731534239,0.071461526846576,0.009559853994,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.35,0.05,0.5,200,0.235,0.1762367614915583,0.2937632385084416,0.0100756915849999,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.35,0.1,0.5,200,0.635,0.5682771838124319,0.7017228161875682,0.0068928896649998,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0018838109399999,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.066,0.0442371146030679,0.087762885396932,0.0093081330239999,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.5,0.05,0.5,200,0.265,0.2038343380645643,0.3261656619354356,0.0095850749549998,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.5,0.1,0.5,200,0.715,0.652437150000979,0.7775628499990209,0.005419240315,fixed 999 per candidate
stageb_only,classification,200,64,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0018803269050002,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.309900984964,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.02,0.05,0.5,200,0.045,0.0162691141800326,0.0737308858199673,0.354801389815,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.02,0.1,0.5,200,0.27,0.2084703583628183,0.3315296416371817,0.341377405385,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.97,0.946357817359643,0.993642182640357,0.022053673025,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.1086733402080001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.05,0.05,0.5,200,0.08,0.0424006808572282,0.1175993191427717,0.1348303428700001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.05,0.1,0.5,200,0.315,0.2506213839850529,0.3793786160149471,0.130089726475,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.98,0.9605969899242413,0.9994030100757588,0.0084280283399999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.004,0.0,0.0095326186205087,0.05645171991,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.1,0.05,0.5,200,0.105,0.062513863437587,0.1474861365624129,0.0672206951700002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.1,0.1,0.5,200,0.405,0.336965833583412,0.4730341664165881,0.058522882025,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0035536815999995,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.016,0.0050016228106142,0.0269983771893857,0.029022823276,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.2,0.05,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.033260472105,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.2,0.1,0.5,200,0.495,0.425707000353571,0.564292999646429,0.027054051105,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0031634272650001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.016,0.0050016228106142,0.0269983771893857,0.031698989514,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.35,0.05,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.0361646476499998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.35,0.1,0.5,200,0.495,0.425707000353571,0.564292999646429,0.0283165126749997,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0031658917899994,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.032,0.0165729198096334,0.0474270801903665,0.0261196150319999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.5,0.05,0.5,200,0.2,0.1445628283549747,0.2554371716450253,0.0277991011950001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.5,0.1,0.5,200,0.595,0.5269658335834119,0.6630341664165881,0.0194020843999999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0032338560250002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.0303200645680001,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.02,0.05,0.5,200,0.0,0.0,0.0,0.041324353795,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.02,0.1,0.5,200,0.0,0.0,0.0,0.0541139045149998,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.0595736006650003,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.0302316698499998,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.05,0.05,0.5,200,0.0,0.0,0.0,0.0419618161299996,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.05,0.1,0.5,200,0.0,0.0,0.0,0.05462738693,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.0595576828349999,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.0,0.0,0.0,0.0302491285360001,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.1,0.05,0.5,200,0.0,0.0,0.0,0.0417574795349997,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.1,0.1,0.5,200,0.0,0.0,0.0,0.0544903055000003,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.0,0.0,0.0,0.0600150959199999,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.0,0.0,0.0,0.030361469228,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.2,0.05,0.5,200,0.0,0.0,0.0,0.0418417575700004,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.2,0.1,0.5,200,0.0,0.0,0.0,0.0538321125999999,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.0,0.0,0.0,0.0597737606250007,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.016,0.0050016228106142,0.0269983771893857,0.0294590810520003,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.35,0.05,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.033823597999999,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.35,0.1,0.5,200,0.495,0.425707000353571,0.564292999646429,0.0266496189550002,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0031937136249996,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.032,0.0165729198096334,0.0474270801903665,0.0283547409400002,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.5,0.05,0.5,200,0.2,0.1445628283549747,0.2554371716450253,0.0302731105899999,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.5,0.1,0.5,200,0.595,0.5269658335834119,0.6630341664165881,0.0209116913050002,fixed 999 per candidate
stageb_only,classification,200,256,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0031759244450006,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.004,0.0,0.0095326186205087,0.0206230813299999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.02,0.05,0.5,200,0.175,0.1223392461124985,0.2276607538875014,0.007280137635,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.02,0.1,0.5,200,0.865,0.8176395291408541,0.9123604708591458,0.002800976105,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.00170885498,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.0040773173659999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.05,0.05,0.5,200,0.235,0.1762367614915583,0.2937632385084416,0.0052741245149999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.05,0.1,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.00229412021,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.001744413495,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.018,0.0063463206153592,0.0296536793846407,0.002871882576,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.1,0.05,0.5,200,0.35,0.2838953859401629,0.416104614059837,0.003361370825,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.1,0.1,0.5,200,0.97,0.946357817359643,0.993642182640357,0.0017510719899999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.001633407955,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.042,0.0244175873327919,0.0595824126672081,0.0021614045299999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.2,0.05,0.5,200,0.465,0.3958735202690026,0.5341264797309975,0.002521541665,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.2,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.001669968085,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0014645537949999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.088,0.0631681072167263,0.1128318927832736,0.0019327152199999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.35,0.05,0.5,200,0.55,0.4810508883305956,0.6189491116694045,0.0019803565899999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0013936191649999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.001373012405,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.116,0.0879310480993678,0.1440689519006321,0.0018076690799999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.5,0.05,0.5,200,0.61,0.5424013077049563,0.6775986922950437,0.0018167920499999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0013570734299999,raised to the floor ceil(K/alpha) by the sequential path
