method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
cat,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
cif,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
cit,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
cpi,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
et,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
lgbm,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
pi,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
ptest_mc,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
ptest_rdc,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
r_cforest,0.8129583333333333,,,0.813 [insufficient data],0.8014534451659452,,,0.801 [insufficient data],0.8149027777777778,,,0.815 [insufficient data]
r_ctree,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
rf,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
rfe,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333334,,,0.892 [insufficient data]
xgb,0.8932424242424242,,,0.893 [insufficient data],0.8864642857142857,,,0.886 [insufficient data],0.8923333333333333,,,0.892 [insufficient data]
