method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
cat,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
cif,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
cit,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
cpi,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
et,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
lgbm,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
pi,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
ptest_dc,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
ptest_pc,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
ptest_rdc,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
r_cforest,-0.07799487648350498,,,-0.078 [insufficient data],1557165.669401373,,,1557165.669 [insufficient data],787.6873005645652,,,787.687 [insufficient data]
r_ctree,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
rf,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
rfe,-0.0777338394243133,,,-0.078 [insufficient data],1556814.8102037276,,,1556814.810 [insufficient data],787.6561613113454,,,787.656 [insufficient data]
xgb,-0.07773383942431332,,,-0.078 [insufficient data],1556814.8102037278,,,1556814.810 [insufficient data],787.6561613113453,,,787.656 [insufficient data]
