method,avg_rank,std_rank,cd
rfe,3.85,3.1653067255270333,3.791510720927508
lgbm,4.483333333333333,3.0179555257749504,3.791510720927508
cat,4.6,2.879236009777594,3.791510720927508
rf,5.616666666666666,2.6946964372427717,3.791510720927508
et,6.15,2.861089536056733,3.791510720927508
cif,6.933333333333334,2.8859814429217816,3.791510720927508
xgb,7.266666666666667,3.305887004857983,3.791510720927508
cit,8.6,3.3526109228480427,3.791510720927508
ptest_mc,8.733333333333333,3.7410634257595192,3.791510720927508
boruta,9.15,4.958410363547307,3.791510720927508
pi,9.366666666666667,3.770352179247392,3.791510720927508
ptest_rdc,10.4,3.6110940170535573,3.791510720927508
r_cforest,11.266666666666667,3.295788558482207,3.791510720927508
cpi,11.366666666666667,3.4470599388786702,3.791510720927508
r_ctree,12.216666666666667,4.015975044189837,3.791510720927508
