method,avg_rank,std_rank,cd
rfe,4.4375,4.167864411182302,5.766886971664383
cat,4.6875,3.53055856062465,5.766886971664383
et,6.375,3.2185982973959333,5.766886971664383
rf,6.5,2.622022120425379,5.766886971664383
cif,7.1875,2.855230945125105,5.766886971664383
boruta,7.875,3.6033838263498934,5.766886971664383
ptest_dc,7.90625,4.528447409156918,5.766886971664383
pi,7.9375,3.2685767162482207,5.766886971664383
lgbm,8.0,4.092676385936225,5.766886971664383
ptest_rdc,8.03125,4.273715998694812,5.766886971664383
ptest_pc,8.4375,4.2568878009644555,5.766886971664383
cpi,9.6875,4.844052409914657,5.766886971664383
xgb,10.5625,4.471699201645835,5.766886971664383
cit,10.625,4.270172713134681,5.766886971664383
r_ctree,13.4375,3.4635377506243525,5.766886971664383
r_cforest,14.3125,1.5699820858850588,5.766886971664383
