method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.7821804558340589,0.7126081264772867,0.8438710758215829,"0.782 [0.713, 0.844]",0.7642849354283465,0.6963802653952794,0.8260688499882489,"0.764 [0.696, 0.826]",0.767441278925771,0.7006415920660511,0.8273901184466447,"0.767 [0.701, 0.827]"
cat,0.8354869013611528,0.7859922332698586,0.8815980900056143,"0.835 [0.786, 0.882]",0.8163400353126424,0.7663298128791974,0.8644241221655373,"0.816 [0.766, 0.864]",0.819040503214646,0.7720661988952698,0.8649361789051191,"0.819 [0.772, 0.865]"
cif,0.8038442969796856,0.7485616493645401,0.8566642298033498,"0.804 [0.749, 0.857]",0.7804062832175359,0.7275177708710375,0.8328545167609077,"0.780 [0.728, 0.833]",0.7840898653114162,0.7324047389571611,0.834272683888344,"0.784 [0.732, 0.834]"
cit,0.7733427359940698,0.7176381045134267,0.8310215691660743,"0.773 [0.718, 0.831]",0.7430395180263526,0.6873645339733438,0.7993138966379735,"0.743 [0.687, 0.799]",0.7476249942756316,0.6930387644761283,0.8014024719970445,"0.748 [0.693, 0.801]"
cpi,0.6983097491907134,0.6140001130250122,0.7792661468195842,"0.698 [0.614, 0.779]",0.6755166486197789,0.5923809786309597,0.7579594323780167,"0.676 [0.592, 0.758]",0.6821883933663516,0.6042953541422653,0.7622444706519076,"0.682 [0.604, 0.762]"
et,0.8178666787454067,0.7580330872215734,0.8710122537175596,"0.818 [0.758, 0.871]",0.8028022232020126,0.7443007661830574,0.8548932898167402,"0.803 [0.744, 0.855]",0.8036808308781008,0.7465056930574416,0.8541547059290425,"0.804 [0.747, 0.854]"
lgbm,0.8350516697522462,0.7848057423570146,0.8810855998282514,"0.835 [0.785, 0.881]",0.817756702960499,0.7676289251005055,0.8641285569450634,"0.818 [0.768, 0.864]",0.8183747685665529,0.7700456654484559,0.8634731982425075,"0.818 [0.770, 0.863]"
pi,0.7513240512241093,0.6854359326820078,0.8184581854514321,"0.751 [0.685, 0.818]",0.7318325052726827,0.6648255251148579,0.7981376814508158,"0.732 [0.665, 0.798]",0.7366698610553587,0.6714743600731911,0.8000971915561599,"0.737 [0.671, 0.800]"
ptest_mc,0.7846183303087009,0.7240945012792546,0.8436351510573241,"0.785 [0.724, 0.844]",0.7678124218324366,0.7097233874735132,0.8249615567734659,"0.768 [0.710, 0.825]",0.7706015852061626,0.715365589170108,0.8262407600915334,"0.771 [0.715, 0.826]"
ptest_rdc,0.7516563245641805,0.6770953443711505,0.822589573401537,"0.752 [0.677, 0.823]",0.7307018398817624,0.6570597652188126,0.8027147609813858,"0.731 [0.657, 0.803]",0.7385424272838307,0.6687419713888624,0.805333720394215,"0.739 [0.669, 0.805]"
r_cforest,0.7033613689449164,0.6368578638358732,0.7682802644252474,"0.703 [0.637, 0.768]",0.6844082071784728,0.6198808527511472,0.7460883013581129,"0.684 [0.620, 0.746]",0.689174267272869,0.6269604194541453,0.7484980847353041,"0.689 [0.627, 0.748]"
r_ctree,0.6940198715443201,0.626995144175498,0.7599414973823122,"0.694 [0.627, 0.760]",0.6772928294613343,0.6153667748569801,0.7389888219218685,"0.677 [0.615, 0.739]",0.6807484818090341,0.6187569834450328,0.7408750292262989,"0.681 [0.619, 0.741]"
rf,0.8250259880746867,0.7708737368976818,0.8762676243205788,"0.825 [0.771, 0.876]",0.8099000098217594,0.7564004415960082,0.8590194006354896,"0.810 [0.756, 0.859]",0.8110452027841963,0.758654427354753,0.8596303874671427,"0.811 [0.759, 0.860]"
rfe,0.8334456148496759,0.7841732865990624,0.8780978529669942,"0.833 [0.784, 0.878]",0.8119121199336806,0.7625243600926528,0.8570837111873677,"0.812 [0.763, 0.857]",0.8141267844271868,0.7670210185902131,0.8580917896909788,"0.814 [0.767, 0.858]"
xgb,0.81452909794912,0.7601733301060958,0.864667064823066,"0.815 [0.760, 0.865]",0.7941223223073877,0.7415243679639536,0.844911562078325,"0.794 [0.742, 0.845]",0.7960212870376181,0.7441061757887957,0.8453059549562087,"0.796 [0.744, 0.845]"
