method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.06357610458752486,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
cat,0.0635761045875249,,,0.064 [insufficient data],7603301.4314811025,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
cif,0.0635761045875249,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
cit,0.06357610458752486,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
cpi,0.06357610458752488,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
et,0.06357610458752491,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
lgbm,0.06357610458752487,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
pi,0.06357610458752483,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
ptest_dc,0.06357610458752493,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
ptest_pc,0.06357610458752493,,,0.064 [insufficient data],7603301.4314811025,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
ptest_rdc,0.06357610458752488,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
r_cforest,0.5064390538457741,,,0.506 [insufficient data],4028302.38441654,,,4028302.384 [insufficient data],1359.5787862597274,,,1359.579 [insufficient data]
r_ctree,0.06357610458752497,,,0.064 [insufficient data],7603301.4314811025,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
rf,0.06357610458752488,,,0.064 [insufficient data],7603301.431481104,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
rfe,0.06357610458752493,,,0.064 [insufficient data],7603301.4314811025,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
xgb,0.0635761045875249,,,0.064 [insufficient data],7603301.4314811025,,,7603301.431 [insufficient data],2136.6044461321712,,,2136.604 [insufficient data]
