method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
cat,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
cif,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
cit,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
cpi,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
et,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
lgbm,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
pi,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
ptest_mc,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
ptest_rdc,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
r_cforest,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
r_ctree,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
rf,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
rfe,0.838906414300736,,,0.839 [insufficient data],0.8124226024097836,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
xgb,0.8389064143007361,,,0.839 [insufficient data],0.8124226024097835,,,0.812 [insufficient data],0.7976966125659749,,,0.798 [insufficient data]
