method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
cat,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
cif,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
cit,0.9778947368421052,,,0.978 [insufficient data],0.9752982456140351,,,0.975 [insufficient data],0.9778947368421052,,,0.978 [insufficient data]
cpi,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
et,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
lgbm,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
pi,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
ptest_mc,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
ptest_rdc,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
r_cforest,0.8540000000000001,,,0.854 [insufficient data],0.8472761904761904,,,0.847 [insufficient data],0.8540000000000001,,,0.854 [insufficient data]
r_ctree,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
rf,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
rfe,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
xgb,0.978,,,0.978 [insufficient data],0.9754666666666667,,,0.975 [insufficient data],0.978,,,0.978 [insufficient data]
