method,avg_rank,std_rank,cd
cat,5.34375,3.773752898309586,5.766886971664383
et,5.90625,3.775822551113863,5.766886971664383
rf,6.28125,2.855743937663179,5.766886971664383
rfe,6.3125,4.619506873033095,5.766886971664383
pi,6.5,3.8890872965260113,5.766886971664383
ptest_dc,6.90625,4.232385372044941,5.766886971664383
ptest_rdc,7.0,4.081206929328627,5.766886971664383
cif,7.3125,2.39057393736316,5.766886971664383
ptest_pc,7.75,4.468640732929869,5.766886971664383
lgbm,8.5625,3.1418296818892015,5.766886971664383
cit,9.0,3.427827300200522,5.766886971664383
cpi,9.875,4.88460592064498,5.766886971664383
boruta,10.8125,4.260556741788566,5.766886971664383
r_cforest,12.1875,4.447172556805054,5.766886971664383
xgb,12.375,2.8256636388643286,5.766886971664383
r_ctree,13.875,3.276335605520289,5.766886971664383
