task,dataset,model_variant,ranking_variant,candidate_dataset_score,candidate_n_cells,candidate_score_missing_rows,reference_dataset_score,reference_n_cells,reference_score_missing_rows,reference_model_variant,reference_ranking_variant,delta_vs_reference
classification,pixraw10P,cif_no_bootstrap,split_count,0.9322666666666667,15,0,0.9433333333333334,15,0,cif_default,split_importance,-0.011066666666666669
classification,pixraw10P,cif_no_bootstrap,split_importance,0.9402666666666667,15,0,0.9433333333333334,15,0,cif_default,split_importance,-0.003066666666666662
classification,pixraw10P,cif_no_mute,split_count,0.9286666666666666,15,0,0.9433333333333334,15,0,cif_default,split_importance,-0.014666666666666717
classification,pixraw10P,cif_no_mute,split_importance,0.9436,15,0,0.9433333333333334,15,0,cif_default,split_importance,0.0002666666666666373
classification,pixraw10P,cif_one_tree,split_count,0.9317333333333333,15,0,0.9433333333333334,15,0,cif_default,split_importance,-0.011600000000000055
classification,pixraw10P,cif_one_tree,split_importance,0.9298666666666667,15,0,0.9433333333333334,15,0,cif_default,split_importance,-0.013466666666666627
classification,spam,cif_default,split_count,0.8922606443384935,12,0,0.8900473627089799,12,0,cif_default,split_importance,0.0022132816295136193
classification,spam,cif_no_bootstrap,split_count,0.8891133808519832,12,0,0.8900473627089799,12,0,cif_default,split_importance,-0.0009339818569966685
classification,spam,cif_no_bootstrap,split_importance,0.8883504853089822,12,0,0.8900473627089799,12,0,cif_default,split_importance,-0.0016968773999976872
classification,spam,cif_no_mute,split_count,0.8916961422568436,12,0,0.8900473627089799,12,0,cif_default,split_importance,0.001648779547863688
classification,spam,cif_no_mute,split_importance,0.8897199866165478,12,0,0.8900473627089799,12,0,cif_default,split_importance,-0.00032737609243205235
classification,spam,cif_one_tree,split_count,0.8502312238568935,12,0,0.8900473627089799,12,0,cif_default,split_importance,-0.03981613885208635
classification,spam,cif_one_tree,split_importance,0.8589867911094143,12,0,0.8900473627089799,12,0,cif_default,split_importance,-0.031060571599565545
classification,vowel-context,cif_default,split_count,0.8102356902356903,6,0,0.8088552188552188,6,0,cif_default,split_importance,0.0013804713804714819
classification,vowel-context,cif_no_bootstrap,split_count,0.809023569023569,6,0,0.8088552188552188,6,0,cif_default,split_importance,0.00016835016835015093
classification,vowel-context,cif_no_bootstrap,split_importance,0.8085185185185185,6,0,0.8088552188552188,6,0,cif_default,split_importance,-0.00033670033670030186
classification,vowel-context,cif_no_mute,split_count,0.8096296296296296,6,0,0.8088552188552188,6,0,cif_default,split_importance,0.0007744107744107609
