method,avg_rank,std_rank,cd
r_cforest,1.0,0.0,23.067547886657533
boruta,4.5,0.0,23.067547886657533
cif,4.5,0.0,23.067547886657533
cpi,4.5,0.0,23.067547886657533
lgbm,4.5,0.0,23.067547886657533
ptest_dc,4.5,0.0,23.067547886657533
ptest_rdc,4.5,0.0,23.067547886657533
cat,11.0,0.0,23.067547886657533
cit,11.0,0.0,23.067547886657533
et,11.0,0.0,23.067547886657533
ptest_pc,11.0,0.0,23.067547886657533
r_ctree,11.0,0.0,23.067547886657533
rf,11.0,0.0,23.067547886657533
rfe,11.0,0.0,23.067547886657533
xgb,15.0,0.0,23.067547886657533
pi,16.0,0.0,23.067547886657533
