method,avg_rank,std_rank,cd
rfe,4.95,3.6385665675739216,3.791510720927508
cat,5.166666666666667,2.778888666755511,3.791510720927508
lgbm,5.383333333333334,3.5206138984873396,3.791510720927508
rf,5.483333333333333,2.9790472004018707,3.791510720927508
et,6.016666666666667,3.4362851388607956,3.791510720927508
cif,6.466666666666667,2.6297443897754693,3.791510720927508
xgb,7.633333333333334,3.468749374374318,3.791510720927508
ptest_mc,7.85,3.3594394373664977,3.791510720927508
pi,8.833333333333334,4.181971890016586,3.791510720927508
cit,8.9,4.060788100849391,3.791510720927508
ptest_rdc,9.683333333333334,4.160295128420046,3.791510720927508
boruta,9.816666666666666,4.401672661866421,3.791510720927508
cpi,10.666666666666666,4.270701217468729,3.791510720927508
r_cforest,10.833333333333334,3.8564520251420507,3.791510720927508
r_ctree,12.316666666666666,3.6342888651778296,3.791510720927508
