method,avg_rank,std_rank,cd
cat,4.5,2.530763107199468,4.472222059806528
lgbm,4.833333333333333,2.8171808490950556,4.472222059806528
xgb,4.880952380952381,2.2672868299271265,4.472222059806528
rfe,5.785714285714286,2.946230152049147,4.472222059806528
rf,5.857142857142857,3.036064405580016,4.472222059806528
cif,6.428571428571429,2.436262331864092,4.472222059806528
et,6.476190476190476,3.1147735164786723,4.472222059806528
boruta,7.309523809523809,2.7363348378206935,4.472222059806528
cit,8.976190476190476,3.5472195364692745,4.472222059806528
ptest_rdc,9.142857142857142,2.4598821939603663,4.472222059806528
ptest_mc,9.547619047619047,2.689949379523543,4.472222059806528
pi,9.904761904761905,2.373559952491734,4.472222059806528
r_ctree,11.166666666666666,3.6753144774204705,4.472222059806528
cpi,11.857142857142858,3.0163951093618877,4.472222059806528
r_cforest,13.333333333333334,1.6426846010152707,4.472222059806528
