method,avg_rank,std_rank,cd
ptest_dc,1.0,0.0,23.067547886657533
r_ctree,2.0,0.0,23.067547886657533
ptest_pc,3.0,0.0,23.067547886657533
ptest_rdc,4.0,0.0,23.067547886657533
et,5.0,0.0,23.067547886657533
boruta,6.0,0.0,23.067547886657533
lgbm,7.0,0.0,23.067547886657533
xgb,8.0,0.0,23.067547886657533
cif,9.0,0.0,23.067547886657533
cpi,10.0,0.0,23.067547886657533
cat,11.0,0.0,23.067547886657533
cit,12.0,0.0,23.067547886657533
rf,13.5,0.0,23.067547886657533
rfe,13.5,0.0,23.067547886657533
pi,15.0,0.0,23.067547886657533
r_cforest,16.0,0.0,23.067547886657533
