method,avg_rank,std_rank,cd
cat,4.369565217391305,2.968008376674089,4.289604706734938
lgbm,4.978260869565218,2.920982044768525,4.289604706734938
xgb,5.260869565217392,3.216362937885611,4.289604706734938
et,5.456521739130435,2.475589712258567,4.289604706734938
cif,5.673913043478261,3.0984171823556657,4.289604706734938
rfe,5.804347826086956,3.042235771223635,4.289604706734938
rf,6.217391304347826,2.5784478266404762,4.289604706734938
boruta,7.1521739130434785,4.076536207126723,4.289604706734938
ptest_mc,9.195652173913043,3.5561921820310487,4.289604706734938
ptest_rdc,9.521739130434783,3.1707846404785833,4.289604706734938
cit,9.673913043478262,3.8690766667653578,4.289604706734938
pi,9.673913043478262,3.7142753276823552,4.289604706734938
r_ctree,12.26086956521739,3.1892126778761405,4.289604706734938
cpi,12.304347826086957,3.2125404089313827,4.289604706734938
r_cforest,12.456521739130435,2.3632744577325098,4.289604706734938
