method,avg_rank,std_rank,cd
lgbm,4.413793103448276,2.3999603643179745,3.8521787446430187
cat,4.448275862068965,2.5675186853774186,3.8521787446430187
rfe,4.4655172413793105,3.242846329795517,3.8521787446430187
rf,5.051724137931035,2.4786843965485446,3.8521787446430187
et,6.086206896551724,3.195009485489242,3.8521787446430187
xgb,7.517241379310345,3.012853952938315,3.8521787446430187
cif,7.689655172413793,2.394007580373763,3.8521787446430187
ptest_mc,8.637931034482758,3.360255921401333,3.8521787446430187
boruta,8.672413793103448,4.771098084531855,3.8521787446430187
ptest_rdc,9.39655172413793,3.9509477482489666,3.8521787446430187
cit,9.931034482758621,2.504217607636594,3.8521787446430187
pi,10.0,3.008608339071577,3.8521787446430187
r_ctree,10.89655172413793,4.253556950374973,3.8521787446430187
r_cforest,11.310344827586206,3.3020729985859627,3.8521787446430187
cpi,11.482758620689655,3.6753671142478606,3.8521787446430187
