method,avg_rank,std_rank,cd
rfe,3.316666666666667,2.488250166058246,3.791510720927508
lgbm,4.45,2.9730736059954297,3.791510720927508
cat,4.55,2.2186707732333795,3.791510720927508
rf,5.266666666666667,2.679344861881144,3.791510720927508
cif,6.25,2.9233257316510817,3.791510720927508
et,6.3,3.0811253355443577,3.791510720927508
xgb,7.6,3.0615900008546757,3.791510720927508
pi,9.133333333333333,3.554183763147626,3.791510720927508
cit,9.166666666666666,2.9897974661988207,3.791510720927508
ptest_mc,9.183333333333334,3.5927782502619827,3.791510720927508
boruta,9.433333333333334,5.002888054802834,3.791510720927508
ptest_rdc,10.633333333333333,3.5541837631476265,3.791510720927508
cpi,11.2,3.5604306855585137,3.791510720927508
r_cforest,11.266666666666667,3.36584148303049,3.791510720927508
r_ctree,12.25,4.1043675923744125,3.791510720927508
