method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
cat,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
cif,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
cit,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
cpi,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
et,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
lgbm,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
pi,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
ptest_mc,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
ptest_rdc,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
r_cforest,0.8411,,,0.841 [insufficient data],0.8410017378957587,,,0.841 [insufficient data],0.8411,,,0.841 [insufficient data]
r_ctree,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
rf,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
rfe,0.872,,,0.872 [insufficient data],0.8719105138851048,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
xgb,0.872,,,0.872 [insufficient data],0.8719105138851047,,,0.872 [insufficient data],0.872,,,0.872 [insufficient data]
