method,avg_rank,std_rank,cd
rf,4.96875,2.5706805397598513,5.766886971664383
cat,5.5,2.8339460121886586,5.766886971664383
rfe,5.8125,4.49956595128908,5.766886971664383
et,5.84375,3.3247121585935826,5.766886971664383
pi,6.6875,3.076498618559742,5.766886971664383
ptest_pc,7.34375,3.655982896226403,5.766886971664383
ptest_rdc,7.65625,4.778594033552128,5.766886971664383
cif,8.0,2.6457513110645907,5.766886971664383
ptest_dc,8.4375,3.8522517765587443,5.766886971664383
cit,8.5625,4.152841647595054,5.766886971664383
lgbm,9.5625,4.834365909816922,5.766886971664383
cpi,10.0625,4.5065057139650895,5.766886971664383
boruta,10.3125,4.920858029856175,5.766886971664383
r_ctree,12.25,4.9180788932265,5.766886971664383
xgb,12.4375,2.621277121938846,5.766886971664383
r_cforest,12.5625,3.8400642898264086,5.766886971664383
