task,dataset_group,variant,n_dataset_types,mean_elapsed_seconds,mean_depth,mean_max_depth,mean_features_used,mean_real_downstream_score,mean_synthetic_quality,mean_precision_over_standard_k,mean_precision_at_10,mean_confounder_rate_at_10,default_elapsed_seconds,default_depth,default_features_used,default_real_downstream_score,default_synthetic_quality,default_precision_over_standard_k,default_precision_at_10,default_confounder_rate_at_10,elapsed_seconds_ratio_vs_default,delta_depth_vs_default,delta_features_used_vs_default,delta_real_downstream_vs_default,delta_synthetic_quality_vs_default,delta_precision_over_standard_k_vs_default,delta_precision_at_10_vs_default,delta_confounder_rate_at_10_vs_default
regression,real,cit,2,3.1151821750994713,8.0,8.0,5.6,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,0.16620673625411433,-0.06300000000000061,-0.6580000000000004,0.0,0.0,,,
regression,real,et,2,0.07370950719996465,0.0,0.0,9.0,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,0.003932680637598371,-8.063,2.742,0.0,0.0,,,
regression,real,exact_all,2,395.2343749994998,7.9430000000000005,12.0,6.246,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,21.087246854834103,-0.1200000000000001,-0.011999999999999567,0.0,0.0,,,
regression,real,histogram_128,2,6.217570194399378,7.9670000000000005,12.0,6.206,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,0.33173085596799234,-0.09600000000000009,-0.0519999999999996,0.0,0.0,,,
regression,real,histogram_256,2,18.742815395500294,8.063,12.0,6.258,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,1.0,0.0,0.0,0.0,0.0,,,
regression,real,histogram_32,2,1.8480381907000263,8.036000000000001,11.5,6.176,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,0.09859981820787161,-0.026999999999999247,-0.08199999999999985,0.0,0.0,,,
regression,real,histogram_512,2,64.86122672309976,7.868,12.5,6.210000000000001,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,3.4605914508805014,-0.19500000000000028,-0.047999999999999154,0.0,0.0,,,
regression,real,histogram_64,2,3.1772176408998347,8.007,12.0,6.1850000000000005,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,0.16951656268580703,-0.05600000000000094,-0.07299999999999951,0.0,0.0,,,
regression,real,histogram_all,2,333.7724415850993,7.809,11.5,6.163,0.5176570464473353,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,17.808020542379676,-0.25400000000000045,-0.09499999999999975,0.0,0.0,,,
regression,real,rf,2,0.11763681080010424,0.0,0.0,9.0,0.5176570464473355,1.0,,,,18.742815395500294,8.063,6.258,0.5176570464473353,1.0,,,,0.006276368214582429,-8.063,2.742,1.1102230246251565e-16,0.0,,,
