method,avg_rank,std_rank,cd
boruta,5.0,4.0,16.311219536000955
ptest_rdc,5.0,3.5,16.311219536000955
xgb,5.0,3.5,16.311219536000955
cat,8.75,0.25,16.311219536000955
cif,8.75,0.25,16.311219536000955
cit,8.75,0.25,16.311219536000955
cpi,8.75,0.25,16.311219536000955
et,8.75,0.25,16.311219536000955
lgbm,8.75,0.25,16.311219536000955
pi,8.75,0.25,16.311219536000955
ptest_dc,8.75,0.25,16.311219536000955
ptest_pc,8.75,0.25,16.311219536000955
r_ctree,8.75,0.25,16.311219536000955
rf,8.75,0.25,16.311219536000955
rfe,8.75,0.25,16.311219536000955
r_cforest,16.0,0.0,16.311219536000955
