method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.020204953737517146,-0.9231507517694091,0.5862307473922101,"0.020 [-0.923, 0.586]",1281934.3540353507,4638.847647154001,3667778.3456976376,"1281934.354 [4638.848, 3667778.346]",249.7590258066816,35.725475982636645,599.7120587413932,"249.759 [35.725, 599.712]"
cat,0.41965643387314694,0.1977576917546854,0.6072807427205114,"0.420 [0.198, 0.607]",1118564.390539861,4686.461848346005,3193414.6589713288,"1118564.391 [4686.462, 3193414.659]",243.5824180069325,35.931294697184136,586.9540999788746,"243.582 [35.931, 586.954]"
cif,0.41411344642594644,0.20881240649646804,0.5988540101634952,"0.414 [0.209, 0.599]",1174437.6294303879,4846.133072861142,3338793.6241464466,"1174437.629 [4846.133, 3338793.624]",246.46256523558273,36.111964026206664,587.3538670374385,"246.463 [36.112, 587.354]"
cit,-0.2868589155254018,-1.4811159722562668,0.5187098290009727,"-0.287 [-1.481, 0.519]",1237008.1924854948,5692.4346626472625,3555135.3694424923,"1237008.192 [5692.435, 3555135.369]",224.18347895780195,38.8848284166994,540.8235207761602,"224.183 [38.885, 540.824]"
cpi,-0.5817809351110486,-2.6325985605739897,0.5386248451794432,"-0.582 [-2.633, 0.539]",1323936.2543945913,5355.833204714415,3757906.394275306,"1323936.254 [5355.833, 3757906.394]",284.2223942118833,39.10002325442316,684.1523021852335,"284.222 [39.100, 684.152]"
et,0.42735597917515256,0.22748875013323264,0.6131139927958731,"0.427 [0.227, 0.613]",998406.390571488,4761.9255034490625,2842488.108471892,"998406.391 [4761.926, 2842488.108]",230.0566554251007,35.12704128478624,551.9824852701094,"230.057 [35.127, 551.982]"
lgbm,-0.05667333477139991,-1.1540119868796805,0.5711730403834152,"-0.057 [-1.154, 0.571]",1257334.4385698051,4897.599552181401,3558640.135506244,"1257334.439 [4897.600, 3558640.136]",261.7427239555801,37.429462658802024,618.9498731508995,"261.743 [37.429, 618.950]"
pi,0.06389756931026253,-0.7485623869261363,0.5716999230314704,"0.064 [-0.749, 0.572]",1317477.1298280794,4826.395176430437,3762386.6431049537,"1317477.130 [4826.395, 3762386.643]",263.18105348082844,36.706526493185564,636.1160237884835,"263.181 [36.707, 636.116]"
ptest_dc,0.18595547417410865,-0.27018711858272715,0.566901344069316,"0.186 [-0.270, 0.567]",1136720.3018936783,4812.094921317008,3229698.2598967752,"1136720.302 [4812.095, 3229698.260]",241.08039580277034,34.665230996501485,573.9520322912778,"241.080 [34.665, 573.952]"
ptest_pc,0.28090379071514443,-0.04652294773020096,0.5745207041480451,"0.281 [-0.047, 0.575]",1067349.3657794024,4784.550720223613,3026425.0825513657,"1067349.366 [4784.551, 3026425.083]",239.70900340153318,33.46428770093367,573.5549358313513,"239.709 [33.464, 573.555]"
ptest_rdc,0.24678732498401149,-0.1407347614813601,0.5714309202109931,"0.247 [-0.141, 0.571]",1212795.1124901632,4771.416803523656,3468825.813760222,"1212795.112 [4771.417, 3468825.814]",239.28882847398344,33.36523785082638,577.9792375684021,"239.289 [33.365, 577.979]"
r_cforest,-0.9361131500676334,-3.1619037430904116,0.34199481774006346,"-0.936 [-3.162, 0.342]",1341808.6162506233,9740.648313691756,3685311.639336865,"1341808.616 [9740.648, 3685311.639]",294.2388973939135,50.670604472523486,654.6146218183544,"294.239 [50.671, 654.615]"
r_ctree,-0.17068448087744448,-0.850973935674391,0.2784346134230312,"-0.171 [-0.851, 0.278]",1338774.788368482,12552.874756392646,3608858.185546529,"1338774.788 [12552.875, 3608858.186]",313.6093384813531,53.05028684811509,696.0718586972989,"313.609 [53.050, 696.072]"
rf,0.40804988149712895,0.19466659852670476,0.5920018224922751,"0.408 [0.195, 0.592]",1197490.320215126,4718.952631233814,3408555.577205436,"1197490.320 [4718.953, 3408555.577]",251.48783371748178,35.980763219463725,601.9679390174158,"251.488 [35.981, 601.968]"
rfe,0.4665889051302209,0.31566015147419135,0.604369941563832,"0.467 [0.316, 0.604]",1231467.2534103212,4702.5507346944905,3463854.012879734,"1231467.253 [4702.551, 3463854.013]",264.05577105714775,35.99602974786241,619.0372007472878,"264.056 [35.996, 619.037]"
xgb,0.40277082187464813,0.24627442913943154,0.5470572964943864,"0.403 [0.246, 0.547]",1348777.517945348,5339.740312293018,3762542.226599677,"1348777.518 [5339.740, 3762542.227]",279.8050238948637,38.765674327669764,658.9498946595708,"279.805 [38.766, 658.950]"
