task,dataset,model_variant,ranking_variant,downstream_model,k,mean_score,median_score,std_score,n_fold_seed_rows,n_nonnull_score_rows,n_seeds,n_folds,n_features,score_missing_rows,scores_complete
classification,arcene,cif_no_mute,split_count,lr,5,0.6787878787878787,0.6767676767676767,0.10723236522669045,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,lr,10,0.6971212121212121,0.7070707070707071,0.09531753038786503,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,lr,25,0.725429292929293,0.7291666666666667,0.10175195146946373,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,lr,50,0.7400505050505051,0.7083333333333333,0.07393021798398874,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,lr,100,0.7438888888888888,0.7708333333333333,0.09590882827714962,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,svm,5,0.68239898989899,0.6767676767676767,0.09674001222596423,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,svm,10,0.7207828282828282,0.7083333333333333,0.0854599019959949,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,svm,25,0.7510353535353534,0.7626262626262625,0.08784953035255788,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,svm,50,0.7642676767676768,0.7626262626262625,0.08220050924123537,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_count,svm,100,0.7581060606060607,0.7525252525252526,0.08566547002179882,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,knn,5,0.652020202020202,0.6458333333333334,0.06484956529945761,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,knn,10,0.685479797979798,0.6868686868686869,0.11540359719466352,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,knn,25,0.7219949494949495,0.7171717171717171,0.08957398252984616,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,knn,50,0.7516414141414142,0.7626262626262625,0.09412971938919472,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,knn,100,0.7578030303030303,0.7626262626262625,0.06953260015223227,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,lr,5,0.6699747474747474,0.6868686868686869,0.09645159651579226,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,lr,10,0.6930555555555555,0.7083333333333333,0.1026079688634939,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,lr,25,0.7146969696969697,0.7291666666666667,0.0820704885389476,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,lr,50,0.7297222222222223,0.75,0.10786148818676615,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,lr,100,0.7547979797979798,0.7525252525252526,0.09412848443022535,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,svm,5,0.6956818181818182,0.7070707070707071,0.08789367750422368,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,svm,10,0.6962121212121213,0.7083333333333334,0.08752608826133296,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,svm,25,0.724621212121212,0.7171717171717171,0.09205723859158377,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,svm,50,0.7317424242424242,0.7171717171717171,0.09487180829510278,25,25,5,5,10000,0,True
classification,arcene,cif_no_mute,split_importance,svm,100,0.7559343434343434,0.7525252525252526,0.07996792207789516,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,knn,5,0.6112626262626263,0.606060606060606,0.11766431461470493,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,knn,10,0.7142171717171718,0.7083333333333333,0.11042878812786874,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,knn,25,0.7026515151515151,0.7070707070707071,0.09338652060099215,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,knn,50,0.6983080808080808,0.696969696969697,0.07595467485984421,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,knn,100,0.642070707070707,0.6666666666666666,0.08398827387117239,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,lr,5,0.6260858585858586,0.6262626262626263,0.10695068658514817,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,lr,10,0.6738131313131314,0.6666666666666667,0.10599963675669738,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,lr,25,0.7013636363636364,0.696969696969697,0.10590398990459783,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,lr,50,0.7329545454545454,0.7424242424242424,0.10281314410044927,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,lr,100,0.695580808080808,0.7070707070707071,0.09642967964762637,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,svm,5,0.6557828282828282,0.6616161616161615,0.11389069112663924,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,svm,10,0.7116161616161617,0.7070707070707071,0.11213630076946617,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,svm,25,0.731540404040404,0.7525252525252526,0.10408489546306966,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,svm,50,0.7073989898989899,0.696969696969697,0.08858430098517767,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_count,svm,100,0.681590909090909,0.6767676767676767,0.08835431204739413,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,knn,5,0.6112626262626263,0.606060606060606,0.11766431461470493,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,knn,10,0.7142171717171718,0.7083333333333333,0.11042878812786874,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,knn,25,0.7026515151515151,0.7070707070707071,0.09338652060099215,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,knn,50,0.6983080808080808,0.696969696969697,0.07595467485984421,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,knn,100,0.642070707070707,0.6666666666666666,0.08398827387117239,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,lr,5,0.6260858585858586,0.6262626262626263,0.10695068658514817,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,lr,10,0.6738131313131314,0.6666666666666667,0.10599963675669738,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,lr,25,0.7013636363636364,0.696969696969697,0.10590398990459783,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,lr,50,0.7329545454545454,0.7424242424242424,0.10281314410044927,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,lr,100,0.695580808080808,0.7070707070707071,0.09642967964762637,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,svm,5,0.6557828282828282,0.6616161616161615,0.11389069112663924,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,svm,10,0.7116161616161617,0.7070707070707071,0.11213630076946617,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,svm,25,0.731540404040404,0.7525252525252526,0.10408489546306966,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,svm,50,0.7073989898989899,0.696969696969697,0.08858430098517767,25,25,5,5,10000,0,True
classification,arcene,cif_one_tree,split_importance,svm,100,0.681590909090909,0.6767676767676767,0.08835431204739413,25,25,5,5,10000,0,True
classification,dexter,cif_default,split_count,knn,5,0.7406666666666666,0.75,0.07345318488922299,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,knn,10,0.782,0.7833333333333333,0.06987422563010916,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,knn,25,0.8440000000000001,0.85,0.05020329043369937,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,knn,50,0.8186666666666667,0.8166666666666667,0.04521553322083508,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,knn,100,0.812,0.8,0.05237860745111995,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,lr,5,0.7606666666666666,0.7666666666666666,0.06612278141625792,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,lr,10,0.7986666666666667,0.8,0.05089931964909494,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,lr,25,0.8546666666666667,0.8666666666666667,0.04068851871911235,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,lr,50,0.87,0.8666666666666667,0.0438325939946097,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,lr,100,0.884,0.8833333333333333,0.040677138906634394,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,svm,5,0.74,0.75,0.05833333333333331,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,svm,10,0.7866666666666667,0.7833333333333333,0.04564354645876385,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,svm,25,0.8426666666666667,0.8500000000000001,0.05183663797968611,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,svm,50,0.8540000000000001,0.8500000000000001,0.05188127472091126,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_count,svm,100,0.8653333333333333,0.8666666666666667,0.03846595416247499,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,knn,5,0.738,0.7333333333333334,0.06914156170897183,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,knn,10,0.7786666666666667,0.7833333333333333,0.06623471172306136,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,knn,25,0.828,0.8333333333333333,0.05416025603090641,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,knn,50,0.8273333333333334,0.8333333333333333,0.047110980083675244,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,knn,100,0.8153333333333334,0.8,0.04785200951699747,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,lr,5,0.7526666666666667,0.75,0.06003085626328935,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,lr,10,0.8053333333333333,0.8,0.05965176722724429,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,lr,25,0.8546666666666667,0.8500000000000001,0.03804237403504445,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,lr,50,0.8766666666666667,0.8833333333333333,0.039381796885438386,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,lr,100,0.8853333333333333,0.8833333333333333,0.03888492043243804,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,svm,5,0.742,0.7333333333333334,0.06857005069162374,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,svm,10,0.7913333333333332,0.8,0.04909363691136751,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,svm,25,0.8306666666666667,0.8333333333333334,0.04453463071962464,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,svm,50,0.8660000000000001,0.8666666666666667,0.04316205466567789,25,25,5,5,20000,0,True
classification,dexter,cif_default,split_importance,svm,100,0.8653333333333333,0.8666666666666667,0.03846595416247499,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,knn,5,0.7053333333333334,0.7333333333333333,0.0660947692220687,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,knn,10,0.772,0.7833333333333333,0.06061414087549271,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,knn,25,0.8360000000000001,0.8333333333333334,0.04479376610066945,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,knn,50,0.8446666666666667,0.8333333333333333,0.05286250509051236,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,knn,100,0.8493333333333334,0.8500000000000001,0.051925873091324126,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,lr,5,0.7293333333333334,0.7166666666666667,0.06072097691108929,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,lr,10,0.78,0.7833333333333333,0.05314201797141386,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,lr,25,0.8646666666666667,0.8666666666666667,0.03274480450731417,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,lr,50,0.8826666666666667,0.8833333333333333,0.03615808910060663,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,lr,100,0.878,0.8833333333333333,0.03181252956048979,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,svm,5,0.7186666666666668,0.7166666666666667,0.05839679088087963,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,svm,10,0.7586666666666667,0.7666666666666666,0.05424566888326289,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,svm,25,0.8513333333333334,0.8500000000000001,0.040517485937144083,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,svm,50,0.8646666666666667,0.8666666666666667,0.051442164576311324,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_count,svm,100,0.8426666666666667,0.8333333333333334,0.051836637979686115,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,knn,5,0.7020000000000001,0.7,0.05719524714778576,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,knn,10,0.7733333333333333,0.7833333333333333,0.058333333333333307,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,knn,25,0.8420000000000001,0.8500000000000001,0.04028831279847977,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,knn,50,0.8446666666666667,0.8333333333333333,0.05286250509051236,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,knn,100,0.8493333333333334,0.8500000000000001,0.051925873091324126,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,lr,5,0.7233333333333333,0.7166666666666667,0.058333333333333334,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,lr,10,0.7946666666666666,0.8,0.05727613425813193,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,lr,25,0.8706666666666666,0.8666666666666667,0.02937623125867175,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,lr,50,0.8826666666666667,0.8833333333333333,0.03615808910060663,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,lr,100,0.878,0.8833333333333333,0.03181252956048979,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,svm,5,0.7240000000000001,0.7166666666666667,0.05272219295163688,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,svm,10,0.7806666666666666,0.8,0.053072277760302204,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,svm,25,0.8560000000000001,0.8500000000000001,0.030761929333126974,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,svm,50,0.8646666666666667,0.8666666666666667,0.051442164576311324,25,25,5,5,20000,0,True
classification,dexter,cif_no_bootstrap,split_importance,svm,100,0.8426666666666667,0.8333333333333334,0.051836637979686115,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,knn,5,0.7306666666666666,0.75,0.08548337503519267,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,knn,10,0.7793333333333333,0.7833333333333334,0.06671526006788799,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,knn,25,0.8366666666666667,0.8333333333333333,0.05114431288756103,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,knn,50,0.8046666666666666,0.8,0.03773690599498154,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,knn,100,0.8153333333333334,0.8166666666666667,0.05670750162668735,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,lr,5,0.754,0.7666666666666666,0.06876557062734014,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,lr,10,0.8033333333333332,0.8,0.05793514892948394,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,lr,25,0.8593333333333334,0.8500000000000001,0.04084750321033733,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,lr,50,0.868,0.8666666666666667,0.043011626335213125,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,lr,100,0.8846666666666667,0.8833333333333333,0.03597838857487146,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,svm,5,0.7453333333333333,0.75,0.05803893967431279,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,svm,10,0.7953333333333333,0.8,0.05259911279353166,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,svm,25,0.8393333333333334,0.8333333333333334,0.046117804065803625,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,svm,50,0.8420000000000001,0.8500000000000001,0.051845568402352056,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_count,svm,100,0.862,0.8500000000000001,0.04702245326555293,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,knn,5,0.7326666666666667,0.7333333333333334,0.054108943602493104,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,knn,10,0.7693333333333334,0.7833333333333333,0.06340639061143893,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,knn,25,0.8293333333333334,0.8166666666666667,0.05210388483419268,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,knn,50,0.818,0.8333333333333333,0.04712080613031118,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,knn,100,0.8173333333333334,0.8166666666666667,0.05641283016661554,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,lr,5,0.7586666666666666,0.75,0.055926539118541715,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,lr,10,0.8046666666666666,0.8,0.0525991127935317,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,lr,25,0.8473333333333334,0.8666666666666667,0.04348264873188778,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,lr,50,0.8753333333333333,0.8666666666666667,0.041141130181274695,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,lr,100,0.8846666666666667,0.8833333333333333,0.035329140212410286,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,svm,5,0.7426666666666667,0.7333333333333334,0.0700661063514968,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,svm,10,0.7873333333333333,0.7833333333333334,0.05779113093559264,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,svm,25,0.8226666666666667,0.8333333333333333,0.05043330763016163,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,svm,50,0.862,0.8666666666666667,0.04895197949313485,25,25,5,5,20000,0,True
classification,dexter,cif_no_mute,split_importance,svm,100,0.8593333333333334,0.8500000000000001,0.04716008984378712,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,knn,5,0.55,0.5,0.07920320794101804,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,knn,10,0.5506666666666667,0.5166666666666667,0.08477639433850105,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,knn,25,0.5513333333333333,0.5166666666666667,0.08483644395082943,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,knn,50,0.5553333333333333,0.5166666666666667,0.08398633045742447,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,knn,100,0.5853333333333333,0.5666666666666667,0.08393118874676116,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,lr,5,0.5546666666666666,0.5166666666666667,0.0776566517148116,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,lr,10,0.5593333333333333,0.5166666666666667,0.07862828630593066,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,lr,25,0.5526666666666666,0.5,0.08273115763993905,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,lr,50,0.5586666666666666,0.5166666666666667,0.07639444424243892,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,lr,100,0.5793333333333334,0.55,0.08488554385497897,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,svm,5,0.5506666666666667,0.5166666666666667,0.07538174452350783,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,svm,10,0.5506666666666667,0.5166666666666667,0.07240574972053387,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,svm,25,0.5373333333333333,0.5,0.08054789235580882,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,svm,50,0.5586666666666666,0.55,0.06385022984963995,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_count,svm,100,0.5686666666666667,0.55,0.07059928653505826,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,knn,5,0.5506666666666666,0.5,0.08100640121025642,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,knn,10,0.5506666666666667,0.5166666666666667,0.08477639433850105,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,knn,25,0.5513333333333333,0.5166666666666667,0.08483644395082943,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,knn,50,0.5553333333333333,0.5166666666666667,0.08398633045742447,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,knn,100,0.5853333333333333,0.5666666666666667,0.08393118874676116,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,lr,5,0.5546666666666666,0.5166666666666667,0.0776566517148116,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,lr,10,0.5593333333333333,0.5166666666666667,0.07862828630593066,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,lr,25,0.5526666666666666,0.5,0.08273115763993905,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,lr,50,0.5586666666666666,0.5166666666666667,0.07639444424243892,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,lr,100,0.5793333333333334,0.55,0.08488554385497897,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,svm,5,0.5513333333333333,0.5166666666666667,0.07711823534172847,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,svm,10,0.5506666666666667,0.5166666666666667,0.07240574972053387,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,svm,25,0.5373333333333333,0.5,0.08054789235580882,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,svm,50,0.5586666666666666,0.55,0.06385022984963995,25,25,5,5,20000,0,True
classification,dexter,cif_one_tree,split_importance,svm,100,0.5686666666666667,0.55,0.07059928653505826,25,25,5,5,20000,0,True
classification,gamma,cif_default,split_count,knn,5,0.8042761237128606,0.8044524295115874,0.00723087460209973,25,25,5,5,9,0,True
classification,gamma,cif_default,split_count,lr,5,0.7502240138035181,0.7497608734393129,0.005932106242898046,25,25,5,5,9,0,True
classification,gamma,cif_default,split_count,svm,5,0.8285986739898757,0.8279952647485626,0.005836332693461009,25,25,5,5,9,0,True
classification,gamma,cif_default,split_importance,knn,5,0.807547354585202,0.8060601762444584,0.006298663547049751,25,25,5,5,9,0,True
classification,gamma,cif_default,split_importance,lr,5,0.7579971795997084,0.7579148163908074,0.006571059690201738,25,25,5,5,9,0,True
classification,gamma,cif_default,split_importance,svm,5,0.8280092709050105,0.8271615040787899,0.004290706951275231,25,25,5,5,9,0,True
classification,gamma,cif_no_bootstrap,split_count,knn,5,0.8044225577438384,0.8044524295115874,0.007112868929175372,25,25,5,5,9,0,True
classification,gamma,cif_no_bootstrap,split_count,lr,5,0.7500949478487834,0.7497608734393129,0.005770237159450733,25,25,5,5,9,0,True
classification,gamma,cif_no_bootstrap,split_count,svm,5,0.828808658807586,0.8286471801250368,0.0060880919186676865,25,25,5,5,9,0,True
classification,gamma,cif_no_bootstrap,split_importance,knn,5,0.807547354585202,0.8060601762444584,0.006298663547049751,25,25,5,5,9,0,True
classification,gamma,cif_no_bootstrap,split_importance,lr,5,0.7579971795997084,0.7579148163908074,0.006571059690201738,25,25,5,5,9,0,True
classification,gamma,cif_no_bootstrap,split_importance,svm,5,0.8280092709050105,0.8271615040787899,0.004290706951275231,25,25,5,5,9,0,True
classification,gamma,cif_no_mute,split_count,knn,5,0.8044046155971052,0.8044524295115874,0.007097820667718148,25,25,5,5,9,0,True
classification,gamma,cif_no_mute,split_count,lr,5,0.7501429108027071,0.7497608734393129,0.0058836322721270064,25,25,5,5,9,0,True
classification,gamma,cif_no_mute,split_count,svm,5,0.828944543737729,0.8286471801250368,0.005940261315583493,25,25,5,5,9,0,True
classification,gamma,cif_no_mute,split_importance,knn,5,0.807547354585202,0.8060601762444584,0.006298663547049751,25,25,5,5,9,0,True
classification,gamma,cif_no_mute,split_importance,lr,5,0.7579971795997084,0.7579148163908074,0.006571059690201738,25,25,5,5,9,0,True
classification,gamma,cif_no_mute,split_importance,svm,5,0.8280092709050105,0.8271615040787899,0.004290706951275231,25,25,5,5,9,0,True
classification,gamma,cif_one_tree,split_count,knn,5,0.80159155764377,0.8044935790426937,0.01370777080694255,25,25,5,5,9,0,True
classification,gamma,cif_one_tree,split_count,lr,5,0.7478647047949891,0.7497608734393129,0.025341169299054025,25,25,5,5,9,0,True
classification,gamma,cif_one_tree,split_count,svm,5,0.8250562579945016,0.826886008459443,0.014062378199916887,25,25,5,5,9,0,True
classification,gamma,cif_one_tree,split_importance,knn,5,0.8008878491189195,0.803618903181929,0.0168545861829158,25,25,5,5,9,0,True
classification,gamma,cif_one_tree,split_importance,lr,5,0.7476709550454587,0.7539387690528406,0.032215679517719656,25,25,5,5,9,0,True
classification,gamma,cif_one_tree,split_importance,svm,5,0.8235829748844439,0.8251412284640425,0.017784814672169243,25,25,5,5,9,0,True
classification,gisette,cif_default,split_count,knn,5,0.8654999999999999,0.8674999999999999,0.02028015587272992,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,knn,10,0.9027333333333334,0.9058333333333333,0.020072957208919433,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,knn,25,0.9375333333333333,0.9366666666666668,0.007889133407791104,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,knn,50,0.9533333333333333,0.9541666666666666,0.005702906991013295,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,knn,100,0.9618666666666666,0.9616666666666667,0.003813353729549198,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,lr,5,0.8611666666666666,0.86,0.017112103145846047,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,lr,10,0.8802333333333333,0.88,0.013995121504507414,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,lr,25,0.9098999999999999,0.9099999999999999,0.009246245484279316,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,lr,50,0.9317333333333333,0.9325,0.006391545341453171,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,lr,100,0.9519,0.9516666666666667,0.006233868069755009,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,svm,5,0.8801000000000001,0.8825000000000001,0.01978811371617931,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,svm,10,0.9097666666666667,0.9158333333333333,0.01704521492536401,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,svm,25,0.9429666666666666,0.9441666666666666,0.008305787807975307,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,svm,50,0.9593333333333334,0.9591666666666667,0.005405972348896851,25,25,5,5,5000,0,True
classification,gisette,cif_default,split_count,svm,100,0.9701333333333334,0.97,0.00397969382779165,25,25,5,5,5000,0,True
