task,dataset,model_variant,ranking_variant,downstream_model,k,mean_score,median_score,std_score,n_fold_seed_rows,n_nonnull_score_rows,n_seeds,n_folds,n_features,score_missing_rows,scores_complete
classification,pendigits,cif_one_tree,split_importance,knn,5,0.872156361480728,0.8808450545951375,0.03049282691850768,25,25,5,5,16,0,True
classification,pendigits,cif_one_tree,split_importance,knn,10,0.977622012661509,0.9788005553734083,0.006961032596620217,25,25,5,5,16,0,True
classification,pendigits,cif_one_tree,split_importance,lr,5,0.7248043829372706,0.7358473547327828,0.03578253823190694,25,25,5,5,16,0,True
classification,pendigits,cif_one_tree,split_importance,lr,10,0.8862114668885234,0.8915780974433953,0.019229309403080715,25,25,5,5,16,0,True
classification,pendigits,cif_one_tree,split_importance,svm,5,0.865877645967524,0.87240447530175,0.02849365057560301,25,25,5,5,16,0,True
classification,pendigits,cif_one_tree,split_importance,svm,10,0.9784420190724777,0.9800390624007193,0.009046814872814411,25,25,5,5,16,0,True
classification,pixraw10P,cif_default,split_count,knn,5,0.9259999999999999,0.95,0.06144102863722251,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,knn,10,0.9359999999999999,0.95,0.039581140290126375,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,knn,25,0.9359999999999999,0.95,0.04681523968396046,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,knn,50,0.9620000000000001,0.95,0.03316624790355402,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,knn,100,0.94,0.95,0.049999999999999954,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,lr,5,0.914,0.95,0.0797391580927046,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,lr,10,0.9259999999999999,0.95,0.07376765325443577,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,lr,25,0.9440000000000001,0.95,0.03905124837953325,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,lr,50,0.948,0.95,0.04203173404306164,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,lr,100,0.95,0.95,0.0408248290463863,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,svm,5,0.888,0.9,0.06964194138592059,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,svm,10,0.8959999999999999,0.9,0.057590508477236645,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,svm,25,0.912,0.9,0.05642103626603586,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,svm,50,0.9279999999999999,0.95,0.04804511768466526,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_count,svm,100,0.9259999999999999,0.95,0.057951128835712344,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,knn,5,0.934,0.95,0.057227615711297974,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,knn,10,0.948,0.95,0.0549241901776136,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,knn,25,0.972,0.95,0.02915475947422651,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,knn,50,0.9640000000000001,0.95,0.036855573979159964,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,knn,100,0.972,0.95,0.02915475947422652,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,lr,5,0.872,0.9,0.08669871202426635,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,lr,10,0.912,0.95,0.08693867570496652,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,lr,25,0.966,0.95,0.031358146203711315,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,lr,50,0.968,0.95,0.03785938897200184,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,lr,100,0.978,1.0,0.029154759474226518,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,svm,5,0.846,0.85,0.10400320507881797,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,svm,10,0.9,0.9,0.0841625411530173,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,svm,25,0.96,0.95,0.04999999999999999,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,svm,50,0.976,1.0,0.03265986323710905,25,25,5,5,10000,0,True
classification,pixraw10P,cif_default,split_importance,svm,100,0.982,1.0,0.028431203515386663,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,knn,5,0.92,0.9,0.06291528696058958,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,knn,10,0.93,0.95,0.0595119035711904,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,knn,25,0.95,0.95,0.04564354645876384,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,knn,50,0.948,0.95,0.05299371031861548,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,knn,100,0.956,0.95,0.044064346888007616,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,lr,5,0.8859999999999999,0.9,0.07842193570679061,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,lr,10,0.932,0.9,0.05751811308912467,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,lr,25,0.938,0.95,0.056421036266035826,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,lr,50,0.944,0.95,0.05461989869391313,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,lr,100,0.966,0.95,0.04010403138505321,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,svm,5,0.8759999999999999,0.9,0.06633249580710797,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,svm,10,0.9159999999999999,0.9,0.06726812023536856,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,svm,25,0.93,0.95,0.06922186552431728,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,svm,50,0.9420000000000001,0.95,0.06238322424070967,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_count,svm,100,0.95,0.95,0.04787135538781692,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,knn,5,0.9179999999999999,0.95,0.07199537022151724,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,knn,10,0.9440000000000001,0.95,0.05267826876426371,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,knn,25,0.9440000000000001,0.95,0.0634428877022476,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,knn,50,0.9740000000000001,1.0,0.04112987559751022,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,knn,100,0.978,1.0,0.03253203549323856,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,lr,5,0.8640000000000001,0.85,0.08841191473249896,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,lr,10,0.9179999999999999,0.95,0.07053367989832941,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,lr,25,0.946,0.95,0.06601767440112787,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,lr,50,0.96,1.0,0.05773502691896259,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,lr,100,0.9840000000000001,1.0,0.027838821814150125,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,svm,5,0.8640000000000001,0.85,0.08602325267042626,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,svm,10,0.9059999999999999,0.9,0.06819090848492926,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,svm,25,0.9420000000000001,0.95,0.0672061505121865,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,svm,50,0.978,1.0,0.03840572873934304,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_bootstrap,split_importance,svm,100,0.9840000000000001,1.0,0.027838821814150122,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,knn,5,0.93,0.95,0.059511903571190405,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,knn,10,0.9359999999999999,0.95,0.04898979485566354,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,knn,25,0.9359999999999999,0.95,0.04898979485566356,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,knn,50,0.96,0.95,0.0353553390593274,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,knn,100,0.94,0.95,0.04999999999999996,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,lr,5,0.9159999999999999,0.95,0.07735200923914864,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,lr,10,0.9259999999999999,0.95,0.07376765325443577,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,lr,25,0.9440000000000001,0.95,0.03905124837953325,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,lr,50,0.948,0.95,0.04203173404306163,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,lr,100,0.946,0.95,0.04310839052125853,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,svm,5,0.89,0.9,0.06454972243679027,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,svm,10,0.898,0.9,0.06370504951205463,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,svm,25,0.9079999999999999,0.9,0.0606904715201104,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,svm,50,0.9259999999999999,0.95,0.04813176359397884,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_count,svm,100,0.9259999999999999,0.95,0.057951128835712344,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,knn,5,0.93,0.95,0.06614378277661476,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,knn,10,0.948,0.95,0.05492419017761358,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,knn,25,0.97,0.95,0.028867513459481298,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,knn,50,0.966,0.95,0.03452052529534663,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,knn,100,0.972,0.95,0.02915475947422652,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,lr,5,0.872,0.9,0.0902311845575944,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,lr,10,0.914,0.95,0.08356634091147784,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,lr,25,0.966,0.95,0.03135814620371131,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,lr,50,0.9620000000000001,0.95,0.043969686527576414,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,lr,100,0.978,1.0,0.029154759474226518,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,svm,5,0.858,0.85,0.096479704256042,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,svm,10,0.898,0.9,0.07836878630339164,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,svm,25,0.9620000000000001,0.95,0.048476798574163274,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,svm,50,0.976,1.0,0.03265986323710905,25,25,5,5,10000,0,True
classification,pixraw10P,cif_no_mute,split_importance,svm,100,0.982,1.0,0.028431203515386663,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,knn,5,0.92,0.9,0.055901699437494734,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,knn,10,0.9359999999999999,0.95,0.058665719689326795,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,knn,25,0.9520000000000001,0.95,0.044440972086577935,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,knn,50,0.966,1.0,0.04262237284181475,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,knn,100,0.9740000000000001,1.0,0.035707142142714275,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,lr,5,0.8639999999999999,0.85,0.09300537618869137,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,lr,10,0.922,0.95,0.05220153254455275,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,lr,25,0.948,0.95,0.044440972086577914,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,lr,50,0.964,0.95,0.03391164991562635,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,lr,100,0.978,1.0,0.029154759474226508,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,svm,5,0.88,0.85,0.061237243569579436,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,svm,10,0.902,0.9,0.06034622330077225,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,svm,25,0.91,0.9,0.05773502691896255,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,svm,50,0.948,0.95,0.046726152562920634,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_count,svm,100,0.912,0.9,0.04847679857416328,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,knn,5,0.9279999999999999,0.95,0.06137317546507324,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,knn,10,0.9359999999999999,0.95,0.058665719689326795,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,knn,25,0.9520000000000001,0.95,0.044440972086577935,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,knn,50,0.966,1.0,0.04262237284181475,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,knn,100,0.9740000000000001,1.0,0.035707142142714275,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,lr,5,0.86,0.85,0.08897565210026094,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,lr,10,0.922,0.95,0.05220153254455275,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,lr,25,0.948,0.95,0.044440972086577914,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,lr,50,0.964,0.95,0.03391164991562635,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,lr,100,0.978,1.0,0.029154759474226508,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,svm,5,0.848,0.85,0.08351646544245032,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,svm,10,0.902,0.9,0.06034622330077225,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,svm,25,0.91,0.9,0.05773502691896255,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,svm,50,0.948,0.95,0.046726152562920634,25,25,5,5,10000,0,True
classification,pixraw10P,cif_one_tree,split_importance,svm,100,0.912,0.9,0.04847679857416328,25,25,5,5,10000,0,True
classification,spam,cif_default,split_count,knn,5,0.7578006129479016,0.7628121348937603,0.026642131016532563,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,knn,10,0.8717460365461591,0.8859049116924096,0.030497518195553585,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,knn,25,0.9199839865601276,0.9196617754807026,0.007343255843930264,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,knn,50,0.9158318083101753,0.915881690808377,0.008100437481676683,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,lr,5,0.8654142984527685,0.8665914902245897,0.02256024650395885,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,lr,10,0.9021758101090888,0.9034872966650345,0.006499188311024659,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,lr,25,0.9185849307182125,0.917973599220539,0.007274118406509511,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,lr,50,0.924884433310162,0.9242128025119227,0.007276635763710346,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,svm,5,0.8695005191953317,0.871723096063272,0.017478985964608066,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,svm,10,0.9082593796848826,0.9094148602064385,0.007978952277978856,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,svm,25,0.9235891207062182,0.9254094140478029,0.007041340660943744,25,25,5,5,57,0,True
classification,spam,cif_default,split_count,svm,50,0.9293567955208947,0.9289193845422682,0.006364788936655716,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,knn,5,0.7149479584050448,0.7138003175215514,0.018028783765428262,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,knn,10,0.8651600562713628,0.8774549806865786,0.03619914165769137,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,knn,25,0.9179673022324403,0.9177411457483271,0.008509959678083141,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,knn,50,0.9145222387415147,0.9163003227786689,0.008666414624477129,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,lr,5,0.8769121757365609,0.8764806544307115,0.009050763749896778,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,lr,10,0.9028991933351128,0.9055150822736917,0.010562354402473778,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,lr,25,0.9169533085901784,0.9171995786162589,0.008384200700555745,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,lr,50,0.9234425342745909,0.9240281985781897,0.00774364327856326,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,svm,5,0.8835007319621954,0.8837105685261094,0.007738678456298663,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,svm,10,0.908828272131,0.9089946384667793,0.008843660724190495,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,svm,25,0.9260887126835327,0.9268414518944958,0.006809550398740414,25,25,5,5,57,0,True
classification,spam,cif_default,split_importance,svm,50,0.9293458681442252,0.9294045426642112,0.0062008830917630355,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,knn,5,0.7541831520167545,0.7550149507911048,0.019892844793383543,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,knn,10,0.8563884051687064,0.8423384621477653,0.029361598965259274,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,knn,25,0.9181577923983555,0.9170591545958116,0.007217009901717033,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,knn,50,0.9120937501705881,0.9119338996811819,0.007963453064623342,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,lr,5,0.86093459829032,0.8562694310778431,0.015971720254503004,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,lr,10,0.9011531904133507,0.9010885746645498,0.006992752831652314,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,lr,25,0.9180428949424375,0.9189142359254638,0.007961659466670042,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,lr,50,0.9230411465487134,0.9211915087427474,0.007841625549660098,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,svm,5,0.8643821415952195,0.8641927682241048,0.016725228380640916,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,svm,10,0.9086518636328094,0.9065575555951604,0.00745339061968009,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,svm,25,0.9237145707166866,0.9229093645418721,0.007640696750312043,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_count,svm,50,0.928617064329856,0.9262380620304564,0.0071143206596911285,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,knn,5,0.7115988744803675,0.7135289807718965,0.02247697298922173,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,knn,10,0.8484268125345897,0.8346848452444603,0.03203373980082401,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,knn,25,0.9180430715380998,0.9171377558842877,0.00794807973907705,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,knn,50,0.9123300978703862,0.914259289483706,0.00848674017372177,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,lr,5,0.8773791509721803,0.8773639081962019,0.010767514068904319,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,lr,10,0.9017483258022955,0.9010885746645498,0.008036176692257634,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,lr,25,0.919515713955765,0.9209766284546343,0.006857421535387782,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,lr,50,0.9235655257346085,0.9239011627619429,0.007961045450291832,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,svm,5,0.8852843717581235,0.8832440613083669,0.00865816940007558,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,svm,10,0.908322994987406,0.907269172665067,0.007570491484906594,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,svm,25,0.9251054284757696,0.9248499970296442,0.0065939242795238166,25,25,5,5,57,0,True
classification,spam,cif_no_bootstrap,split_importance,svm,50,0.9288854555981944,0.9288074147711818,0.006563045119917963,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,knn,5,0.7554834064227798,0.7600497039545338,0.02944978892956158,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,knn,10,0.8701855637833404,0.8859049116924096,0.032081440298515604,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,knn,25,0.918843022828442,0.9196617754807026,0.007001135210876974,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,knn,50,0.9155745589253533,0.9146153884198605,0.007895294503552513,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,lr,5,0.86408592606192,0.8650468326105467,0.02230690664881624,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,lr,10,0.902000329995662,0.9034872966650345,0.006447127506900298,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,lr,25,0.9180734288272615,0.9193510096888586,0.007351866836051933,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,lr,50,0.9241552147204621,0.9239629854939142,0.007461573337034357,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,svm,5,0.8699178370933943,0.871723096063272,0.01741947315714957,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,svm,10,0.9089470849810679,0.9094148602064385,0.006989542837433113,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,svm,25,0.9242072629189504,0.9254640414261763,0.007145945512297063,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_count,svm,50,0.9288800705234884,0.926655983698582,0.006700988145064757,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,knn,5,0.7162523685914528,0.7143888699299178,0.01721276250111337,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,knn,10,0.8581720758624115,0.8444636985692704,0.03501352419667518,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,knn,25,0.9193549955255915,0.9169736034376919,0.008572249329814716,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,knn,50,0.914668818324272,0.9128299570288521,0.007444646707801953,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,lr,5,0.8766323413225662,0.8764806544307115,0.009345923496097374,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,lr,10,0.9031373674355317,0.9021717089286863,0.00952900376395488,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,lr,25,0.9175620821567994,0.9193510096888586,0.007337084247524757,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,lr,50,0.9227716633571684,0.9225855750255947,0.008005032231675613,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,svm,5,0.8833688764394471,0.8832440613083669,0.007712767588253111,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,svm,10,0.9095175811205319,0.9089946384667793,0.009369784327265776,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,svm,25,0.9264193617031521,0.9279097487029591,0.007865173808950904,25,25,5,5,57,0,True
classification,spam,cif_no_mute,split_importance,svm,50,0.9287823075596492,0.9280975860908136,0.006996266283416068,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,knn,5,0.6940391107410241,0.6909443751361413,0.08265013452875512,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,knn,10,0.7941905017417105,0.7746674960751208,0.060237894003819584,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,knn,25,0.8685041552028855,0.8768846826031577,0.030378886259842797,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,knn,50,0.8966775772869628,0.8963683758405165,0.010771180665560267,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,lr,5,0.7967141367936076,0.808364368344783,0.03470894641283361,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,lr,10,0.8481610370116399,0.8615615927514083,0.03450791248310197,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,lr,25,0.8938155937280078,0.8966002443234367,0.016811491762208676,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,lr,50,0.9170474988443031,0.9163637352800076,0.007405962039976004,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,svm,5,0.8085537700486536,0.810162173390507,0.033900505758068765,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,svm,10,0.8590949094157494,0.86623992554308,0.025858722476647677,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,svm,25,0.9040396943581913,0.9042802827778768,0.012898838236182758,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_count,svm,50,0.921936701109987,0.9216260862254008,0.006667104768802756,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,knn,5,0.7173203814788449,0.7024049981187745,0.06787629939872594,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,knn,10,0.813002519620571,0.8358432840254262,0.06061242753441626,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,knn,25,0.8685040908540634,0.8768846826031577,0.030388003304320874,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,knn,50,0.8966775772869628,0.8963683758405165,0.010771180665560267,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,lr,5,0.817999192222928,0.8329556562694392,0.039468209059293456,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,lr,10,0.8614605742707425,0.87000732687776,0.03539088153349585,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,lr,25,0.8938155937280078,0.8966002443234367,0.016811491762208676,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,lr,50,0.9170474988443031,0.9163637352800076,0.007405962039976004,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,svm,5,0.8267469981101876,0.84099055066797,0.03514885075382682,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,svm,10,0.8692906714281822,0.8764699783761367,0.025726355888410334,25,25,5,5,57,0,True
classification,spam,cif_one_tree,split_importance,svm,25,0.9040396943581913,0.9042802827778768,0.012898838236182758,25,25,5,5,57,0,True
