method,avg_rank,std_rank,cd
cit,4.75,2.25,16.311219536000955
r_ctree,4.75,2.25,16.311219536000955
rfe,4.75,2.25,16.311219536000955
ptest_pc,8.0,7.0,16.311219536000955
boruta,8.25,1.25,16.311219536000955
cif,8.25,1.25,16.311219536000955
cpi,8.25,1.25,16.311219536000955
lgbm,8.25,1.25,16.311219536000955
pi,8.25,1.25,16.311219536000955
ptest_dc,8.25,1.25,16.311219536000955
ptest_rdc,8.25,5.75,16.311219536000955
rf,8.25,1.25,16.311219536000955
xgb,8.25,1.25,16.311219536000955
cat,11.75,2.25,16.311219536000955
et,11.75,2.25,16.311219536000955
r_cforest,16.0,0.0,16.311219536000955
