method,avg_rank,std_rank,cd
cat,4.413043478260869,3.073916118318369,4.289604706734938
lgbm,5.1521739130434785,3.1361662507531305,4.289604706734938
xgb,5.3478260869565215,3.05541138839976,4.289604706734938
et,5.369565217391305,2.5461710012263166,4.289604706734938
cif,5.543478260869565,3.11696983385781,4.289604706734938
rfe,6.065217391304348,3.079752770378503,4.289604706734938
rf,6.1521739130434785,2.663908466441807,4.289604706734938
boruta,7.195652173913044,4.090655125683157,4.289604706734938
ptest_mc,9.021739130434783,3.5736908848755684,4.289604706734938
ptest_rdc,9.478260869565217,3.265359228089432,4.289604706734938
pi,9.608695652173912,3.6354430438068626,4.289604706734938
cit,9.673913043478262,3.894278678679939,4.289604706734938
r_ctree,12.108695652173912,3.2901583209532057,4.289604706734938
cpi,12.217391304347826,3.1788228849430142,4.289604706734938
r_cforest,12.652173913043478,2.314579418122811,4.289604706734938
