method,avg_rank,std_rank,cd
cat,5.0,2.280350850198276,5.956015253524448
ptest_pc,5.7,4.567274898667695,5.956015253524448
ptest_rdc,5.933333333333334,4.508756911709577,5.956015253524448
rf,6.066666666666666,3.021405118299909,5.956015253524448
cif,6.133333333333334,3.095516470998373,5.956015253524448
boruta,6.266666666666667,3.2754982657435323,5.956015253524448
ptest_dc,6.433333333333334,4.563867755411947,5.956015253524448
et,6.466666666666667,3.159465496286076,5.956015253524448
rfe,8.266666666666667,3.5301872786329933,5.956015253524448
pi,8.733333333333333,3.8378234572331342,5.956015253524448
lgbm,9.333333333333334,3.2998316455372216,5.956015253524448
cit,10.866666666666667,3.7392809766347086,5.956015253524448
cpi,11.133333333333333,3.844765561412323,5.956015253524448
xgb,11.2,4.166533331199932,5.956015253524448
r_cforest,13.866666666666667,2.6799668322989043,5.956015253524448
r_ctree,14.6,1.9252705437591535,5.956015253524448
