study,task,n,k,threshold_test,stopping,repeats,censored,timeout_seconds,seconds_per_fit,seconds_min,seconds_max,depth
synthetic_scaling,classification,16000,16,maxt,exhaustive,3,False,1200.0,1.1438380100000245,1.1204018049999718,1.1554902650000258,8.0
synthetic_scaling,classification,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.6588320170000088,0.6488666530000273,0.6630759539999644,8.0
synthetic_scaling,classification,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.7620870779999791,0.7532498929999747,0.7687241849999964,8.0
synthetic_scaling,classification,16000,64,bonferroni,adaptive,3,False,1200.0,1.3869506379999734,1.3745658860000276,1.418056766999996,8.0
synthetic_scaling,classification,16000,64,bonferroni,exhaustive,3,False,1200.0,3.887747272000013,3.852007901999969,3.9000780829999826,8.0
synthetic_scaling,classification,16000,64,maxt,adaptive,3,False,1200.0,0.7570313249999572,0.7452714310000488,0.773567479999997,9.0
synthetic_scaling,classification,16000,64,maxt,exhaustive,3,False,1200.0,2.220570844000008,2.2118521689999966,2.245272423000017,8.0
synthetic_scaling,classification,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.8839822679999543,0.8727041589999658,0.8952792530000124,8.0
synthetic_scaling,classification,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,1.1512127729999977,1.1330634390000114,1.1837034620000395,0.0
synthetic_scaling,classification,16000,256,bonferroni,adaptive,3,False,1200.0,10.91146058999999,10.892334399999982,11.030551091999996,7.0
synthetic_scaling,classification,16000,256,bonferroni,exhaustive,3,False,1200.0,89.84570073300006,89.02207860700003,90.51292997100006,7.0
synthetic_scaling,classification,16000,256,maxt,adaptive,3,False,1200.0,1.5226271909999696,1.4834728790000329,1.529538241999944,9.0
synthetic_scaling,classification,16000,256,maxt,exhaustive,3,False,1200.0,6.466179882000006,6.43419371799996,6.526591434000011,9.0
synthetic_scaling,classification,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,7.75282887000003,7.747331549999899,7.834166245000006,7.0
synthetic_scaling,classification,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.687258073999942,3.6768255829999816,3.750918740999964,0.0
synthetic_scaling,regression,1000,16,bonferroni,adaptive,3,False,1200.0,0.3409369820000165,0.2766687319999619,0.3529222720000007,7.0
synthetic_scaling,regression,1000,16,bonferroni,exhaustive,3,False,1200.0,0.2969065720000117,0.2792101000000002,0.3270484539999643,7.0
synthetic_scaling,regression,1000,16,maxt,adaptive,3,False,1200.0,0.3050228549999474,0.2995230469999796,0.3195369369999525,7.333333333333333
synthetic_scaling,regression,1000,16,maxt,exhaustive,3,False,1200.0,0.2947384880000072,0.2937843939999993,0.3036311189999878,6.0
synthetic_scaling,regression,1000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.3042935160000297,0.291246669999964,0.3334988359999897,7.0
