method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863848,,,1.863 [insufficient data],1.0794509043243858,,,1.079 [insufficient data]
cat,0.9999408913110309,,,1.000 [insufficient data],1.8632922683864017,,,1.863 [insufficient data],1.0794509043243932,,,1.079 [insufficient data]
cif,0.9999408913110309,,,1.000 [insufficient data],1.863292268386377,,,1.863 [insufficient data],1.0794509043243834,,,1.079 [insufficient data]
cit,0.9999408913110309,,,1.000 [insufficient data],1.863292268386388,,,1.863 [insufficient data],1.0794509043243883,,,1.079 [insufficient data]
cpi,0.9999408913110309,,,1.000 [insufficient data],1.863292268386295,,,1.863 [insufficient data],1.079450904324357,,,1.079 [insufficient data]
et,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863564,,,1.863 [insufficient data],1.0794509043243787,,,1.079 [insufficient data]
lgbm,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863513,,,1.863 [insufficient data],1.0794509043243754,,,1.079 [insufficient data]
pi,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863256,,,1.863 [insufficient data],1.0794509043243685,,,1.079 [insufficient data]
ptest_dc,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863449,,,1.863 [insufficient data],1.079450904324374,,,1.079 [insufficient data]
ptest_pc,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863642,,,1.863 [insufficient data],1.079450904324382,,,1.079 [insufficient data]
ptest_rdc,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863504,,,1.863 [insufficient data],1.0794509043243756,,,1.079 [insufficient data]
r_cforest,0.7592969281375261,,,0.759 [insufficient data],7632.272426233553,,,7632.272 [insufficient data],36.20926246186302,,,36.209 [insufficient data]
r_ctree,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863475,,,1.863 [insufficient data],1.0794509043243747,,,1.079 [insufficient data]
rf,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863078,,,1.863 [insufficient data],1.079450904324363,,,1.079 [insufficient data]
rfe,0.9999408913110309,,,1.000 [insufficient data],1.8632922683863353,,,1.863 [insufficient data],1.0794509043243727,,,1.079 [insufficient data]
xgb,0.9999408913110309,,,1.000 [insufficient data],1.863292268386348,,,1.863 [insufficient data],1.0794509043243756,,,1.079 [insufficient data]
