task,model_variant,ranking_variant,reference_model_variant,reference_ranking_variant,downstream_model,k,n_datasets,mean_delta_vs_reference,median_delta_vs_reference,ci95_mean_delta_lower,ci95_mean_delta_upper,wins,losses,ties,win_share,nonloss_share,sign_test_pvalue_two_sided,bootstrap_replicates
regression,cif_no_mute,split_importance,cif_default,split_importance,knn,25,7,-0.01488015978630764,0.0023494365130937167,-0.04881748911181697,0.006630876102492154,4,3,0,0.5714285714285714,0.5714285714285714,1.0,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,knn,50,7,-0.0034532422495553413,-0.0005481456955545028,-0.0328190839189953,0.022964258172791994,3,4,0,0.42857142857142855,0.42857142857142855,1.0,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,knn,100,6,-0.0124208532857482,-0.0014923086412520492,-0.03871424672153206,0.00514522240025241,2,4,0,0.3333333333333333,0.3333333333333333,0.6875,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,ridge,5,8,0.0005052482512539367,-8.81525682450146e-08,-0.002952718794560297,0.004651111733598739,3,4,1,0.375,0.5,1.0,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,ridge,10,8,-0.019313766160943952,0.0008956428148655382,-0.06180230107738538,0.002796729628029519,6,2,0,0.75,0.75,0.2890625,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,ridge,25,7,-0.024224698937759463,-0.00013985534973293134,-0.0669451915657948,0.0032321561732667906,3,4,0,0.42857142857142855,0.42857142857142855,1.0,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,ridge,50,7,0.009194165492337019,-0.0006582120441339656,-0.01895743346721479,0.038043391638002085,3,4,0,0.42857142857142855,0.42857142857142855,1.0,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,ridge,100,6,-0.035397576043632785,-5.67030935367252e-05,-0.18297172899684946,0.08261584350507627,2,4,0,0.3333333333333333,0.3333333333333333,0.6875,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,svr,5,8,0.002976453764668423,0.0006339613724781722,0.0002545016073426023,0.006495527399063719,5,2,1,0.625,0.75,0.453125,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,svr,10,8,-0.002947679438849705,1.9640286808304125e-06,-0.010611771390140329,0.0015818209012984264,4,4,0,0.5,0.5,1.0,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,svr,25,7,0.001448822345382364,0.00012298111320609845,-0.004036448283383522,0.006632723696587959,5,2,0,0.7142857142857143,0.7142857142857143,0.453125,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,svr,50,7,-0.0013996076544713126,-9.152036179738143e-07,-0.005023939083456626,0.0013045373652565417,3,4,0,0.42857142857142855,0.42857142857142855,1.0,20000
regression,cif_no_mute,split_importance,cif_default,split_importance,svr,100,6,-0.005991665076984359,-0.00013764857064487487,-0.016450147399104106,0.0019628372769821597,2,4,0,0.3333333333333333,0.3333333333333333,0.6875,20000
regression,cif_one_tree,split_count,cif_default,split_importance,knn,5,8,-0.5606072684230033,-0.0962003290460943,-1.4610659777227055,-0.07264124343742588,0,8,0,0.0,0.0,0.0078125,20000
regression,cif_one_tree,split_count,cif_default,split_importance,knn,10,8,-0.8811720829194652,-0.05277812230760065,-2.5545646670207707,-0.008953685548051205,2,6,0,0.25,0.25,0.2890625,20000
regression,cif_one_tree,split_count,cif_default,split_importance,knn,25,7,-1.9082380284152898,-0.17967965661724705,-5.168361965664223,-0.09806754763064053,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_count,cif_default,split_importance,knn,50,7,-1.8928727047773006,-0.17036843725289164,-4.983960224880124,-0.11429501406629339,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_count,cif_default,split_importance,knn,100,6,-2.3245492516449766,-0.2713034415098779,-6.192824809168869,-0.08829549829696443,1,5,0,0.16666666666666666,0.16666666666666666,0.21875,20000
regression,cif_one_tree,split_count,cif_default,split_importance,ridge,5,8,-0.0468179495352826,-0.05273208420539547,-0.16903655916355223,0.10068981974672936,2,6,0,0.25,0.25,0.2890625,20000
regression,cif_one_tree,split_count,cif_default,split_importance,ridge,10,8,0.027466784171024772,-0.011380536243268475,-0.09780785080417664,0.20291595907948942,3,5,0,0.375,0.375,0.7265625,20000
regression,cif_one_tree,split_count,cif_default,split_importance,ridge,25,7,-0.6236742789888909,-0.2029327355716991,-1.200938249813538,-0.14498635495354714,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_count,cif_default,split_importance,ridge,50,7,-0.59862143753101,-0.04690598125880541,-1.199467636160475,-0.0232171672115147,2,5,0,0.2857142857142857,0.2857142857142857,0.453125,20000
regression,cif_one_tree,split_count,cif_default,split_importance,ridge,100,6,-0.09284948470996753,0.004994210873815463,-0.46657316577681057,0.2006681040994911,3,3,0,0.5,0.5,1.0,20000
regression,cif_one_tree,split_count,cif_default,split_importance,svr,5,8,-0.05632501628916098,-0.043469361178551866,-0.103743800223001,-0.016780526148774462,1,7,0,0.125,0.125,0.0703125,20000
regression,cif_one_tree,split_count,cif_default,split_importance,svr,10,8,-0.08497712938849869,-0.024421708643399667,-0.20041340547047695,-0.017118341444720072,0,8,0,0.0,0.0,0.0078125,20000
regression,cif_one_tree,split_count,cif_default,split_importance,svr,25,7,-0.13747487263011296,-0.028705234455611694,-0.3140380684619549,-0.025974719975434924,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_count,cif_default,split_importance,svr,50,7,-0.16632093848656013,-0.019509553701910168,-0.3495034370835179,-0.030223541224498208,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_count,cif_default,split_importance,svr,100,6,-0.20271722271576398,-0.11326348964627678,-0.38929385149964996,-0.03807728493260594,1,5,0,0.16666666666666666,0.16666666666666666,0.21875,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,knn,5,8,-0.5543722957602609,-0.09424317759356726,-1.455837178450943,-0.07355318595402832,0,8,0,0.0,0.0,0.0078125,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,knn,10,8,-0.8805090805692964,-0.05292712729600496,-2.5499331931214173,-0.008051032925032384,2,6,0,0.25,0.25,0.2890625,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,knn,25,7,-1.9083234497954336,-0.17967965661724705,-5.166384929467814,-0.09574945038465091,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,knn,50,7,-1.8928727047695395,-0.17036843725289164,-4.983960224880126,-0.11627121901869249,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,knn,100,6,-2.3245492516661317,-0.2713034415733462,-6.192824809168868,-0.08829549831812052,1,5,0,0.16666666666666666,0.16666666666666666,0.21875,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,ridge,5,8,-0.04492849724314924,-0.056974990275080274,-0.16447633498902087,0.10272372303675617,2,6,0,0.25,0.25,0.2890625,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,ridge,10,8,0.027734318101832543,-0.011232887819548197,-0.0973489699022491,0.20126613581702704,3,5,0,0.375,0.375,0.7265625,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,ridge,25,7,-0.6236742789888895,-0.2029327355716991,-1.2009382498135348,-0.14498635495354714,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,ridge,50,7,-0.5986214375310123,-0.04690598125880541,-1.2007248137525328,-0.020175796307081502,2,5,0,0.2857142857142857,0.2857142857142857,0.453125,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,ridge,100,6,-0.09284948470996744,0.004994210873815408,-0.46657316577681057,0.20066810409948657,3,3,0,0.5,0.5,1.0,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,svr,5,8,-0.054374109852129676,-0.035596692083106736,-0.10119520463874702,-0.014611077510209446,1,7,0,0.125,0.125,0.0703125,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,svr,10,8,-0.08485322851912878,-0.023926105165920048,-0.20086120565087529,-0.017257476399769406,0,8,0,0.0,0.0,0.0078125,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,svr,25,7,-0.13747487263011296,-0.028705234455611687,-0.31425656975045924,-0.02608245778152399,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,svr,50,7,-0.16632093848656013,-0.019509553701910168,-0.34912017764104125,-0.030223541224498218,0,7,0,0.0,0.0,0.015625,20000
regression,cif_one_tree,split_importance,cif_default,split_importance,svr,100,6,-0.202717222715764,-0.11326348964627672,-0.38929385149964996,-0.03755685521635794,1,5,0,0.16666666666666666,0.16666666666666666,0.21875,20000
