method,r2_mean,r2_ci_lo,r2_ci_hi,r2_formatted,mse_mean,mse_ci_lo,mse_ci_hi,mse_formatted,mae_mean,mae_ci_lo,mae_ci_hi,mae_formatted
boruta,0.14323303151360287,,,0.143 [insufficient data],0.45437385270031105,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
cat,0.14323303151360287,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
cif,0.1432330315136028,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
cit,0.1432330315136028,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
cpi,0.14323303151360284,,,0.143 [insufficient data],0.45437385270031105,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
et,0.14323303151360275,,,0.143 [insufficient data],0.45437385270031105,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
lgbm,0.14323303151360278,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
pi,0.1432330315136028,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
ptest_dc,0.14323303151360295,,,0.143 [insufficient data],0.45437385270031105,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
ptest_pc,0.14323303151360278,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
ptest_rdc,0.1432330315136028,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
r_cforest,-0.31415546326669697,,,-0.314 [insufficient data],0.6862797067590346,,,0.686 [insufficient data],0.49822319109149954,,,0.498 [insufficient data]
r_ctree,0.14323303151360287,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
rf,0.14323303151360275,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
rfe,0.14323303151360275,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
xgb,0.14323303151360278,,,0.143 [insufficient data],0.45437385270031116,,,0.454 [insufficient data],0.4166695342888016,,,0.417 [insufficient data]
