task,downstream_model,dataset,focus_method,baseline,n_k,supported_k,mean_delta,median_delta,start_delta,end_delta,delta_change,win_share,nonloss_share
classification,knn,warpPIE10P,cif,xgb,5,"5,10,25,50,100",0.006879999999999975,-0.009600000000000053,0.0776,-0.007800000000000029,-0.08540000000000003,0.2,0.2
classification,knn,wine,cif,boruta,2,"5,10",0.08794035594035599,0.08794035594035599,0.14408658008658015,0.03179413179413182,-0.11229244829244833,1.0,1.0
classification,knn,wine,cif,cat,2,"5,10",0.002349206349206323,0.002349206349206323,0.003809523809523818,0.000888888888888828,-0.00292063492063499,1.0,1.0
classification,knn,wine,cif,cit,2,"5,10",0.01765079365079364,0.01765079365079364,0.01707936507936514,0.01822222222222214,0.0011428571428570011,1.0,1.0
classification,knn,wine,cif,cpi,2,"5,10",0.021015873015872988,0.021015873015872988,0.028444444444444383,0.013587301587301592,-0.014857142857142791,1.0,1.0
classification,knn,wine,cif,et,2,"5,10",-6.878306878310703e-05,-6.878306878310703e-05,0.001777777777777767,-0.001915343915343981,-0.003693121693121748,0.5,0.5
classification,knn,wine,cif,lgbm,2,"5,10",5.820105820109056e-05,5.820105820109056e-05,0.006698412698412759,-0.006582010582010578,-0.013280423280423337,0.5,0.5
classification,knn,wine,cif,pi,2,"5,10",0.009010582010582024,0.009010582010582024,0.01427513227513233,0.0037460317460317194,-0.01052910052910061,1.0,1.0
classification,knn,wine,cif,ptest_mc,2,"5,10",0.002862433862433844,0.002862433862433844,0.0,0.005724867724867688,0.005724867724867688,0.5,1.0
classification,knn,wine,cif,ptest_rdc,2,"5,10",0.008566137566137555,0.008566137566137555,0.013492063492063444,0.0036402116402116658,-0.009851851851851778,1.0,1.0
classification,knn,wine,cif,r_cforest,2,"5,10",0.0030264550264549883,0.0030264550264549883,0.009333333333333305,-0.003280423280423328,-0.012613756613756633,0.5,0.5
classification,knn,wine,cif,r_ctree,2,"5,10",0.042260221260221276,0.042260221260221276,0.05259355459355464,0.031926887926887915,-0.020666666666666722,1.0,1.0
classification,knn,wine,cif,rf,2,"5,10",0.0015978835978835981,0.0015978835978835981,0.004698412698412757,-0.001502645502645561,-0.006201058201058318,0.5,0.5
classification,knn,wine,cif,rfe,2,"5,10",-0.002148148148148177,-0.002148148148148177,0.0009523809523809268,-0.00524867724867728,-0.006201058201058207,0.5,0.5
classification,knn,wine,cif,xgb,2,"5,10",0.008116402116402133,0.008116402116402133,0.015767195767195763,0.00046560846560850244,-0.01530158730158726,1.0,1.0
classification,lr,ALLAML,cif,boruta,5,"5,10,25,50,100",-0.012177777777777754,-0.01644444444444426,-0.0257777777777779,-0.00022222222222234578,0.025555555555555554,0.0,0.0
classification,lr,ALLAML,cif,cat,5,"5,10,25,50,100",-0.008977777777777774,0.005111111111110955,-0.05888888888888888,0.005111111111110955,0.06399999999999983,0.6,0.6
classification,lr,ALLAML,cif,cit,5,"5,10,25,50,100",0.027644444444444426,0.03333333333333344,-0.0384444444444445,0.03222222222222204,0.07066666666666654,0.8,0.8
classification,lr,ALLAML,cif,cpi,5,"5,10,25,50,100",0.28151111111111116,0.28022222222222226,0.28022222222222226,0.18355555555555547,-0.09666666666666679,1.0,1.0
classification,lr,ALLAML,cif,et,5,"5,10,25,50,100",-0.004266666666666685,-0.001777777777777767,-0.011111111111111183,-0.012666666666666826,-0.0015555555555556433,0.4,0.4
classification,lr,ALLAML,cif,lgbm,5,"5,10,25,50,100",-0.009155555555555538,-0.010444444444444367,-0.04599999999999993,0.014222222222222136,0.060222222222222066,0.4,0.4
classification,lr,ALLAML,cif,pi,5,"5,10,25,50,100",0.20351111111111114,0.19244444444444442,0.19244444444444442,0.13244444444444436,-0.06000000000000005,1.0,1.0
classification,lr,ALLAML,cif,ptest_mc,5,"5,10,25,50,100",-0.005022222222222217,-0.0020000000000000018,-0.026222222222222258,-0.004222222222222349,0.02199999999999991,0.2,0.2
classification,lr,ALLAML,cif,ptest_rdc,5,"5,10,25,50,100",-0.021822222222222167,-0.0057777777777776596,-0.07488888888888878,-0.004222222222222349,0.07066666666666643,0.2,0.2
classification,lr,ALLAML,cif,r_cforest,5,"5,10,25,50,100",0.17893333333333333,0.1717777777777778,0.25355555555555553,0.11488888888888871,-0.13866666666666683,1.0,1.0
classification,lr,ALLAML,cif,r_ctree,5,"5,10,25,50,100",0.2634666666666667,0.2917777777777778,0.2917777777777778,0.1599999999999998,-0.131777777777778,1.0,1.0
classification,lr,ALLAML,cif,rf,5,"5,10,25,50,100",-0.010711111111111093,-0.0119999999999999,-0.029777777777777792,-0.0024444444444445823,0.02733333333333321,0.2,0.2
classification,lr,ALLAML,cif,rfe,5,"5,10,25,50,100",-0.0049333333333333226,0.004222222222222349,-0.06844444444444453,0.039999999999999813,0.10844444444444434,0.6,0.6
classification,lr,ALLAML,cif,xgb,5,"5,10,25,50,100",-0.007866666666666666,0.009777777777777663,-0.06666666666666665,0.009777777777777663,0.07644444444444431,0.6,0.6
classification,lr,CLL_SUB_111,cif,boruta,5,"5,10,25,50,100",-0.051684848484848486,-0.06545454545454554,-0.06545454545454554,0.005117845117845077,0.07057239057239062,0.2,0.2
classification,lr,CLL_SUB_111,cif,cat,5,"5,10,25,50,100",-0.04867070707070709,-0.04583164983164978,-0.04583164983164978,-0.012350168350168556,0.03348148148148122,0.0,0.0
classification,lr,CLL_SUB_111,cif,cit,5,"5,10,25,50,100",-0.0012255892255892409,-0.03842424242424236,-0.0801616161616161,0.11543434343434333,0.19559595959595943,0.4,0.4
classification,lr,CLL_SUB_111,cif,cpi,5,"5,10,25,50,100",0.20327272727272722,0.18781144781144776,0.15536700336700326,0.17400673400673394,0.01863973063973068,1.0,1.0
classification,lr,CLL_SUB_111,cif,et,5,"5,10,25,50,100",0.023609427609427615,0.017804713804713823,0.017804713804713823,0.07032996632996624,0.05252525252525242,0.6,0.6
classification,lr,CLL_SUB_111,cif,lgbm,5,"5,10,25,50,100",-0.05202693602693607,-0.04735353535353526,-0.09928619528619542,-0.01532659932659941,0.08395959595959601,0.0,0.0
classification,lr,CLL_SUB_111,cif,pi,5,"5,10,25,50,100",0.09878787878787879,0.08562962962962961,0.08562962962962961,0.11459932659932648,0.028969696969696868,1.0,1.0
classification,lr,CLL_SUB_111,cif,ptest_mc,5,"5,10,25,50,100",0.0694491582491582,0.06188552188552199,0.01974410774410762,0.13123232323232314,0.11148821548821553,1.0,1.0
classification,lr,CLL_SUB_111,cif,ptest_rdc,5,"5,10,25,50,100",0.015183838383838365,0.012417508417508327,-0.006208754208754219,0.06280134680134675,0.06901010101010097,0.6,0.6
classification,lr,CLL_SUB_111,cif,r_cforest,5,"5,10,25,50,100",0.077050505050505,0.07085521885521884,0.08294949494949488,0.06460606060606044,-0.01834343434343444,1.0,1.0
classification,lr,CLL_SUB_111,cif,r_ctree,5,"5,10,25,50,100",0.05340067340067336,0.06329966329966319,0.06329966329966319,0.04323232323232318,-0.02006734006734001,1.0,1.0
classification,lr,CLL_SUB_111,cif,rf,5,"5,10,25,50,100",0.012651851851851869,-0.0007946127946127923,-0.01245791245791239,0.04158922558922551,0.0540471380471379,0.4,0.4
classification,lr,CLL_SUB_111,cif,rfe,5,"5,10,25,50,100",0.043350841750841716,0.053037037037036994,0.05423569023569019,0.08608754208754199,0.0318518518518518,0.8,0.8
classification,lr,CLL_SUB_111,cif,xgb,5,"5,10,25,50,100",-0.06359595959595961,-0.07173063973063976,-0.13074747474747472,-0.012659932659932815,0.11808754208754191,0.0,0.0
classification,lr,ORL,cif,boruta,5,"5,10,25,50,100",0.1617,0.16400000000000015,0.17999999999999994,0.08199999999999996,-0.09799999999999998,1.0,1.0
classification,lr,ORL,cif,cat,5,"5,10,25,50,100",0.004899999999999993,-0.0020000000000000018,0.04599999999999993,0.0019999999999998908,-0.04400000000000004,0.4,0.4
classification,lr,ORL,cif,cit,5,"5,10,25,50,100",0.01499999999999999,0.02200000000000002,0.056499999999999995,0.026499999999999968,-0.030000000000000027,0.8,0.8
classification,lr,ORL,cif,cpi,5,"5,10,25,50,100",0.40499999999999997,0.43799999999999994,0.33399999999999996,0.25149999999999995,-0.08250000000000002,1.0,1.0
classification,lr,ORL,cif,et,5,"5,10,25,50,100",0.04549999999999997,0.05400000000000005,0.05949999999999994,0.013999999999999901,-0.04550000000000004,1.0,1.0
classification,lr,ORL,cif,lgbm,5,"5,10,25,50,100",-0.030999999999999993,-0.029500000000000026,-0.029500000000000026,-0.0020000000000000018,0.027500000000000024,0.0,0.0
classification,lr,ORL,cif,pi,5,"5,10,25,50,100",0.06150000000000002,0.054500000000000104,0.08699999999999997,0.03599999999999992,-0.051000000000000045,1.0,1.0
classification,lr,ORL,cif,ptest_mc,5,"5,10,25,50,100",0.16050000000000003,0.176,0.176,0.03149999999999997,-0.14450000000000002,1.0,1.0
classification,lr,ORL,cif,ptest_rdc,5,"5,10,25,50,100",0.15170000000000003,0.14450000000000007,0.19499999999999995,0.08500000000000008,-0.10999999999999988,1.0,1.0
classification,lr,ORL,cif,r_cforest,5,"5,10,25,50,100",0.0548,0.04749999999999999,0.09399999999999997,0.018000000000000016,-0.07599999999999996,1.0,1.0
classification,lr,ORL,cif,r_ctree,5,"5,10,25,50,100",0.04510000000000003,0.03699999999999992,0.03699999999999992,0.118,0.08100000000000007,0.6,0.6
classification,lr,ORL,cif,rf,5,"5,10,25,50,100",0.02410000000000003,0.01650000000000007,0.04249999999999998,0.010499999999999954,-0.03200000000000003,1.0,1.0
classification,lr,ORL,cif,rfe,5,"5,10,25,50,100",-0.03309999999999995,-0.03499999999999992,-0.040000000000000036,0.007500000000000062,0.0475000000000001,0.2,0.2
classification,lr,ORL,cif,xgb,5,"5,10,25,50,100",-0.03159999999999994,-0.025000000000000022,-0.025000000000000022,-0.0020000000000000018,0.02300000000000002,0.0,0.0
classification,lr,TOX_171,cif,boruta,5,"5,10,25,50,100",-0.02967063492063493,-0.024841269841269886,-0.02317460317460318,-0.024841269841269886,-0.0016666666666667052,0.0,0.0
classification,lr,TOX_171,cif,cat,5,"5,10,25,50,100",-0.044091269841269876,-0.03811507936507941,-0.0749007936507936,-0.0024404761904762706,0.07246031746031734,0.0,0.0
classification,lr,TOX_171,cif,cit,5,"5,10,25,50,100",0.011992063492063498,0.013849206349206278,-0.052202380952380945,0.013849206349206278,0.06605158730158722,0.6,0.6
classification,lr,TOX_171,cif,cpi,5,"5,10,25,50,100",0.13942460317460315,0.16940476190476195,0.16940476190476195,0.07644841269841263,-0.09295634920634932,1.0,1.0
classification,lr,TOX_171,cif,et,5,"5,10,25,50,100",-0.005876984126984119,-0.012361111111111045,0.00811507936507938,-0.01539682539682552,-0.0235119047619049,0.4,0.4
classification,lr,TOX_171,cif,lgbm,5,"5,10,25,50,100",-0.08159920634920634,-0.07871031746031742,-0.09585317460317455,-0.040337301587301644,0.05551587301587291,0.0,0.0
classification,lr,TOX_171,cif,pi,5,"5,10,25,50,100",0.06709126984126984,0.056607142857142856,0.09565476190476191,0.03736111111111118,-0.05829365079365073,1.0,1.0
classification,lr,TOX_171,cif,ptest_mc,5,"5,10,25,50,100",-0.004690476190476201,0.030238095238095175,-0.06464285714285711,0.0332539682539682,0.09789682539682532,0.6,0.6
classification,lr,TOX_171,cif,ptest_rdc,5,"5,10,25,50,100",-0.01446031746031744,-0.0021626984126983384,-0.041587301587301506,0.024087301587301546,0.06567460317460305,0.4,0.4
classification,lr,TOX_171,cif,r_cforest,5,"5,10,25,50,100",0.11171031746031748,0.115734126984127,0.1323214285714286,0.06557539682539681,-0.06674603174603178,1.0,1.0
classification,lr,TOX_171,cif,r_ctree,5,"5,10,25,50,100",0.11430952380952379,0.11492063492063487,0.1380555555555556,0.055476190476190346,-0.08257936507936525,1.0,1.0
classification,lr,TOX_171,cif,rf,5,"5,10,25,50,100",-0.019757936507936537,-0.020218253968254052,-0.023015873015873045,-0.020218253968254052,0.0027976190476189933,0.0,0.0
classification,lr,TOX_171,cif,rfe,5,"5,10,25,50,100",-0.07178174603174606,-0.0766269841269841,-0.08628968253968261,-0.026924603174603212,0.0593650793650794,0.0,0.0
classification,lr,TOX_171,cif,xgb,5,"5,10,25,50,100",-0.08087301587301592,-0.08194444444444449,-0.0999404761904763,-0.04988095238095247,0.05005952380952383,0.0,0.0
classification,lr,Yale,cif,boruta,5,"5,10,25,50,100",0.10115555555555558,0.10222222222222233,0.1448888888888889,0.03111111111111109,-0.11377777777777781,1.0,1.0
classification,lr,Yale,cif,cat,5,"5,10,25,50,100",0.03564444444444448,0.027111111111111086,0.08133333333333337,-0.016888888888888953,-0.09822222222222232,0.8,0.8
classification,lr,Yale,cif,cit,5,"5,10,25,50,100",0.07333333333333336,0.08666666666666667,0.08666666666666667,0.11688888888888882,0.03022222222222215,1.0,1.0
classification,lr,Yale,cif,cpi,5,"5,10,25,50,100",0.35377777777777786,0.3724444444444445,0.3248888888888889,0.2453333333333333,-0.0795555555555556,1.0,1.0
classification,lr,Yale,cif,et,5,"5,10,25,50,100",0.0336888888888889,0.039999999999999925,0.039999999999999925,0.005333333333333301,-0.03466666666666662,1.0,1.0
classification,lr,Yale,cif,lgbm,5,"5,10,25,50,100",0.018844444444444462,0.01244444444444448,0.04355555555555557,0.005333333333333301,-0.03822222222222227,1.0,1.0
classification,lr,Yale,cif,pi,5,"5,10,25,50,100",0.15733333333333338,0.16755555555555557,0.16755555555555557,0.11022222222222222,-0.05733333333333335,1.0,1.0
classification,lr,Yale,cif,ptest_mc,5,"5,10,25,50,100",0.061600000000000064,0.06222222222222218,0.08222222222222225,0.06222222222222218,-0.020000000000000073,1.0,1.0
classification,lr,Yale,cif,ptest_rdc,5,"5,10,25,50,100",0.17635555555555557,0.18711111111111112,0.18711111111111112,0.06888888888888889,-0.11822222222222223,1.0,1.0
classification,lr,Yale,cif,r_cforest,5,"5,10,25,50,100",0.1504,0.1524444444444445,0.1542222222222222,0.10399999999999987,-0.050222222222222335,1.0,1.0
classification,lr,Yale,cif,r_ctree,5,"5,10,25,50,100",0.13973333333333338,0.13866666666666672,0.13111111111111107,0.18133333333333335,0.05022222222222228,1.0,1.0
classification,lr,Yale,cif,rf,5,"5,10,25,50,100",0.025688888888888928,0.027555555555555666,0.04088888888888892,0.013777777777777778,-0.02711111111111114,1.0,1.0
classification,lr,Yale,cif,rfe,5,"5,10,25,50,100",0.006666666666666687,0.020888888888888957,-0.02577777777777779,0.022222222222222143,0.04799999999999993,0.6,0.6
classification,lr,Yale,cif,xgb,5,"5,10,25,50,100",0.022488888888888926,0.013777777777777778,0.06577777777777777,0.0013333333333332975,-0.06444444444444447,0.8,0.8
classification,lr,arcene,cif,boruta,5,"5,10,25,50,100",-0.014136363636363659,-0.01712121212121198,-0.009318181818181892,-0.01712121212121198,-0.00780303030303009,0.0,0.0
classification,lr,arcene,cif,cat,5,"5,10,25,50,100",-0.013267676767676794,-0.013106060606060677,-0.011363636363636354,0.0060606060606061,0.017424242424242453,0.2,0.2
classification,lr,arcene,cif,cit,5,"5,10,25,50,100",0.04742424242424248,0.032424242424242355,0.032424242424242355,0.0889393939393941,0.05651515151515174,1.0,1.0
classification,lr,arcene,cif,cpi,5,"5,10,25,50,100",0.05175757575757574,0.025151515151515147,0.023989898989899006,0.09712121212121216,0.07313131313131316,1.0,1.0
classification,lr,arcene,cif,et,5,"5,10,25,50,100",-0.01887373737373734,-0.02530303030303027,-0.035050505050505,0.021540404040404137,0.056590909090909136,0.2,0.2
classification,lr,arcene,cif,lgbm,5,"5,10,25,50,100",-0.016373737373737374,-0.021363636363636362,-0.021363636363636362,0.02840909090909094,0.0497727272727273,0.2,0.2
classification,lr,arcene,cif,pi,5,"5,10,25,50,100",0.041747474747474776,0.043964646464646484,0.024621212121212155,0.07017676767676784,0.04555555555555568,1.0,1.0
classification,lr,arcene,cif,ptest_mc,5,"5,10,25,50,100",0.007101010101010141,0.005909090909090975,0.014621212121212146,0.012247474747474785,-0.0023737373737373613,1.0,1.0
classification,lr,arcene,cif,ptest_rdc,5,"5,10,25,50,100",0.08239393939393942,0.06944444444444442,0.13934343434343432,0.06505050505050514,-0.07429292929292919,1.0,1.0
classification,lr,arcene,cif,r_cforest,5,"5,10,25,50,100",0.06664646464646465,0.06689393939393928,0.09227272727272728,0.06148989898989898,-0.0307828282828283,1.0,1.0
classification,lr,arcene,cif,r_ctree,5,"5,10,25,50,100",0.0486818181818182,0.05315656565656568,0.05315656565656568,0.0850757575757577,0.031919191919192014,1.0,1.0
classification,lr,arcene,cif,rf,5,"5,10,25,50,100",-0.0067171717171717,-0.00724747474747478,-0.0027525252525252286,0.012297979797979863,0.015050505050505092,0.2,0.2
classification,lr,arcene,cif,rfe,5,"5,10,25,50,100",0.025974747474747505,0.0193181818181819,-0.006691919191919138,0.09257575757575764,0.09926767676767678,0.6,0.6
classification,lr,arcene,cif,xgb,5,"5,10,25,50,100",0.0038181818181818317,0.008232323232323369,-0.03148989898989896,0.050883838383838476,0.08237373737373743,0.6,0.6
classification,lr,dexter,cif,boruta,5,"5,10,25,50,100",-0.02973333333333337,-0.039999999999999925,-0.039999999999999925,0.005999999999999894,0.04599999999999982,0.2,0.2
classification,lr,dexter,cif,cat,5,"5,10,25,50,100",-0.03746666666666667,-0.03266666666666662,-0.08799999999999997,0.015999999999999903,0.10399999999999987,0.2,0.2
classification,lr,dexter,cif,cit,5,"5,10,25,50,100",0.07506666666666668,0.09600000000000009,-0.007333333333333303,0.1213333333333333,0.1286666666666666,0.8,0.8
classification,lr,dexter,cif,cpi,5,"5,10,25,50,100",0.08080000000000002,0.07533333333333336,0.06800000000000006,0.10266666666666668,0.03466666666666662,1.0,1.0
classification,lr,dexter,cif,et,5,"5,10,25,50,100",-0.00013333333333334085,-0.007333333333333303,0.007333333333333414,-0.007333333333333303,-0.014666666666666717,0.4,0.4
classification,lr,dexter,cif,lgbm,5,"5,10,25,50,100",-0.026000000000000002,-0.03400000000000003,-0.07999999999999996,0.02933333333333321,0.10933333333333317,0.4,0.4
classification,lr,dexter,cif,pi,5,"5,10,25,50,100",0.05053333333333332,0.04866666666666675,0.04066666666666663,0.05799999999999994,0.01733333333333331,1.0,1.0
classification,lr,dexter,cif,ptest_mc,5,"5,10,25,50,100",0.0005333333333333634,-0.009333333333333416,0.026000000000000134,-0.009333333333333416,-0.03533333333333355,0.4,0.4
classification,lr,dexter,cif,ptest_rdc,5,"5,10,25,50,100",0.02306666666666668,0.013999999999999901,-0.012666666666666604,0.06466666666666665,0.07733333333333325,0.8,0.8
classification,lr,dexter,cif,rf,5,"5,10,25,50,100",-0.023333333333333338,-0.026000000000000023,-0.019333333333333313,-0.002666666666666706,0.016666666666666607,0.0,0.0
classification,lr,dexter,cif,rfe,5,"5,10,25,50,100",0.10399999999999998,0.1226666666666667,0.04800000000000004,0.1246666666666667,0.07666666666666666,1.0,1.0
classification,lr,dexter,cif,xgb,5,"5,10,25,50,100",-0.0313333333333333,-0.03200000000000003,-0.08733333333333326,0.028666666666666618,0.11599999999999988,0.4,0.4
classification,lr,gamma,cif,boruta,1,5,0.13219151687015418,0.13219151687015418,0.13219151687015418,0.13219151687015418,0.0,1.0,1.0
classification,lr,gamma,cif,cat,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
classification,lr,gamma,cif,cit,1,5,0.025014364031162306,0.025014364031162306,0.025014364031162306,0.025014364031162306,0.0,1.0,1.0
classification,lr,gamma,cif,cpi,1,5,0.0004912944153724341,0.0004912944153724341,0.0004912944153724341,0.0004912944153724341,0.0,1.0,1.0
classification,lr,gamma,cif,et,1,5,0.000799591856833648,0.000799591856833648,0.000799591856833648,0.000799591856833648,0.0,1.0,1.0
classification,lr,gamma,cif,lgbm,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
classification,lr,gamma,cif,pi,1,5,0.00747137021947708,0.00747137021947708,0.00747137021947708,0.00747137021947708,0.0,1.0,1.0
classification,lr,gamma,cif,ptest_mc,1,5,0.003751175545788743,0.003751175545788743,0.003751175545788743,0.003751175545788743,0.0,1.0,1.0
classification,lr,gamma,cif,ptest_rdc,1,5,0.004505796788020766,0.004505796788020766,0.004505796788020766,0.004505796788020766,0.0,1.0,1.0
classification,lr,gamma,cif,r_cforest,1,5,0.007117483720008311,0.007117483720008311,0.007117483720008311,0.007117483720008311,0.0,1.0,1.0
classification,lr,gamma,cif,r_ctree,1,5,0.16407111716091882,0.16407111716091882,0.16407111716091882,0.16407111716091882,0.0,1.0,1.0
classification,lr,gamma,cif,rf,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
classification,lr,gamma,cif,rfe,1,5,0.0034677492435720714,0.0034677492435720714,0.0034677492435720714,0.0034677492435720714,0.0,1.0,1.0
classification,lr,gamma,cif,xgb,1,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0
classification,lr,gisette,cif,boruta,5,"5,10,25,50,100",0.06652666666666669,0.04260000000000008,0.1644,0.0087666666666667,-0.1556333333333333,1.0,1.0
classification,lr,gisette,cif,cat,5,"5,10,25,50,100",-0.014206666666666635,-0.013799999999999923,-0.0068666666666665765,-0.011366666666666525,-0.0044999999999999485,0.0,0.0
classification,lr,gisette,cif,cit,5,"5,10,25,50,100",0.023799999999999998,0.028033333333333244,-0.014866666666666584,0.04830000000000001,0.0631666666666666,0.8,0.8
classification,lr,gisette,cif,cpi,5,"5,10,25,50,100",0.14540000000000006,0.14980000000000004,0.22793333333333343,0.05413333333333337,-0.17380000000000007,1.0,1.0
classification,lr,gisette,cif,et,5,"5,10,25,50,100",0.0024733333333333053,0.005566666666666609,-0.007033333333333336,0.010299999999999976,0.01733333333333331,0.6,0.6
classification,lr,gisette,cif,lgbm,5,"5,10,25,50,100",-0.020613333333333306,-0.023366666666666647,-0.023366666666666647,-0.013199999999999878,0.010166666666666768,0.0,0.0
classification,lr,gisette,cif,pi,5,"5,10,25,50,100",0.02682000000000002,0.012466666666666737,0.0708333333333333,0.0069666666666666766,-0.06386666666666663,1.0,1.0
classification,lr,gisette,cif,ptest_mc,5,"5,10,25,50,100",0.0077866666666667195,0.008333333333333526,0.008333333333333526,0.018400000000000083,0.010066666666666557,0.8,0.8
classification,lr,gisette,cif,ptest_rdc,5,"5,10,25,50,100",0.007226666666666692,0.006133333333333324,0.005833333333333357,0.013299999999999979,0.0074666666666666215,1.0,1.0
classification,lr,gisette,cif,r_cforest,5,"5,10,25,50,100",0.2114266666666667,0.2073666666666667,0.2983,0.12413333333333343,-0.17416666666666658,1.0,1.0
classification,lr,gisette,cif,r_ctree,5,"5,10,25,50,100",0.23712,0.25205,0.31652500000000006,0.140675,-0.17585000000000006,1.0,1.0
classification,lr,gisette,cif,rf,5,"5,10,25,50,100",0.0021733333333333604,0.0039000000000000146,-0.00763333333333327,0.009666666666666712,0.017299999999999982,0.6,0.6
classification,lr,gisette,cif,rfe,5,"5,10,25,50,100",-0.007266666666666621,-0.009066666666666667,-0.013433333333333297,-0.005666666666666598,0.0077666666666666995,0.2,0.2
classification,lr,gisette,cif,xgb,5,"5,10,25,50,100",-0.019799999999999995,-0.020466666666666633,-0.020466666666666633,-0.01413333333333322,0.006333333333333413,0.0,0.0
classification,lr,glass,cif,boruta,2,"5,10",0.01197817460317463,0.01197817460317463,0.02395634920634926,0.0,-0.02395634920634926,0.5,1.0
classification,lr,glass,cif,cat,2,"5,10",0.001984126984126977,0.001984126984126977,0.003968253968253954,0.0,-0.003968253968253954,0.5,1.0
classification,lr,glass,cif,cit,2,"5,10",0.038688492063492064,0.038688492063492064,0.07737698412698413,0.0,-0.07737698412698413,0.5,1.0
classification,lr,glass,cif,cpi,2,"5,10",0.03294444444444444,0.03294444444444444,0.06588888888888889,0.0,-0.06588888888888889,0.5,1.0
classification,lr,glass,cif,et,2,"5,10",0.0029226190476190905,0.0029226190476190905,0.005845238095238181,0.0,-0.005845238095238181,0.5,1.0
classification,lr,glass,cif,lgbm,2,"5,10",-0.001174603174603106,-0.001174603174603106,-0.002349206349206212,0.0,0.002349206349206212,0.0,0.5
classification,lr,glass,cif,pi,2,"5,10",-0.006472222222222157,-0.006472222222222157,-0.012944444444444314,0.0,0.012944444444444314,0.0,0.5
classification,lr,glass,cif,ptest_mc,2,"5,10",0.002555555555555644,0.002555555555555644,0.005111111111111288,0.0,-0.005111111111111288,0.5,1.0
classification,lr,glass,cif,ptest_rdc,2,"5,10",0.004097222222222252,0.004097222222222252,0.008194444444444504,0.0,-0.008194444444444504,0.5,1.0
classification,lr,glass,cif,r_cforest,2,"5,10",-0.0028750000000000164,-0.0028750000000000164,-0.005750000000000033,0.0,0.005750000000000033,0.0,0.5
classification,lr,glass,cif,r_ctree,2,"5,10",0.01197817460317463,0.01197817460317463,0.02395634920634926,0.0,-0.02395634920634926,0.5,1.0
classification,lr,glass,cif,rf,2,"5,10",-0.0014801587301587205,-0.0014801587301587205,-0.002960317460317441,0.0,0.002960317460317441,0.0,0.5
classification,lr,glass,cif,rfe,2,"5,10",0.008480158730158782,0.008480158730158782,0.016960317460317564,0.0,-0.016960317460317564,0.5,1.0
classification,lr,glass,cif,xgb,2,"5,10",0.0016190476190475755,0.0016190476190475755,0.003238095238095151,0.0,-0.003238095238095151,0.5,1.0
classification,lr,isolet,cif,boruta,5,"5,10,25,50,100",0.23163111690569319,0.22144241634072137,0.10369621903520207,0.1042564102564103,0.0005601912212082338,1.0,1.0
classification,lr,isolet,cif,cat,5,"5,10,25,50,100",-0.07760121686223384,-0.013801390699695881,-0.20357931334202523,-0.013769230769230756,0.18981008257279447,0.0,0.0
classification,lr,isolet,cif,cit,5,"5,10,25,50,100",-0.029999043893959167,-0.01784702303346386,-0.0903055193394176,0.0062803129074315844,0.09658583224684919,0.4,0.4
classification,lr,isolet,cif,cpi,5,"5,10,25,50,100",0.13167544545849627,0.13889222077357666,0.042157757496740556,0.06749674054758803,0.025338983050847474,1.0,1.0
classification,lr,isolet,cif,et,5,"5,10,25,50,100",0.05759956540634505,0.020233376792698876,0.005568883094306809,0.015697957409821717,0.010129074315514908,1.0,1.0
classification,lr,isolet,cif,lgbm,5,"5,10,25,50,100",-0.055946805736636275,-0.028400260756192952,-0.09442329421990442,-0.010334637114298162,0.08408865710560626,0.0,0.0
classification,lr,isolet,cif,pi,5,"5,10,25,50,100",-0.008152890047805316,0.009932203389830585,-0.09109647979139507,0.009932203389830585,0.10102868318122565,0.6,0.6
classification,lr,isolet,cif,ptest_mc,5,"5,10,25,50,100",0.08431621034332897,0.062133420252064364,0.05385180356366795,0.062133420252064364,0.008281616688396415,1.0,1.0
classification,lr,isolet,cif,ptest_rdc,5,"5,10,25,50,100",0.1629734897870491,0.13634463276836156,0.13634463276836156,0.020596262494567585,-0.11574837027379398,1.0,1.0
classification,lr,isolet,cif,r_cforest,5,"5,10,25,50,100",0.020707431551499345,0.018922207735767027,-0.10748196436332036,0.018922207735767027,0.1264041720990874,0.6,0.6
classification,lr,isolet,cif,r_ctree,5,"5,10,25,50,100",-0.0063010575112270595,-0.004971316818774607,-0.04510705490366512,0.010946834709546605,0.05605388961321173,0.4,0.4
classification,lr,isolet,cif,rf,5,"5,10,25,50,100",-0.025987483702737967,0.006182963928726637,-0.0970299869621904,0.006182963928726637,0.10321295089091703,0.6,0.6
classification,lr,isolet,cif,rfe,5,"5,10,25,50,100",-0.08524893524554544,-0.02163233376792706,-0.2175162972620599,-0.004740112994350287,0.2127761842677096,0.0,0.0
classification,lr,isolet,cif,xgb,5,"5,10,25,50,100",-0.04359443720121685,-0.016904389395914876,-0.09791090830073879,-0.010900478053020413,0.08701043024771837,0.0,0.0
classification,lr,letter,cif,boruta,2,"5,10",0.2637921785771764,0.2637921785771764,0.33027451320766016,0.1973098439466927,-0.13296466926096745,1.0,1.0
