method,avg_rank,std_rank,cd
cat,4.3125,2.3310070248714396,5.766886971664383
rfe,5.34375,4.2892261466959285,5.766886971664383
rf,6.21875,2.7837067800865807,5.766886971664383
et,6.46875,3.2761865693974146,5.766886971664383
pi,6.8125,4.333283252915738,5.766886971664383
ptest_pc,7.6875,3.904624661859319,5.766886971664383
ptest_rdc,8.03125,4.2222207944990275,5.766886971664383
cif,8.125,2.7128168017763383,5.766886971664383
ptest_dc,8.25,3.6784847423905402,5.766886971664383
cpi,8.75,5.584576975922169,5.766886971664383
cit,9.0625,4.534158549279017,5.766886971664383
lgbm,9.1875,3.8603553916705646,5.766886971664383
xgb,10.8125,4.679993990380757,5.766886971664383
boruta,10.875,3.7228181529588578,5.766886971664383
r_ctree,11.8125,4.6666201634587745,5.766886971664383
r_cforest,14.25,1.5206906325745548,5.766886971664383
