method,avg_rank,std_rank,cd
rfe,4.766666666666667,3.4682688605252174,3.791510720927508
cat,5.116666666666666,2.731554299092165,3.791510720927508
lgbm,5.15,3.339535895899309,3.791510720927508
rf,5.45,2.8964058187116435,3.791510720927508
et,6.066666666666666,3.6302739413009713,3.791510720927508
cif,6.666666666666667,2.6624967396954475,3.791510720927508
xgb,7.566666666666666,3.383128072591334,3.791510720927508
ptest_mc,8.016666666666667,3.220981561919009,3.791510720927508
cit,8.8,3.92767955244145,3.791510720927508
pi,9.233333333333333,3.8443320471687787,3.791510720927508
ptest_rdc,9.716666666666667,4.3082930365620316,3.791510720927508
boruta,9.733333333333333,4.371752763162873,3.791510720927508
cpi,10.633333333333333,4.366412206326328,3.791510720927508
r_cforest,11.066666666666666,3.889587238883952,3.791510720927508
r_ctree,12.016666666666667,4.058906530362854,3.791510720927508
