method,avg_rank,std_rank,cd
boruta,6.5,0.0,21.448023533674693
cat,6.5,0.0,21.448023533674693
cif,6.5,0.0,21.448023533674693
cpi,6.5,0.0,21.448023533674693
et,6.5,0.0,21.448023533674693
lgbm,6.5,0.0,21.448023533674693
pi,6.5,0.0,21.448023533674693
ptest_mc,6.5,0.0,21.448023533674693
ptest_rdc,6.5,0.0,21.448023533674693
rf,6.5,0.0,21.448023533674693
rfe,6.5,0.0,21.448023533674693
xgb,6.5,0.0,21.448023533674693
cit,13.0,0.0,21.448023533674693
r_ctree,14.0,0.0,21.448023533674693
r_cforest,15.0,0.0,21.448023533674693
