method,avg_rank,std_rank,cd
cpi,1.0,0.0,23.067547886657533
rf,2.0,0.0,23.067547886657533
pi,3.0,0.0,23.067547886657533
rfe,4.0,0.0,23.067547886657533
ptest_dc,5.0,0.0,23.067547886657533
r_ctree,6.0,0.0,23.067547886657533
lgbm,7.0,0.0,23.067547886657533
ptest_rdc,8.5,0.0,23.067547886657533
xgb,8.5,0.0,23.067547886657533
et,10.0,0.0,23.067547886657533
ptest_pc,11.0,0.0,23.067547886657533
cif,12.0,0.0,23.067547886657533
boruta,13.0,0.0,23.067547886657533
cit,14.0,0.0,23.067547886657533
cat,15.0,0.0,23.067547886657533
r_cforest,16.0,0.0,23.067547886657533
