method,accuracy_mean,accuracy_ci_lo,accuracy_ci_hi,accuracy_formatted,f1_macro_mean,f1_macro_ci_lo,f1_macro_ci_hi,f1_macro_formatted,balanced_accuracy_mean,balanced_accuracy_ci_lo,balanced_accuracy_ci_hi,balanced_accuracy_formatted
boruta,0.7832363656453364,0.7172482979356906,0.8446316612660364,"0.783 [0.717, 0.845]",0.7612354241926583,0.6931025127679097,0.8263286301709862,"0.761 [0.693, 0.826]",0.7769674756999803,0.7112530373794685,0.838750425002165,"0.777 [0.711, 0.839]"
cat,0.84329443242851,0.7993093357158032,0.8856482030746698,"0.843 [0.799, 0.886]",0.8231951431955252,0.7778100463691391,0.8685201716511548,"0.823 [0.778, 0.869]",0.836958666635353,0.7937746191493814,0.8792503119756124,"0.837 [0.794, 0.879]"
cif,0.80176758571455,0.7524734322327586,0.851740207445651,"0.802 [0.752, 0.852]",0.7773085904956585,0.7269065981509201,0.8290708231195834,"0.777 [0.727, 0.829]",0.7945622035982469,0.7451886221345356,0.8440137909061272,"0.795 [0.745, 0.844]"
cit,0.7729236419725665,0.720780738744864,0.8263531844036646,"0.773 [0.721, 0.826]",0.7465309615316343,0.6876058796186875,0.8037469313428409,"0.747 [0.688, 0.804]",0.7661572566609164,0.7137032911961659,0.8200623088499773,"0.766 [0.714, 0.820]"
cpi,0.6866287827160421,0.5981806339180097,0.7726357151700682,"0.687 [0.598, 0.773]",0.6600677779282375,0.5680483171014948,0.7474574586409828,"0.660 [0.568, 0.747]",0.685284923553917,0.5968346310484153,0.7716974000355927,"0.685 [0.597, 0.772]"
et,0.8106473957573389,0.7549984333280377,0.8633067166676003,"0.811 [0.755, 0.863]",0.7910666307946209,0.7322392971458378,0.8459155393607848,"0.791 [0.732, 0.846]",0.8072084059512218,0.7535198890509597,0.8583585288751676,"0.807 [0.754, 0.858]"
lgbm,0.8406579506253251,0.7961735711207125,0.8820926820674602,"0.841 [0.796, 0.882]",0.8208832934015079,0.7752721764205593,0.8652193307597926,"0.821 [0.775, 0.865]",0.8349082916598181,0.7911877466017923,0.8762250768314097,"0.835 [0.791, 0.876]"
pi,0.7477631500698082,0.6804613977089164,0.8140560527128888,"0.748 [0.680, 0.814]",0.7254350078977797,0.6555623182949759,0.7941918646887661,"0.725 [0.656, 0.794]",0.7454985767325054,0.680645444192457,0.8108656812510784,"0.745 [0.681, 0.811]"
ptest_mc,0.7766469661361897,0.7159006503132764,0.8375919502130726,"0.777 [0.716, 0.838]",0.7546538472480825,0.6914465940515708,0.8176047773953754,"0.755 [0.691, 0.818]",0.7728113795296883,0.713734319701013,0.8308952944259564,"0.773 [0.714, 0.831]"
ptest_rdc,0.7574216038070716,0.6846050878668611,0.8286179821583837,"0.757 [0.685, 0.829]",0.733708417329748,0.6590256881785699,0.8086057171410352,"0.734 [0.659, 0.809]",0.7505886919318749,0.68021946902076,0.8202779025303404,"0.751 [0.680, 0.820]"
r_cforest,0.7052860511113128,0.6427534329462055,0.7686484091352258,"0.705 [0.643, 0.769]",0.6834079288730933,0.6220158035217698,0.7448725711179918,"0.683 [0.622, 0.745]",0.7001032459670321,0.6397200668847012,0.7605678875696971,"0.700 [0.640, 0.761]"
r_ctree,0.6958211992823906,0.635034840280966,0.7543661493922377,"0.696 [0.635, 0.754]",0.6757409738277252,0.6197259220451458,0.7314637468596566,"0.676 [0.620, 0.731]",0.6922989712020262,0.6329415798246473,0.7500842147539482,"0.692 [0.633, 0.750]"
rf,0.8245825459739342,0.7749130380801569,0.8713426324086299,"0.825 [0.775, 0.871]",0.8067637001377683,0.7576226676442144,0.8560940477471269,"0.807 [0.758, 0.856]",0.8213625706619226,0.773095189427818,0.8673237985277517,"0.821 [0.773, 0.867]"
rfe,0.8384609751570187,0.7955378256153764,0.8783481256559754,"0.838 [0.796, 0.878]",0.8148036021247316,0.7704346357540106,0.8582561033210927,"0.815 [0.770, 0.858]",0.8283013050420006,0.7862431903083261,0.8678252202944783,"0.828 [0.786, 0.868]"
xgb,0.8236222929697273,0.7763333880337471,0.8675954205909475,"0.824 [0.776, 0.868]",0.8014549209681846,0.7526714020008078,0.8484339188437235,"0.801 [0.753, 0.848]",0.8157522921672256,0.7688774315667464,0.8602348952218795,"0.816 [0.769, 0.860]"
