method,avg_rank,std_rank,cd
ptest_dc,3.75,1.75,16.311219536000955
r_ctree,3.75,1.75,16.311219536000955
rfe,4.0,3.0,16.311219536000955
cif,6.25,0.75,16.311219536000955
cit,6.25,0.75,16.311219536000955
pi,6.25,0.75,16.311219536000955
rf,6.25,0.75,16.311219536000955
ptest_pc,8.0,6.0,16.311219536000955
lgbm,9.0,2.0,16.311219536000955
cat,9.25,3.75,16.311219536000955
ptest_rdc,9.25,3.75,16.311219536000955
boruta,10.5,3.5,16.311219536000955
et,12.0,1.0,16.311219536000955
xgb,12.0,1.0,16.311219536000955
cpi,13.5,0.5,16.311219536000955
r_cforest,16.0,0.0,16.311219536000955
